Type:uinteger,Time:timestampu,Error:uinteger,Master:string,Message:string,Event:string,EventClass:string,Data1:string,Data2:string,SeqNo:timestampu,Logger:string,Module:string,Domain:string,Local Time:timestampu,Arg1:uinteger,Arg2:uinteger,Arg3:uinteger,Arg4:uinteger,Arg5:uinteger,Arg6:uinteger,Arg7:uinteger,Arg8:uinteger,
6,,0,C64XP_0,"Sync Point After Halt:  SerialNumber=0x1, CpuTStamp [LSW=0x829a847b, MSW=0xa], GlobalTStamp [LSW=0xc8775c3e, MSW=0x5], CpuCyclesPerCpuTimerTick=1, CpuFreq [LSW=0x29b92700, MSW=0x0]",UIASync_syncPointAfterHalt,Unknown,,,1,SyncLog,ti.uia.events.UIASync,ti.uia.runtime.LogSync,45140837891,1,2191164539,10,3363265598,5,1,700000000,0,
6,,0,C64XP_0,"Sync Point Global Timer Freq:  SerialNumber=0x1, CpuCyclesPerGlobalTimerTick=6, GlobalTimerFreq [LSW=0x6f4312a, MSW=0x0]",UIASync_globalTimerFreq,Unknown,,,2,SyncLog,ti.uia.events.UIASync,ti.uia.runtime.LogSync,45140838109,1,6,116666666,0,,,,,
6,,0,C64XP_1,"Sync Point After Halt:  SerialNumber=0x1, CpuTStamp [LSW=0xa6af6e12, MSW=0x22], GlobalTStamp [LSW=0xc8772934, MSW=0x5], CpuCyclesPerCpuTimerTick=1, CpuFreq [LSW=0x29b92700, MSW=0x0]",UIASync_syncPointAfterHalt,Unknown,,,1,SyncLog,ti.uia.events.UIASync,ti.uia.runtime.LogSync,148825403281,1,2796514834,34,3363252532,5,1,700000000,0,
6,,0,C64XP_1,"Sync Point Global Timer Freq:  SerialNumber=0x1, CpuCyclesPerGlobalTimerTick=6, GlobalTimerFreq [LSW=0x6f4312a, MSW=0x0]",UIASync_globalTimerFreq,Unknown,,,2,SyncLog,ti.uia.events.UIASync,ti.uia.runtime.LogSync,148825403486,1,6,116666666,0,,,,,
6,,0,C64XP_2,"Sync Point After Halt:  SerialNumber=0x1, CpuTStamp [LSW=0x63f32e48, MSW=0x1f], GlobalTStamp [LSW=0xc87c6699, MSW=0x5], CpuCyclesPerCpuTimerTick=1, CpuFreq [LSW=0x29b92700, MSW=0x0]",UIASync_syncPointAfterHalt,Unknown,,,1,SyncLog,ti.uia.events.UIASync,ti.uia.runtime.LogSync,134820868043,1,1676881480,31,3363595929,5,1,700000000,0,
6,,0,C64XP_2,"Sync Point Global Timer Freq:  SerialNumber=0x1, CpuCyclesPerGlobalTimerTick=6, GlobalTimerFreq [LSW=0x6f4312a, MSW=0x0]",UIASync_globalTimerFreq,Unknown,,,2,SyncLog,ti.uia.events.UIASync,ti.uia.runtime.LogSync,134820868248,1,6,116666666,0,,,,,
6,,0,C64XP_3,"Sync Point After Halt:  SerialNumber=0x1, CpuTStamp [LSW=0xe3d7db51, MSW=0x1b], GlobalTStamp [LSW=0xc877352b, MSW=0x5], CpuCyclesPerCpuTimerTick=1, CpuFreq [LSW=0x29b92700, MSW=0x0]",UIASync_syncPointAfterHalt,Unknown,,,1,SyncLog,ti.uia.events.UIASync,ti.uia.runtime.LogSync,119786691780,1,3822574417,27,3363255595,5,1,700000000,0,
6,,0,C64XP_3,"Sync Point Global Timer Freq:  SerialNumber=0x1, CpuCyclesPerGlobalTimerTick=6, GlobalTimerFreq [LSW=0x6f4312a, MSW=0x0]",UIASync_globalTimerFreq,Unknown,,,2,SyncLog,ti.uia.events.UIASync,ti.uia.runtime.LogSync,119786691985,1,6,116666666,0,,,,,
6,,0,C64XP_4,"Sync Point After Halt:  SerialNumber=0x1, CpuTStamp [LSW=0x6214cc3d, MSW=0x18], GlobalTStamp [LSW=0xc8774004, MSW=0x5], CpuCyclesPerCpuTimerTick=1, CpuFreq [LSW=0x29b92700, MSW=0x0]",UIASync_syncPointAfterHalt,Unknown,,,1,SyncLog,ti.uia.events.UIASync,ti.uia.runtime.LogSync,104724745648,1,1645530173,24,3363258372,5,1,700000000,0,
6,,0,C64XP_4,"Sync Point Global Timer Freq:  SerialNumber=0x1, CpuCyclesPerGlobalTimerTick=6, GlobalTimerFreq [LSW=0x6f4312a, MSW=0x0]",UIASync_globalTimerFreq,Unknown,,,2,SyncLog,ti.uia.events.UIASync,ti.uia.runtime.LogSync,104724745853,1,6,116666666,0,,,,,
6,,0,C64XP_5,"Sync Point After Halt:  SerialNumber=0x1, CpuTStamp [LSW=0xdd951139, MSW=0x9], GlobalTStamp [LSW=0xc87761d1, MSW=0x5], CpuCyclesPerCpuTimerTick=1, CpuFreq [LSW=0x29b92700, MSW=0x0]",UIASync_syncPointAfterHalt,Unknown,,,1,SyncLog,ti.uia.events.UIASync,ti.uia.runtime.LogSync,42372240044,1,3717534009,9,3363267025,5,1,700000000,0,
6,,0,C64XP_5,"Sync Point Global Timer Freq:  SerialNumber=0x1, CpuCyclesPerGlobalTimerTick=6, GlobalTimerFreq [LSW=0x6f4312a, MSW=0x0]",UIASync_globalTimerFreq,Unknown,,,2,SyncLog,ti.uia.events.UIASync,ti.uia.runtime.LogSync,42372240249,1,6,116666666,0,,,,,
,146705572918,0,C64XP_1,"LM_post: sem: 0x8745c0, count: 0",Semaphore_LM_post,Unknown,,,4,SYSBIOS System Logger,ti.sysbios.knl.Semaphore,ti.sysbios.knl.Semaphore,102490769018,8865216,0,,,,,,,
,146705783878,0,C64XP_1,"LM_post: sem: 0x8745c0, count: 1",Semaphore_LM_post,Unknown,,,5,SYSBIOS System Logger,ti.sysbios.knl.Semaphore,ti.sysbios.knl.Semaphore,102490916692,8865216,1,,,,,,,
,146705926918,0,C64XP_1,"LM_post: sem: 0x8745c0, count: 2",Semaphore_LM_post,Unknown,,,6,SYSBIOS System Logger,ti.sysbios.knl.Semaphore,ti.sysbios.knl.Semaphore,102491016818,8865216,2,,,,,,,
,146706064206,0,C64XP_1,"LM_post: sem: 0x8745c0, count: 3",Semaphore_LM_post,Unknown,,,7,SYSBIOS System Logger,ti.sysbios.knl.Semaphore,ti.sysbios.knl.Semaphore,102491112920,8865216,3,,,,,,,
,146773686204,0,C64XP_3,"LM_post: sem: 0x8745c0, count: 0",Semaphore_LM_post,Unknown,,,4,SYSBIOS System Logger,ti.sysbios.knl.Semaphore,ti.sysbios.knl.Semaphore,73499718456,8865216,0,,,,,,,
,146773805458,0,C64XP_3,"LM_post: sem: 0x8745c0, count: 1",Semaphore_LM_post,Unknown,,,5,SYSBIOS System Logger,ti.sysbios.knl.Semaphore,ti.sysbios.knl.Semaphore,73499801934,8865216,1,,,,,,,
,146773924412,0,C64XP_3,"LM_post: sem: 0x8745c0, count: 2",Semaphore_LM_post,Unknown,,,6,SYSBIOS System Logger,ti.sysbios.knl.Semaphore,ti.sysbios.knl.Semaphore,73499885202,8865216,2,,,,,,,
,146774131455,0,C64XP_3,"LM_post: sem: 0x8745c0, count: 3",Semaphore_LM_post,Unknown,,,7,SYSBIOS System Logger,ti.sysbios.knl.Semaphore,ti.sysbios.knl.Semaphore,73500030130,8865216,3,,,,,,,
,146803809718,0,C64XP_4,"LM_post: sem: 0x8745c0, count: 0",Semaphore_LM_post,Unknown,,,4,SYSBIOS System Logger,ti.sysbios.knl.Semaphore,ti.sysbios.knl.Semaphore,58458842122,8865216,0,,,,,,,
,146803928998,0,C64XP_4,"LM_post: sem: 0x8745c0, count: 1",Semaphore_LM_post,Unknown,,,5,SYSBIOS System Logger,ti.sysbios.knl.Semaphore,ti.sysbios.knl.Semaphore,58458925614,8865216,1,,,,,,,
,146804047978,0,C64XP_4,"LM_post: sem: 0x8745c0, count: 2",Semaphore_LM_post,Unknown,,,6,SYSBIOS System Logger,ti.sysbios.knl.Semaphore,ti.sysbios.knl.Semaphore,58459008904,8865216,2,,,,,,,
,146804166924,0,C64XP_4,"LM_post: sem: 0x8745c0, count: 3",Semaphore_LM_post,Unknown,,,7,SYSBIOS System Logger,ti.sysbios.knl.Semaphore,ti.sysbios.knl.Semaphore,58459092164,8865216,3,,,,,,,
,148411150465,0,C64XP_0,"LD_ready: tsk: 0x8746b8, func: 0x29bd80, pri: 5",Task_LD_ready,Unknown,,,1,SYSBIOS System Logger,ti.sysbios.knl.Task,ti.sysbios.knl.Task,29506,8865464,2735488,5,0,,,,,
,148411155899,0,C64XP_0,"LD_ready: tsk: 0x874700, func: 0x2a2e20, pri: 0",Task_LD_ready,Unknown,,,2,SYSBIOS System Logger,ti.sysbios.knl.Task,ti.sysbios.knl.Task,33315,8865536,2764320,0,0,,,,,
,148411161265,0,C64XP_0,"LD_ready: tsk: 0x874748, func: 0x24cb14, pri: 1",Task_LD_ready,Unknown,,,3,SYSBIOS System Logger,ti.sysbios.knl.Task,ti.sysbios.knl.Task,37071,8865608,2411284,1,0,,,,,
,148411224916,0,C64XP_0,"LD_ready: tsk: 0x853080, func: 0x24ba20, pri: 1",Task_LD_ready,Unknown,,,4,SYSBIOS System Logger,ti.sysbios.knl.Task,ti.sysbios.knl.Task,81622,8728704,2406944,1,0,,,,,
,148411338008,0,C64XP_0,"LM_post: sem: 0x8745c0, count: 0",Semaphore_LM_post,Unknown,,,5,SYSBIOS System Logger,ti.sysbios.knl.Semaphore,ti.sysbios.knl.Semaphore,160789,8865216,0,,,,,,,
,148411338428,0,C64XP_0,"LM_post: sem: 0x8745c0, count: 1",Semaphore_LM_post,Unknown,,,6,SYSBIOS System Logger,ti.sysbios.knl.Semaphore,ti.sysbios.knl.Semaphore,161083,8865216,1,,,,,,,
,148411478982,0,C64XP_0,"LM_post: sem: 0x8745c0, count: 2",Semaphore_LM_post,Unknown,,,7,SYSBIOS System Logger,ti.sysbios.knl.Semaphore,ti.sysbios.knl.Semaphore,259469,8865216,2,,,,,,,
,148411479393,0,C64XP_0,"LM_post: sem: 0x8745c0, count: 3",Semaphore_LM_post,Unknown,,,8,SYSBIOS System Logger,ti.sysbios.knl.Semaphore,ti.sysbios.knl.Semaphore,259758,8865216,3,,,,,,,
,148411621825,0,C64XP_0,"LM_post: sem: 0x8745c0, count: 4",Semaphore_LM_post,Unknown,,,9,SYSBIOS System Logger,ti.sysbios.knl.Semaphore,ti.sysbios.knl.Semaphore,359463,8865216,4,,,,,,,
,148411622245,0,C64XP_0,"LM_post: sem: 0x8745c0, count: 5",Semaphore_LM_post,Unknown,,,10,SYSBIOS System Logger,ti.sysbios.knl.Semaphore,ti.sysbios.knl.Semaphore,359752,8865216,5,,,,,,,
,148411758402,0,C64XP_0,"LM_post: sem: 0x8745c0, count: 6",Semaphore_LM_post,Unknown,,,11,SYSBIOS System Logger,ti.sysbios.knl.Semaphore,ti.sysbios.knl.Semaphore,455063,8865216,6,,,,,,,
,148411758813,0,C64XP_0,"LM_post: sem: 0x8745c0, count: 7",Semaphore_LM_post,Unknown,,,12,SYSBIOS System Logger,ti.sysbios.knl.Semaphore,ti.sysbios.knl.Semaphore,455352,8865216,7,,,,,,,
,152366303113,0,C64XP_5,"LD_ready: tsk: 0x8746b8, func: 0x29bd80, pri: 5",Task_LD_ready,Unknown,,,1,SYSBIOS System Logger,ti.sysbios.knl.Task,ti.sysbios.knl.Task,29974,8865464,2735488,5,0,,,,,
,152366308556,0,C64XP_5,"LD_ready: tsk: 0x874700, func: 0x2a2e20, pri: 0",Task_LD_ready,Unknown,,,2,SYSBIOS System Logger,ti.sysbios.knl.Task,ti.sysbios.knl.Task,33783,8865536,2764320,0,0,,,,,
,152366313922,0,C64XP_5,"LD_ready: tsk: 0x874748, func: 0x24cb14, pri: 1",Task_LD_ready,Unknown,,,3,SYSBIOS System Logger,ti.sysbios.knl.Task,ti.sysbios.knl.Task,37541,8865608,2411284,1,0,,,,,
,152366523330,0,C64XP_5,"LM_post: sem: 0x8745c0, count: 0",Semaphore_LM_post,Unknown,,,4,SYSBIOS System Logger,ti.sysbios.knl.Semaphore,ti.sysbios.knl.Semaphore,184124,8865216,0,,,,,,,
,152366642482,0,C64XP_5,"LM_post: sem: 0x8745c0, count: 1",Semaphore_LM_post,Unknown,,,5,SYSBIOS System Logger,ti.sysbios.knl.Semaphore,ti.sysbios.knl.Semaphore,267532,8865216,1,,,,,,,
,152366761307,0,C64XP_5,"LM_post: sem: 0x8745c0, count: 2",Semaphore_LM_post,Unknown,,,6,SYSBIOS System Logger,ti.sysbios.knl.Semaphore,ti.sysbios.knl.Semaphore,350708,8865216,2,,,,,,,
,152366880047,0,C64XP_5,"LM_post: sem: 0x8745c0, count: 3",Semaphore_LM_post,Unknown,,,7,SYSBIOS System Logger,ti.sysbios.knl.Semaphore,ti.sysbios.knl.Semaphore,433828,8865216,3,,,,,,,
,152366998556,0,C64XP_5,"LM_post: sem: 0x8745c0, count: 4",Semaphore_LM_post,Unknown,,,8,SYSBIOS System Logger,ti.sysbios.knl.Semaphore,ti.sysbios.knl.Semaphore,516782,8865216,4,,,,,,,
,152367011482,0,C64XP_5,"LD_ready: tsk: 0x854950, func: 0x248364, pri: 1",Task_LD_ready,Unknown,,,9,SYSBIOS System Logger,ti.sysbios.knl.Task,ti.sysbios.knl.Task,525830,8735056,2392932,1,0,,,,,
,152367018853,0,C64XP_5,"LM_switch: oldtsk: 0x0, oldfunc: 0x0, newtsk: 0x8746b8, newfunc: 0x29bd80",CtxChg,TSK,ti_ndk_config_Global_stackThread(),,10,SYSBIOS System Logger,_ti.uia.events.UIAThreadCtx,ti.sysbios.knl.Task,530992,0,0,8865464,2735488,,,,,
,152367019727,0,C64XP_5,"LD_exit: tsk: 0x8746b8, func: 0x29bd80",Task_LD_exit,Unknown,,,11,SYSBIOS System Logger,ti.sysbios.knl.Task,ti.sysbios.knl.Task,531603,8865464,2735488,,,,,,,
,152367020104,0,C64XP_5,"LD_block: tsk: 0x8746b8, func: 0x29bd80",Task_LD_block,Unknown,,,12,SYSBIOS System Logger,ti.sysbios.knl.Task,ti.sysbios.knl.Task,531868,8865464,2735488,,,,,,,
,152367021313,0,C64XP_5,"LM_switch: oldtsk: 0x8746b8, oldfunc: 0x29bd80, newtsk: 0x874748, newfunc: 0x24cb14",CtxChg,TSK,ti_uia_sysbios_IpcMP_transferAgentFxn__E(),,13,SYSBIOS System Logger,_ti.uia.events.UIAThreadCtx,ti.sysbios.knl.Task,532713,8865464,2735488,8865608,2411284,,,,,
,152367021904,0,C64XP_5,"LM_pend: sem: 0x8745c0, count: 5, timeout: -1",Semaphore_LM_pend,Unknown,,,14,SYSBIOS System Logger,ti.sysbios.knl.Semaphore,ti.sysbios.knl.Semaphore,533126,8865216,5,4294967295,0,,,,,
,152367027982,0,C64XP_5,"LM_post: sem: 0x852fa8, count: 0",Semaphore_LM_post,Unknown,,,15,SYSBIOS System Logger,ti.sysbios.knl.Semaphore,ti.sysbios.knl.Semaphore,537380,8728488,0,,,,,,,
,152367033167,0,C64XP_5,"LM_post: sem: 0x852fa8, count: 1",Semaphore_LM_post,Unknown,,,16,SYSBIOS System Logger,ti.sysbios.knl.Semaphore,ti.sysbios.knl.Semaphore,541010,8728488,1,,,,,,,
,152367038636,0,C64XP_5,"LM_post: sem: 0x852f08, count: 0",Semaphore_LM_post,Unknown,,,17,SYSBIOS System Logger,ti.sysbios.knl.Semaphore,ti.sysbios.knl.Semaphore,544842,8728328,0,,,,,,,
,152367043762,0,C64XP_5,"LM_post: sem: 0x852f08, count: 1",Semaphore_LM_post,Unknown,,,18,SYSBIOS System Logger,ti.sysbios.knl.Semaphore,ti.sysbios.knl.Semaphore,548428,8728328,1,,,,,,,
,152367045956,0,C64XP_5,"LM_pend: sem: 0x8535c8, count: 1, timeout: -1",Semaphore_LM_pend,Unknown,,,19,SYSBIOS System Logger,ti.sysbios.knl.Semaphore,ti.sysbios.knl.Semaphore,549961,8730056,1,4294967295,0,,,,,
,152367050850,0,C64XP_5,"LM_pend: sem: 0x8535b0, count: 0, timeout: -1",Semaphore_LM_pend,Unknown,,,20,SYSBIOS System Logger,ti.sysbios.knl.Semaphore,ti.sysbios.knl.Semaphore,553390,8730032,0,4294967295,0,,,,,
,152367051339,0,C64XP_5,"LD_block: tsk: 0x874748, func: 0x24cb14",Task_LD_block,Unknown,,,21,SYSBIOS System Logger,ti.sysbios.knl.Task,ti.sysbios.knl.Task,553734,8865608,2411284,,,,,,,
,152367052367,0,C64XP_5,"LM_switch: oldtsk: 0x874748, oldfunc: 0x24cb14, newtsk: 0x854950, newfunc: 0x248364",CtxChg,TSK,tsk1_func(),,22,SYSBIOS System Logger,_ti.uia.events.UIAThreadCtx,ti.sysbios.knl.Task,554450,8865608,2411284,8735056,2392932,,,,,
,152367053010,0,C64XP_5,tsk1_func,printf,Unknown,,,1,Main Logger,,xdc.runtime.Main,554902,8961613,,,,,,,,
6,152367053430,0,C64XP_5,Start: Tsk Header 1,Start,Tsk,Tsk,,2,Main Logger,ti.uia.events.UIABenchmark,xdc.runtime.Main,555196,8961623,1,,,,,,,
6,152367053782,0,C64XP_5,Stop: Tsk Header 1,Stop,Tsk,Tsk,,3,Main Logger,ti.uia.events.UIABenchmark,xdc.runtime.Main,555441,8961623,1,,,,,,,
,152367055247,0,C64XP_5,"LM_pend: sem: 0x8535c8, count: 0, timeout: -1",Semaphore_LM_pend,Unknown,,,23,SYSBIOS System Logger,ti.sysbios.knl.Semaphore,ti.sysbios.knl.Semaphore,556469,8730056,0,4294967295,0,,,,,
,152367055719,0,C64XP_5,"LD_block: tsk: 0x854950, func: 0x248364",Task_LD_block,Unknown,,,24,SYSBIOS System Logger,ti.sysbios.knl.Task,ti.sysbios.knl.Task,556798,8735056,2392932,,,,,,,
,152367056567,0,C64XP_5,"LM_switch: oldtsk: 0x854950, oldfunc: 0x248364, newtsk: 0x874700, newfunc: 0x2a2e20",CtxChg,TSK,TSK_idle,,25,SYSBIOS System Logger,_ti.uia.events.UIAThreadCtx,ti.sysbios.knl.Task,557394,8735056,2392932,8865536,2764320,,,,,
,152467019636,0,C64XP_5,"LM_post: event: 0x8745a0, currEvents: 0x0, eventId: 0x1",Event_LM_post,Unknown,,,26,SYSBIOS System Logger,ti.sysbios.knl.Event,ti.sysbios.knl.Event,70531540,8865184,0,1,0,,,,,
,152567019717,0,C64XP_5,"LM_post: event: 0x8745a0, currEvents: 0x1, eventId: 0x1",Event_LM_post,Unknown,,,27,SYSBIOS System Logger,ti.sysbios.knl.Event,ti.sysbios.knl.Event,140531594,8865184,1,1,0,,,,,
,152656580355,0,C64XP_1,"LM_post: sem: 0x8745c0, count: 4",Semaphore_LM_post,Unknown,,,8,SYSBIOS System Logger,ti.sysbios.knl.Semaphore,ti.sysbios.knl.Semaphore,106656474226,8865216,4,,,,,,,
,152656642618,0,C64XP_1,"LD_ready: tsk: 0x854950, func: 0x248364, pri: 1",Task_LD_ready,Unknown,,,9,SYSBIOS System Logger,ti.sysbios.knl.Task,ti.sysbios.knl.Task,106656517810,8735056,2392932,1,0,,,,,
,152656649989,0,C64XP_1,"LM_switch: oldtsk: 0x0, oldfunc: 0x0, newtsk: 0x8746b8, newfunc: 0x29bd80",CtxChg,TSK,ti_ndk_config_Global_stackThread(),,10,SYSBIOS System Logger,_ti.uia.events.UIAThreadCtx,ti.sysbios.knl.Task,106656522969,0,0,8865464,2735488,,,,,
,152656650863,0,C64XP_1,"LD_exit: tsk: 0x8746b8, func: 0x29bd80",Task_LD_exit,Unknown,,,11,SYSBIOS System Logger,ti.sysbios.knl.Task,ti.sysbios.knl.Task,106656523580,8865464,2735488,,,,,,,
,152656651240,0,C64XP_1,"LD_block: tsk: 0x8746b8, func: 0x29bd80",Task_LD_block,Unknown,,,12,SYSBIOS System Logger,ti.sysbios.knl.Task,ti.sysbios.knl.Task,106656523845,8865464,2735488,,,,,,,
,152656652449,0,C64XP_1,"LM_switch: oldtsk: 0x8746b8, oldfunc: 0x29bd80, newtsk: 0x874748, newfunc: 0x24cb14",CtxChg,TSK,ti_uia_sysbios_IpcMP_transferAgentFxn__E(),,13,SYSBIOS System Logger,_ti.uia.events.UIAThreadCtx,ti.sysbios.knl.Task,106656524690,8865464,2735488,8865608,2411284,,,,,
,152656653032,0,C64XP_1,"LM_pend: sem: 0x8745c0, count: 5, timeout: -1",Semaphore_LM_pend,Unknown,,,14,SYSBIOS System Logger,ti.sysbios.knl.Semaphore,ti.sysbios.knl.Semaphore,106656525103,8865216,5,4294967295,0,,,,,
,152656658998,0,C64XP_1,"LM_post: sem: 0x852fa8, count: 0",Semaphore_LM_post,Unknown,,,15,SYSBIOS System Logger,ti.sysbios.knl.Semaphore,ti.sysbios.knl.Semaphore,106656529279,8728488,0,,,,,,,
,152656664183,0,C64XP_1,"LM_post: sem: 0x852fa8, count: 1",Semaphore_LM_post,Unknown,,,16,SYSBIOS System Logger,ti.sysbios.knl.Semaphore,ti.sysbios.knl.Semaphore,106656532909,8728488,1,,,,,,,
,152656669660,0,C64XP_1,"LM_post: sem: 0x852f08, count: 0",Semaphore_LM_post,Unknown,,,17,SYSBIOS System Logger,ti.sysbios.knl.Semaphore,ti.sysbios.knl.Semaphore,106656536741,8728328,0,,,,,,,
,152656674786,0,C64XP_1,"LM_post: sem: 0x852f08, count: 1",Semaphore_LM_post,Unknown,,,18,SYSBIOS System Logger,ti.sysbios.knl.Semaphore,ti.sysbios.knl.Semaphore,106656540327,8728328,1,,,,,,,
,152656676972,0,C64XP_1,"LM_pend: sem: 0x8535c8, count: 1, timeout: -1",Semaphore_LM_pend,Unknown,,,19,SYSBIOS System Logger,ti.sysbios.knl.Semaphore,ti.sysbios.knl.Semaphore,106656541860,8730056,1,4294967295,0,,,,,
,152656681875,0,C64XP_1,"LM_pend: sem: 0x8535b0, count: 0, timeout: -1",Semaphore_LM_pend,Unknown,,,20,SYSBIOS System Logger,ti.sysbios.knl.Semaphore,ti.sysbios.knl.Semaphore,106656545289,8730032,0,4294967295,0,,,,,
,152656682363,0,C64XP_1,"LD_block: tsk: 0x874748, func: 0x24cb14",Task_LD_block,Unknown,,,21,SYSBIOS System Logger,ti.sysbios.knl.Task,ti.sysbios.knl.Task,106656545633,8865608,2411284,,,,,,,
,152656683383,0,C64XP_1,"LM_switch: oldtsk: 0x874748, oldfunc: 0x24cb14, newtsk: 0x854950, newfunc: 0x248364",CtxChg,TSK,tsk1_func(),,22,SYSBIOS System Logger,_ti.uia.events.UIAThreadCtx,ti.sysbios.knl.Task,106656546349,8865608,2411284,8735056,2392932,,,,,
,152656684035,0,C64XP_1,tsk1_func,printf,Unknown,,,1,Main Logger,,xdc.runtime.Main,106656546801,8961613,,,,,,,,
6,152656684455,0,C64XP_1,Start: Tsk Header 1,Start,Tsk,Tsk,,2,Main Logger,ti.uia.events.UIABenchmark,xdc.runtime.Main,106656547095,8961623,1,,,,,,,
6,152656684806,0,C64XP_1,Stop: Tsk Header 1,Stop,Tsk,Tsk,,3,Main Logger,ti.uia.events.UIABenchmark,xdc.runtime.Main,106656547340,8961623,1,,,,,,,
,152656686272,0,C64XP_1,"LM_pend: sem: 0x8535c8, count: 0, timeout: -1",Semaphore_LM_pend,Unknown,,,23,SYSBIOS System Logger,ti.sysbios.knl.Semaphore,ti.sysbios.knl.Semaphore,106656548368,8730056,0,4294967295,0,,,,,
,152656686743,0,C64XP_1,"LD_block: tsk: 0x854950, func: 0x248364",Task_LD_block,Unknown,,,24,SYSBIOS System Logger,ti.sysbios.knl.Task,ti.sysbios.knl.Task,106656548697,8735056,2392932,,,,,,,
,152656687592,0,C64XP_1,"LM_switch: oldtsk: 0x854950, oldfunc: 0x248364, newtsk: 0x874700, newfunc: 0x2a2e20",CtxChg,TSK,TSK_idle,,25,SYSBIOS System Logger,_ti.uia.events.UIAThreadCtx,ti.sysbios.knl.Task,106656549293,8735056,2392932,8865536,2764320,,,,,
,152656689083,0,C64XP_1,"LM_pend: sem: 0x874b9c, count: 1, timeout: -1",Semaphore_LM_pend,Unknown,,,26,SYSBIOS System Logger,ti.sysbios.knl.Semaphore,ti.sysbios.knl.Semaphore,106656550337,8866716,1,4294967295,0,,,,,
,152656690138,0,C64XP_1,"LM_post: sem: 0x874b9c, count: 0",Semaphore_LM_post,Unknown,,,27,SYSBIOS System Logger,ti.sysbios.knl.Semaphore,ti.sysbios.knl.Semaphore,106656551074,8866716,0,,,,,,,
,152656690909,0,C64XP_1,"LM_pend: sem: 0x874b9c, count: 1, timeout: -1",Semaphore_LM_pend,Unknown,,,28,SYSBIOS System Logger,ti.sysbios.knl.Semaphore,ti.sysbios.knl.Semaphore,106656551617,8866716,1,4294967295,0,,,,,
,152656691406,0,C64XP_1,"LS_taskLoad: 0x8746b8,-717658007,-717661119,0x29bd80",Load,TSK,ti_ndk_config_Global_stackThread(),100.00,1,Load Logger,ti.sysbios.utils.Load,ti.sysbios.utils.Load,106656551960,8865464,3577309289,3577306177,2735488,,,,,
,152656691749,0,C64XP_1,"LS_taskLoad: 0x874700,832,-717665048,0x2a2e20",Load,TSK,TSK_idle,0.00,2,Load Logger,ti.sysbios.utils.Load,ti.sysbios.utils.Load,106656552203,8865536,832,3577302248,2764320,,,,,
,152656692100,0,C64XP_1,"LS_taskLoad: 0x874748,21727,-717668728,0x24cb14",Load,TSK,ti_uia_sysbios_IpcMP_transferAgentFxn__E(),0.00,3,Load Logger,ti.sysbios.utils.Load,ti.sysbios.utils.Load,106656552447,8865608,21727,3577298568,2411284,,,,,
,152656692443,0,C64XP_1,"LS_taskLoad: 0x854950,2969,33620,0x248364",Load,TSK,tsk1_func(),8.83,4,Load Logger,ti.sysbios.utils.Load,ti.sysbios.utils.Load,106656552690,8735056,2969,33620,2392932,,,,,
,152656692786,0,C64XP_1,"LM_post: sem: 0x874b9c, count: 0",Semaphore_LM_post,Unknown,,,29,SYSBIOS System Logger,ti.sysbios.knl.Semaphore,ti.sysbios.knl.Semaphore,106656552929,8866716,0,,,,,,,
,152656693146,0,C64XP_1,LS_cpuLoad: 0%,Load,CPU,CPU,0.00,5,Load Logger,ti.sysbios.utils.Load,ti.sysbios.utils.Load,106656553178,0,,,,,,,,
,152667020020,0,C64XP_5,"LM_post: event: 0x8745a0, currEvents: 0x1, eventId: 0x1",Event_LM_post,Unknown,,,28,SYSBIOS System Logger,ti.sysbios.knl.Event,ti.sysbios.knl.Event,210531810,8865184,1,1,0,,,,,
,152690939226,0,C64XP_2,tsk1_func,printf,Unknown,,,1,Main Logger,,xdc.runtime.Main,92673929811,8961613,,,,,,,,
6,152690939646,0,C64XP_2,Start: Tsk Header 1,Start,Tsk,Tsk,,2,Main Logger,ti.uia.events.UIABenchmark,xdc.runtime.Main,92673930105,8961623,1,,,,,,,
6,152690939998,0,C64XP_2,Stop: Tsk Header 1,Stop,Tsk,Tsk,,3,Main Logger,ti.uia.events.UIABenchmark,xdc.runtime.Main,92673930350,8961623,1,,,,,,,
,152690946598,0,C64XP_2,"LS_taskLoad: 0x8746b8,-1815373109,-1815376227,0x29bd80",Load,TSK,ti_ndk_config_Global_stackThread(),100.00,1,Load Logger,ti.sysbios.utils.Load,ti.sysbios.utils.Load,92673934970,8865464,2479594187,2479591069,2735488,,,,,
,152690946941,0,C64XP_2,"LS_taskLoad: 0x874700,832,-1815380156,0x2a2e20",Load,TSK,TSK_idle,0.00,2,Load Logger,ti.sysbios.utils.Load,ti.sysbios.utils.Load,92673935213,8865536,832,2479587140,2764320,,,,,
,152690947292,0,C64XP_2,"LS_taskLoad: 0x874748,21727,-1815383836,0x24cb14",Load,TSK,ti_uia_sysbios_IpcMP_transferAgentFxn__E(),0.00,3,Load Logger,ti.sysbios.utils.Load,ti.sysbios.utils.Load,92673935457,8865608,21727,2479583460,2411284,,,,,
,152690947635,0,C64XP_2,"LS_taskLoad: 0x854950,2969,33620,0x248364",Load,TSK,tsk1_func(),8.83,4,Load Logger,ti.sysbios.utils.Load,ti.sysbios.utils.Load,92673935700,8735056,2969,33620,2392932,,,,,
