Type:uinteger,Time:ulong,Error:uinteger,Master:string,Message:string,Event:string,EventClass:string,Data1:string,Data2:string,SeqNo:ulong,Logger:string,Module:string,Domain:string,Local Time:ulong,Arg1:uinteger,Arg2:uinteger,Arg3:uinteger,Arg4:uinteger,Arg5:uinteger,Arg6:uinteger,Arg7:uinteger,Arg8:uinteger,Block Arg,
,535613566594,0,C64XP_B,"LM_switch: oldtsk: 0x874708, oldfunc: 0x2ab720, newtsk: 0x854950, newfunc: 0x248544",CtxChg,TSK,tsk1_func(),,25424,SYSBIOS System Logger,_ti.uia.events.UIAThreadCtx,ti.sysbios.knl.Task,105240798653,8865544,2799392,8735056,2393412,,,,,,
,535613567623,0,C64XP_B,Test UIA Logs,printf,Unknown,,,14581,Main Logger,,xdc.runtime.Main,105240799375,8963826,,,,,,,,,
6,535613567974,0,C64XP_B,Start: ABC ,Start,,ABC,,14582,Main Logger,ti.uia.events.UIABenchmark,xdc.runtime.Main,105240799624,8963840,,,,,,,,,
6,535613568317,0,C64XP_B,Stop: ABC ,Stop,,ABC,,14583,Main Logger,ti.uia.events.UIABenchmark,xdc.runtime.Main,105240799859,8963840,,,,,,,,,
6,535613568652,0,C64XP_B,Start: ABC Benchmark ,Start,,ABC Benchmark,,14584,Main Logger,ti.uia.events.UIABenchmark,xdc.runtime.Main,105240800094,8963844,,,,,,,,,
6,535613568986,0,C64XP_B,Stop: ABC Benchmark ,Stop,,ABC Benchmark,,14585,Main Logger,ti.uia.events.UIABenchmark,xdc.runtime.Main,105240800329,8963844,,,,,,,,,
lesPerGlobalTimerTick=6, GlobalTimerFreq [LSW=0x6f4312a, MSW=0x0]",UIASync_globalTimerFreq,Unknown,,,6,SyncLog,ti.uia.events.UIASync,ti.uia.runtime.LogSync,80626409438,3,6,116666666,0,,,,,,
6,,0,C64XP_B,"Sync Point:  SerialNumber=0x2, CpuTStamp [LSW=0xb6f22c72, MSW=0x12], GlobalTStamp [LSW=0x959b8417, MSW=0xd], CpuCyclesPerCpuTimerTick=1, CpuFreq [LSW=0x29b92700, MSW=0x0]",UIASync_syncPoint,Unknown,,,3,SyncLog,ti.uia.events.UIASync,ti.uia.runtime.LogSync,80378736044,2,3069324402,18,2509997079,13,1,700000000,0,,
6,,0,C64XP_B,"Sync Point Global Timer Freq:  SerialNumber=0x2, CpuCyclesPerGlobalTimerTick=6, GlobalTimerFreq [LSW=0x6f4312a, MSW=0x0]",UIASync_globalTimerFreq,Unknown,,,4,SyncLog,ti.uia.events.UIASync,ti.uia.runtime.LogSync,80378736249,2,6,116666666,0,,,,,,
6,,0,C64XP_B,"Sync Point:  SerialNumber=0x3, CpuTStamp [LSW=0xf02f5fd4, MSW=0x12], GlobalTStamp [LSW=0x9f25b752, MSW=0xd], CpuCyclesPerCpuTimerTick=1, CpuFreq [LSW=0x29b92700, MSW=0x0]",UIASync_syncPoint,Unknown,,,5,SyncLog,ti.uia.events.UIASync,ti.uia.runtime.LogSync,81339048206,3,4029636564,18,2670049106,13,1,700000000,0,,
6,,0,C64XP_B,"Sync Point Global Timer Freq:  SerialNumber=0x3, CpuCyclesPerGlobalTimerTick=6, GlobalTimerFreq [LSW=0x6f4312a, MSW=0x0]",UIASync_globalTimerFreq,Unknown,,,6,SyncLog,ti.uia.events.UIASync,ti.uia.runtime.LogSync,81339048411,3,6,116666666,0,,,,,,
6,,0,C64XP_C,"Sync Point:  SerialNumber=0x2, CpuTStamp [LSW=0x7fe74eec, MSW=0x12], GlobalTStamp [LSW=0x959b8535, MSW=0xd], CpuCyclesPerCpuTimerTick=1, CpuFreq [LSW=0x29b92700, MSW=0x0]",UIASync_syncPoint,Unknown,,,3,SyncLog,ti.uia.events.UIASync,ti.uia.runtime.LogSync,79455277088,2,2145865452,18,2509997365,13,1,700000000,0,,
6,,0,C64XP_C,"Sync Point Global Timer Freq:  SerialNumber=0x2, CpuCyclesPerGlobalTimerTick=6, GlobalTimerFreq [LSW=0x6f4312a, MSW=0x0]",UIASync_globalTimerFreq,Unknown,,,4,SyncLog,ti.uia.events.UIASync,ti.uia.runtime.LogSync,79455277293,2,6,116666666,0,,,,,,
6,,0,C64XP_C,"Sync Point:  SerialNumber=0x3, CpuTStamp [LSW=0xb924a498, MSW=0x12], GlobalTStamp [LSW=0x9f25be27, MSW=0xd], CpuCyclesPerCpuTimerTick=1, CpuFreq [LSW=0x29b92700, MSW=0x0]",UIASync_syncPoint,Unknown,,,5,SyncLog,ti.uia.events.UIASync,ti.uia.runtime.LogSync,80415598030,3,3106186392,18,2670050855,13,1,700000000,0,,
6,,0,C64XP_C,"Sync Point Global Timer Freq:  SerialNumber=0x3, CpuCyclesPerGlobalTimerTick=6, GlobalTimerFreq [LSW=0x6f4312a, MSW=0x0]",UIASync_globalTimerFreq,Unknown,,,6,SyncLog,ti.uia.events.UIASync,ti.uia.runtime.LogSync,80415598235,3,6,116666666,0,,,,,,
6,,0,C64XP_D,"Sync Point:  SerialNumber=0x2, CpuTStamp [LSW=0x49407ddd, MSW=0x12], GlobalTStamp [LSW=0x959b945e, MSW=0xd], CpuCyclesPerCpuTimerTick=1, CpuFreq [LSW=0x29b92700, MSW=0x0]",UIASync_syncPoint,Unknown,,,3,SyncLog,ti.uia.events.UIASync,ti.uia.runtime.LogSync,78538374929,2,1228963293,18,2510001246,13,1,700000000,0,,
6,,0,C64XP_D,"Sync Point Global Timer Freq:  SerialNumber=0x2, CpuCyclesPerGlobalTimerTick=6, GlobalTimerFreq [LSW=0x6f4312a, MSW=0x0]",UIASync_globalTimerFreq,Unknown,,,4,SyncLog,ti.uia.events.UIASync,ti.uia.runtime.LogSync,78538375134,2,6,116666666,0,,,,,,
6,,0,C64XP_D,"Sync Point:  SerialNumber=0x3, CpuTStamp [LSW=0x827d9fc3, MSW=0x12], GlobalTStamp [LSW=0x9f25c4af, MSW=0xd], CpuCyclesPerCpuTimerTick=1, CpuFreq [LSW=0x29b92700, MSW=0x0]",UIASync_syncPoint,Unknown,,,5,SyncLog,ti.uia.events.UIASync,ti.uia.runtime.LogSync,79498682617,3,2189270979,18,2670052527,13,1,700000000,0,,
6,,0,C64XP_D,"Sync Point Global Timer Freq:  SerialNumber=0x3, CpuCyclesPerGlobalTimerTick=6, GlobalTimerFreq [LSW=0x6f4312a, MSW=0x0]",UIASync_globalTimerFreq,Unknown,,,6,SyncLog,ti.uia.events.UIASync,ti.uia.runtime.LogSync,79498682822,3,6,116666666,0,,,,,,
6,,0,C64XP_E,"Sync Point:  SerialNumber=0x2, CpuTStamp [LSW=0xf4495df, MSW=0x12], GlobalTStamp [LSW=0x95d238ca, MSW=0xd], CpuCyclesPerCpuTimerTick=1, CpuFreq [LSW=0x29b92700, MSW=0x0]",UIASync_syncPoint,Unknown,,,3,SyncLog,ti.uia.events.UIASync,ti.uia.runtime.LogSync,77565564691,2,256153055,18,2513582282,13,1,700000000,0,,
6,,0,C64XP_E,"Sync Point Global Timer Freq:  SerialNumber=0x2, CpuCyclesPerGlobalTimerTick=6, GlobalTimerFreq [LSW=0x6f4312a, MSW=0x0]",UIASync_globalTimerFreq,Unknown,,,4,SyncLog,ti.uia.events.UIASync,ti.uia.runtime.LogSync,77565564896,2,6,116666666,0,,,,,,
6,,0,C64XP_E,"Sync Point:  SerialNumber=0x3, CpuTStamp [LSW=0x47c21bf1, MSW=0x12], GlobalTStamp [LSW=0x9f3c79cd, MSW=0xd], CpuCyclesPerCpuTimerTick=1, CpuFreq [LSW=0x29b92700, MSW=0x0]",UIASync_syncPoint,Unknown,,,5,SyncLog,ti.uia.events.UIASync,ti.uia.runtime.LogSync,78513315129,3,1203903473,18,2671540685,13,1,700000000,0,,
6,,0,C64XP_E,"Sync Point Global Timer Freq:  SerialNumber=0x3, CpuCyclesPerGlobalTimerTick=6, GlobalTimerFreq [LSW=0x6f4312a, MSW=0x0]",UIASync_globalTimerFreq,Unknown,,,6,SyncLog,ti.uia.events.UIASync,ti.uia.runtime.LogSync,78513315334,3,6,116666666,0,,,,,,
6,,0,C64XP_F,"Sync Point:  SerialNumber=0x2, CpuTStamp [LSW=0xea61fe5b, MSW=0x11], GlobalTStamp [LSW=0x959bbe52, MSW=0xd], CpuCyclesPerCpuTimerTick=1, CpuFreq [LSW=0x29b92700, MSW=0x0]",UIASync_syncPoint,Unknown,,,3,SyncLog,ti.uia.events.UIASync,ti.uia.runtime.LogSync,76946734993,2,3932290651,17,2510011986,13,1,700000000,0,,
6,,0,C64XP_F,"Sync Point Global Timer Freq:  SerialNumber=0x2, CpuCyclesPerGlobalTimerTick=6, GlobalTimerFreq [LSW=0x6f4312a, MSW=0x0]",UIASync_globalTimerFreq,Unknown,,,4,SyncLog,ti.uia.events.UIASync,ti.uia.runtime.LogSync,76946735198,2,6,116666666,0,,,,,,
6,,0,C64XP_F,"Sync Point:  SerialNumber=0x3, CpuTStamp [LSW=0x239f1e3d, MSW=0x12], GlobalTStamp [LSW=0x9f25ee4d, MSW=0xd], CpuCyclesPerCpuTimerTick=1, CpuFreq [LSW=0x29b92700, MSW=0x0]",UIASync_syncPoint,Unknown,,,5,SyncLog,ti.uia.events.UIASync,ti.uia.runtime.LogSync,77907042163,3,597630525,18,2670063181,13,1,700000000,0,,
6,,0,C64XP_F,"Sync Point Global Timer Freq:  SerialNumber=0x3, CpuCyclesPerGlobalTimerTick=6, GlobalTimerFreq [LSW=0x6f4312a, MSW=0x0]",UIASync_globalTimerFreq,Unknown,,,6,SyncLog,ti.uia.events.UIASync,ti.uia.runtime.LogSync,77907042368,3,6,116666666,0,,,,,,
,500007426345,0,C64XP_D,"LM_pend: event: 0x8745a8, currEvents: 0x0, andMask: 0x0, orMask: 0x7, timeout: -1",Event_LM_pend,Unknown,,,18647,SYSBIOS System Logger,ti.sysbios.knl.Event,ti.sysbios.knl.Event,78476114499,8865192,0,0,7,4294967295,0,0,0,,
,500007427048,0,C64XP_D,"LD_block: tsk: 0x874750, func: 0x24cc20",Task_LD_block,Unknown,ti_uia_sysbios_IpcMP_transferAgentFxn__E(),,18648,SYSBIOS System Logger,ti.sysbios.knl.Task,ti.sysbios.knl.Task,78476114987,8865616,2411552,,,,,,,,
,500007428145,0,C64XP_D,"LM_switch: oldtsk: 0x874750, oldfunc: 0x24cc20, newtsk: 0x874708, newfunc: 0x2ab720",CtxChg,TSK,TSK_idle,,18649,SYSBIOS System Logger,_ti.uia.events.UIAThreadCtx,ti.sysbios.knl.Task,78476115756,8865616,2411552,8865544,2799392,,,,,,
,500007475991,0,C64XP_D,"LM_post: sem: 0x852f08, count: 1",Semaphore_LM_post,Unknown,,,18650,SYSBIOS System Logger,ti.sysbios.knl.Semaphore,ti.sysbios.knl.Semaphore,78476149249,8728328,1,,,,,,,,
,500007501225,0,C64XP_D,"LM_post: sem: 0x852f08, count: 1",Semaphore_LM_post,Unknown,,,18651,SYSBIOS System Logger,ti.sysbios.knl.Semaphore,ti.sysbios.knl.Semaphore,78476166915,8728328,1,,,,,,,,
,500013099054,0,C64XP_D,"LM_post: sem: 0x855b18, count: 0",Semaphore_LM_post,Unknown,,,18652,SYSBIOS System Logger,ti.sysbios.knl.Semaphore,ti.sysbios.knl.Semaphore,78480085391,8739608,0,,,,,,,,
,500013099602,0,C64XP_D,"LD_ready: tsk: 0x854950, func: 0x248544, pri: 1",Task_LD_ready,Unknown,tsk1_func(),,18653,SYSBIOS System Logger,ti.sysbios.knl.Task,ti.sysbios.knl.Task,78480085775,8735056,2393412,1,0,,,,,,
,500013103031,0,C64XP_D,"LM_switch: oldtsk: 0x874708, oldfunc: 0x2ab720, newtsk: 0x854950, newfunc: 0x248544",CtxChg,TSK,tsk1_func(),,18654,SYSBIOS System Logger,_ti.uia.events.UIAThreadCtx,ti.sysbios.knl.Task,78480088174,8865544,2799392,8735056,2393412,,,,,,
6,500013104085,0,C64XP_D,Start: Math Oprns: ,Start,,Math Oprns:,,10973,Main Logger,ti.uia.events.UIABenchmark,xdc.runtime.Main,78480088912,8964178,,,,,,,,,
6,500013104574,0,C64XP_D,"StartInstanceWithAdrs: task=0x854950, fnAdrs=0x24ae00:",Start,FUNC,matmult().854950,matmult(),10974,Main Logger,ti.uia.events.UIABenchmark,xdc.runtime.Main,78480089259,8963548,8735056,2403840,0,,,,,,
6,500020759674,0,C64XP_D,"StopInstanceWithAdrs: task=0x854950, fnAdrs=0x24ae00:",Stop,FUNC,matmult().854950,matmult(),10975,Main Logger,ti.uia.events.UIABenchmark,xdc.runtime.Main,78485447827,8963548,8735056,2403840,0,,,,,,
6,500020760120,0,C64XP_D,"StartInstanceWithAdrs: task=0x854950, fnAdrs=0x24ab0c:",Start,FUNC,exponentialFunction().854950,exponentialFunction(),10976,Main Logger,ti.uia.events.UIABenchmark,xdc.runtime.Main,78485448138,8963548,8735056,2403084,0,,,,,,
6,500020760497,0,C64XP_D,"VALUE=900 (AuxData=0, 0) Key:Terms",UIAEvt_intWithKey,Unknown,Terms,900,10977,Main Logger,ti.uia.events.UIAEvt,xdc.runtime.Main,78485448402,900,0,0,8964200,,,,,,
6,500021024565,0,C64XP_D,"StopInstanceWithAdrs: task=0x854950, fnAdrs=0x24ab0c:",Stop,FUNC,exponentialFunction().854950,exponentialFunction(),10978,Main Logger,ti.uia.events.UIABenchmark,xdc.runtime.Main,78485633252,8963548,8735056,2403084,0,,,,,,
6,500021025054,0,C64XP_D,Stop: Math Oprns: ,Stop,,Math Oprns:,,10979,Main Logger,ti.uia.events.UIABenchmark,xdc.runtime.Main,78485633592,8964178,,,,,,,,,
,500021033925,0,C64XP_D,"LM_pend: sem: 0x855b18, count: 0, timeout: -1",Semaphore_LM_pend,Unknown,,,18655,SYSBIOS System Logger,ti.sysbios.knl.Semaphore,ti.sysbios.knl.Semaphore,78485639804,8739608,0,4294967295,0,,,,,,
,500021034491,0,C64XP_D,"LD_block: tsk: 0x854950, func: 0x248544",Task_LD_block,Unknown,tsk1_func(),,18656,SYSBIOS System Logger,ti.sysbios.knl.Task,ti.sysbios.knl.Task,78485640199,8735056,2393412,,,,,,,,
,500021035614,0,C64XP_D,"LM_switch: oldtsk: 0x854950, oldfunc: 0x248544, newtsk: 0x874708, newfunc: 0x2ab720",CtxChg,TSK,TSK_idle,,18657,SYSBIOS System Logger,_ti.uia.events.UIAThreadCtx,ti.sysbios.knl.Task,78485640982,8735056,2393412,8865544,2799392,,,,,,
,500027723574,0,C64XP_B,"LM_pend: event: 0x8745a8, currEvents: 0x0, andMask: 0x0, orMask: 0x7, timeout: -1",Event_LM_pend,Unknown,,,18823,SYSBIOS System Logger,ti.sysbios.knl.Event,ti.sysbios.knl.Event,80330708668,8865192,0,0,7,4294967295,0,0,0,,
,500027724303,0,C64XP_B,"LD_block: tsk: 0x874750, func: 0x24cc20",Task_LD_block,Unknown,ti_uia_sysbios_IpcMP_transferAgentFxn__E(),,18824,SYSBIOS System Logger,ti.sysbios.knl.Task,ti.sysbios.knl.Task,80330709178,8865616,2411552,,,,,,,,
,500027725400,0,C64XP_B,"LM_switch: oldtsk: 0x874750, oldfunc: 0x24cc20, newtsk: 0x874708, newfunc: 0x2ab720",CtxChg,TSK,TSK_idle,,18825,SYSBIOS System Logger,_ti.uia.events.UIAThreadCtx,ti.sysbios.knl.Task,80330709945,8865616,2411552,8865544,2799392,,,,,,
,500027772157,0,C64XP_B,"LM_post: sem: 0x852f08, count: 1",Semaphore_LM_post,Unknown,,,18826,SYSBIOS System Logger,ti.sysbios.knl.Semaphore,ti.sysbios.knl.Semaphore,80330742676,8728328,1,,,,,,,,
,500027798145,0,C64XP_B,"LM_post: sem: 0x852f08, count: 1",Semaphore_LM_post,Unknown,,,18827,SYSBIOS System Logger,ti.sysbios.knl.Semaphore,ti.sysbios.knl.Semaphore,80330760868,8728328,1,,,,,,,,
,500051966943,0,C64XP_E,"LM_pend: event: 0x8745a8, currEvents: 0x0, andMask: 0x0, orMask: 0x7, timeout: -1",Event_LM_pend,Unknown,,,18264,SYSBIOS System Logger,ti.sysbios.knl.Event,ti.sysbios.knl.Event,77512996461,8865192,0,0,7,4294967295,0,0,0,,
,500051967586,0,C64XP_E,"LD_block: tsk: 0x874750, func: 0x24cc20",Task_LD_block,Unknown,ti_uia_sysbios_IpcMP_transferAgentFxn__E(),,18265,SYSBIOS System Logger,ti.sysbios.knl.Task,ti.sysbios.knl.Task,77512996911,8865616,2411552,,,,,,,,
,500051968726,0,C64XP_E,"LM_switch: oldtsk: 0x874750, oldfunc: 0x24cc20, newtsk: 0x874708, newfunc: 0x2ab720",CtxChg,TSK,TSK_idle,,18266,SYSBIOS System Logger,_ti.uia.events.UIAThreadCtx,ti.sysbios.knl.Task,77512997706,8865616,2411552,8865544,2799392,,,,,,
,500052015260,0,C64XP_E,"LM_post: sem: 0x852f08, count: 1",Semaphore_LM_post,Unknown,,,18267,SYSBIOS System Logger,ti.sysbios.knl.Semaphore,ti.sysbios.knl.Semaphore,77513030285,8728328,1,,,,,,,,
,500052041111,0,C64XP_E,"LM_post: sem: 0x852f08, count: 1",Semaphore_LM_post,Unknown,,,18268,SYSBIOS System Logger,ti.sysbios.knl.Semaphore,ti.sysbios.knl.Semaphore,77513048379,8728328,1,,,,,,,,
,500062522880,0,C64XP_A,"LM_setPri: tsk: 0x874750, func: 0x24cc20, oldPri: 1, newPri 9",Task_LM_setPri,Unknown,,,19310,SYSBIOS System Logger,ti.sysbios.knl.Task,ti.sysbios.knl.Task,79642353271,8865616,2411552,1,9,,,,,,
,500062534906,0,C64XP_A,"LM_setPri: tsk: 0x874750, func: 0x24cc20, oldPri: 9, newPri 1",Task_LM_setPri,Unknown,,,19311,SYSBIOS System Logger,ti.sysbios.knl.Task,ti.sysbios.knl.Task,79642361691,8865616,2411552,9,1,,,,,,
,500062536106,0,C64XP_A,"LM_post: sem: 0x852f08, count: 1",Semaphore_LM_post,Unknown,,,19312,SYSBIOS System Logger,ti.sysbios.knl.Semaphore,ti.sysbios.knl.Semaphore,79642362527,8728328,1,,,,,,,,
,500062537657,0,C64XP_A,"LM_pend: event: 0x8745a8, currEvents: 0x0, andMask: 0x0, orMask: 0x7, timeout: -1",Event_LM_pend,Unknown,,,19313,SYSBIOS System Logger,ti.sysbios.knl.Event,ti.sysbios.knl.Event,79642363613,8865192,0,0,7,4294967295,0,0,0,,
,500062538326,0,C64XP_A,"LD_block: tsk: 0x874750, func: 0x24cc20",Task_LD_block,Unknown,ti_uia_sysbios_IpcMP_transferAgentFxn__E(),,19314,SYSBIOS System Logger,ti.sysbios.knl.Task,ti.sysbios.knl.Task,79642364083,8865616,2411552,,,,,,,,
,500062539603,0,C64XP_A,"LM_switch: oldtsk: 0x874750, oldfunc: 0x24cc20, newtsk: 0x874708, newfunc: 0x2ab720",CtxChg,TSK,TSK_idle,,19315,SYSBIOS System Logger,_ti.uia.events.UIAThreadCtx,ti.sysbios.knl.Task,79642364974,8865616,2411552,8865544,2799392,,,,,,
,500066224134,0,C64XP_C,"LM_pend: event: 0x8745a8, currEvents: 0x0, andMask: 0x0, orMask: 0x7, timeout: -1",Event_LM_pend,Unknown,,,18634,SYSBIOS System Logger,ti.sysbios.knl.Event,ti.sysbios.knl.Event,79434198396,8865192,0,0,7,4294967295,0,0,0,,
,500066224837,0,C64XP_C,"LD_block: tsk: 0x874750, func: 0x24cc20",Task_LD_block,Unknown,ti_uia_sysbios_IpcMP_transferAgentFxn__E(),,18635,SYSBIOS System Logger,ti.sysbios.knl.Task,ti.sysbios.knl.Task,79434198884,8865616,2411552,,,,,,,,
,500066225934,0,C64XP_C,"LM_switch: oldtsk: 0x874750, oldfunc: 0x24cc20, newtsk: 0x874708, newfunc: 0x2ab720",CtxChg,TSK,TSK_idle,,18636,SYSBIOS System Logger,_ti.uia.events.UIAThreadCtx,ti.sysbios.knl.Task,79434199655,8865616,2411552,8865544,2799392,,,,,,
,500066231180,0,C64XP_A,"LM_post: event: 0x8745a8, currEvents: 0x0, eventId: 0x2",Event_LM_post,Unknown,,,19316,SYSBIOS System Logger,ti.sysbios.knl.Event,ti.sysbios.knl.Event,79644949078,8865192,0,2,0,,,,,,
,500066231788,0,C64XP_A,"LD_ready: tsk: 0x874750, func: 0x24cc20, pri: 1",Task_LD_ready,Unknown,ti_uia_sysbios_IpcMP_transferAgentFxn__E(),,19317,SYSBIOS System Logger,ti.sysbios.knl.Task,ti.sysbios.knl.Task,79644949504,8865616,2411552,1,0,,,,,,
,500066237051,0,C64XP_A,"LM_post: event: 0x8745a8, currEvents: 0x0, eventId: 0x2",Event_LM_post,Unknown,,,19318,SYSBIOS System Logger,ti.sysbios.knl.Event,ti.sysbios.knl.Event,79644953188,8865192,0,2,0,,,,,,
,500066242897,0,C64XP_A,"LM_switch: oldtsk: 0x874708, oldfunc: 0x2ab720, newtsk: 0x874750, newfunc: 0x24cc20",CtxChg,TSK,ti_uia_sysbios_IpcMP_transferAgentFxn__E(),,19319,SYSBIOS System Logger,_ti.uia.events.UIAThreadCtx,ti.sysbios.knl.Task,79644957282,8865544,2799392,8865616,2411552,,,,,,
,500066244337,0,C64XP_A,"LM_setPri: tsk: 0x874750, func: 0x24cc20, oldPri: 1, newPri 9",Task_LM_setPri,Unknown,,,19320,SYSBIOS System Logger,ti.sysbios.knl.Task,ti.sysbios.knl.Task,79644958291,8865616,2411552,1,9,,,,,,
,500066258608,0,C64XP_A,"LM_setPri: tsk: 0x874750, func: 0x24cc20, oldPri: 9, newPri 1",Task_LM_setPri,Unknown,,,19321,SYSBIOS System Logger,ti.sysbios.knl.Task,ti.sysbios.knl.Task,79644968282,8865616,2411552,9,1,,,,,,
,500066269357,0,C64XP_A,"LM_setPri: tsk: 0x874750, func: 0x24cc20, oldPri: 1, newPri 9",Task_LM_setPri,Unknown,,,19322,SYSBIOS System Logger,ti.sysbios.knl.Task,ti.sysbios.knl.Task,79644975804,8865616,2411552,1,9,,,,,,
,500066276120,0,C64XP_C,"LM_post: sem: 0x852f08, count: 1",Semaphore_LM_post,Unknown,,,18637,SYSBIOS System Logger,ti.sysbios.knl.Semaphore,ti.sysbios.knl.Semaphore,79434234784,8728328,1,,,,,,,,
,500066281297,0,C64XP_A,"LM_setPri: tsk: 0x874750, func: 0x24cc20, oldPri: 9, newPri 1",Task_LM_setPri,Unknown,,,19323,SYSBIOS System Logger,ti.sysbios.knl.Task,ti.sysbios.knl.Task,79644984163,8865616,2411552,9,1,,,,,,
,500066294386,0,C64XP_A,"LM_pend: event: 0x8745a8, currEvents: 0x2, andMask: 0x0, orMask: 0x7, timeout: -1",Event_LM_pend,Unknown,,,19324,SYSBIOS System Logger,ti.sysbios.knl.Event,ti.sysbios.knl.Event,79644993323,8865192,2,0,7,4294967295,0,0,0,,
,500066295174,0,C64XP_A,"LM_pend: event: 0x8745a8, currEvents: 0x0, andMask: 0x0, orMask: 0x7, timeout: -1",Event_LM_pend,Unknown,,,19325,SYSBIOS System Logger,ti.sysbios.knl.Event,ti.sysbios.knl.Event,79644993877,8865192,0,0,7,4294967295,0,0,0,,
,500066295886,0,C64XP_A,"LD_block: tsk: 0x874750, func: 0x24cc20",Task_LD_block,Unknown,ti_uia_sysbios_IpcMP_transferAgentFxn__E(),,19326,SYSBIOS System Logger,ti.sysbios.knl.Task,ti.sysbios.knl.Task,79644994377,8865616,2411552,,,,,,,,
,500066297000,0,C64XP_A,"LM_switch: oldtsk: 0x874750, oldfunc: 0x24cc20, newtsk: 0x874708, newfunc: 0x2ab720",CtxChg,TSK,TSK_idle,,19327,SYSBIOS System Logger,_ti.uia.events.UIAThreadCtx,ti.sysbios.knl.Task,79644995156,8865616,2411552,8865544,2799392,,,,,,
,500066301140,0,C64XP_C,"LM_post: sem: 0x852f08, count: 1",Semaphore_LM_post,Unknown,,,18638,SYSBIOS System Logger,ti.sysbios.knl.Semaphore,ti.sysbios.knl.Semaphore,79434252298,8728328,1,,,,,,,,
,500069442766,0,C64XP_A,"LD_ready: tsk: 0x855260, func: 0x24820c, pri: 1",Task_LD_ready,Unknown,tsk0_func(),,19328,SYSBIOS System Logger,ti.sysbios.knl.Task,ti.sysbios.knl.Task,79647197190,8737376,2392588,1,0,,,,,,
,500069443888,0,C64XP_A,"LM_switch: oldtsk: 0x874708, oldfunc: 0x2ab720, newtsk: 0x855260, newfunc: 0x24820c",CtxChg,TSK,tsk0_func(),,19329,SYSBIOS System Logger,_ti.uia.events.UIAThreadCtx,ti.sysbios.knl.Task,79647197978,8865544,2799392,8737376,2392588,,,,,,
6,500069444908,0,C64XP_A,Start: tsk0_loop ,Start,,tsk0_loop,,3013,Main Logger,ti.uia.events.UIABenchmark,xdc.runtime.Main,79647198689,8963631,1503,,,,,,,,
,500069453694,0,C64XP_A,"LM_pend: sem: 0x8588f0, count: 0, timeout: -1",Semaphore_LM_pend,Unknown,,,19330,SYSBIOS System Logger,ti.sysbios.knl.Semaphore,ti.sysbios.knl.Semaphore,79647204842,8751344,0,4294967295,0,,,,,,
,500069454174,0,C64XP_A,"LD_block: tsk: 0x855260, func: 0x24820c",Task_LD_block,Unknown,tsk0_func(),,19331,SYSBIOS System Logger,ti.sysbios.knl.Task,ti.sysbios.knl.Task,79647205179,8737376,2392588,,,,,,,,
,500069455228,0,C64XP_A,"LM_switch: oldtsk: 0x855260, oldfunc: 0x24820c, newtsk: 0x874708, newfunc: 0x2ab720",CtxChg,TSK,TSK_idle,,19332,SYSBIOS System Logger,_ti.uia.events.UIAThreadCtx,ti.sysbios.knl.Task,79647205914,8737376,2392588,8865544,2799392,,,,,,
,500069460774,0,C64XP_B,"LM_post: sem: 0x855b18, count: 0",Semaphore_LM_post,Unknown,,,18828,SYSBIOS System Logger,ti.sysbios.knl.Semaphore,ti.sysbios.knl.Semaphore,80359924706,8739608,0,,,,,,,,
,500069461314,0,C64XP_B,"LD_ready: tsk: 0x854950, func: 0x248544, pri: 1",Task_LD_ready,Unknown,tsk1_func(),,18829,SYSBIOS System Logger,ti.sysbios.knl.Task,ti.sysbios.knl.Task,80359925088,8735056,2393412,1,0,,,,,,
,500069464743,0,C64XP_B,"LM_switch: oldtsk: 0x874708, oldfunc: 0x2ab720, newtsk: 0x854950, newfunc: 0x248544",CtxChg,TSK,tsk1_func(),,18830,SYSBIOS System Logger,_ti.uia.events.UIAThreadCtx,ti.sysbios.knl.Task,80359927487,8865544,2799392,8735056,2393412,,,,,,
6,500069465788,0,C64XP_B,Start: Math Oprns: ,Start,,Math Oprns:,,11002,Main Logger,ti.uia.events.UIABenchmark,xdc.runtime.Main,80359928215,8964178,,,,,,,,,
6,500069466260,0,C64XP_B,"StartInstanceWithAdrs: task=0x854950, fnAdrs=0x24ae00:",Start,FUNC,matmult().854950,matmult(),11003,Main Logger,ti.uia.events.UIABenchmark,xdc.runtime.Main,80359928546,8963548,8735056,2403840,0,,,,,,
6,500072079166,0,C64XP_B,"StopInstanceWithAdrs: task=0x854950, fnAdrs=0x24ae00:",Stop,FUNC,matmult().854950,matmult(),11004,Main Logger,ti.uia.events.UIABenchmark,xdc.runtime.Main,80361757584,8963548,8735056,2403840,0,,,,,,
6,500072079611,0,C64XP_B,"StartInstanceWithAdrs: task=0x854950, fnAdrs=0x24ab0c:",Start,FUNC,exponentialFunction().854950,exponentialFunction(),11005,Main Logger,ti.uia.events.UIABenchmark,xdc.runtime.Main,80361757895,8963548,8735056,2403084,0,,,,,,
6,500072079988,0,C64XP_B,"VALUE=850 (AuxData=0, 0) Key:Terms",UIAEvt_intWithKey,Unknown,Terms,850,11006,Main Logger,ti.uia.events.UIAEvt,xdc.runtime.Main,80361758159,850,0,0,8964200,,,,,,
