Type:uinteger,Time:ulong,Error:uinteger,Master:string,Message:string,Event:string,EventClass:string,Data1:string,Data2:string,SeqNo:ulong,Logger:string,Module:string,Domain:string,Local Time:ulong,Arg1:uinteger,Arg2:uinteger,Arg3:uinteger,Arg4:uinteger,Arg5:uinteger,Arg6:uinteger,Arg7:uinteger,Arg8:uinteger,Block Arg,
,501062445608,0,C64XP_A,"LM_post: sem: 0x856360, count: 0",Semaphore_LM_post,Unknown,,,19784,SYSBIOS System Logger,ti.sysbios.knl.Semaphore,ti.sysbios.knl.Semaphore,80342299181,8741728,0,,,,,,,,
,501062446123,0,C64XP_A,"LD_ready: tsk: 0x8746c0, func: 0x2a44a0, pri: 2",Task_LD_ready,Unknown,ti_ndk_config_Global_stackThread(),,19785,SYSBIOS System Logger,ti.sysbios.knl.Task,ti.sysbios.knl.Task,80342299540,8865472,2770080,2,0,,,,,,
,501062446783,0,C64XP_A,"LM_post: event: 0x8745a8, currEvents: 0x0, eventId: 0x1",Event_LM_post,Unknown,,,19786,SYSBIOS System Logger,ti.sysbios.knl.Event,ti.sysbios.knl.Event,80342300002,8865192,0,1,0,,,,,,
,501062447314,0,C64XP_A,"LD_ready: tsk: 0x874750, func: 0x24cc20, pri: 1",Task_LD_ready,Unknown,ti_uia_sysbios_IpcMP_transferAgentFxn__E(),,19787,SYSBIOS System Logger,ti.sysbios.knl.Task,ti.sysbios.knl.Task,80342300377,8865616,2411552,1,0,,,,,,
,501062448617,0,C64XP_A,"LM_switch: oldtsk: 0x874708, oldfunc: 0x2ab720, newtsk: 0x8746c0, newfunc: 0x2a44a0",CtxChg,TSK,ti_ndk_config_Global_stackThread(),,19788,SYSBIOS System Logger,_ti.uia.events.UIAThreadCtx,ti.sysbios.knl.Task,80342301284,8865544,2799392,8865472,2770080,,,,,,
,501062450031,0,C64XP_A,"LM_setPri: tsk: 0x8746c0, func: 0x2a44a0, oldPri: 2, newPri 9",Task_LM_setPri,Unknown,,,19789,SYSBIOS System Logger,ti.sysbios.knl.Task,ti.sysbios.knl.Task,80342302277,8865472,2770080,2,9,,,,,,
,501062451831,0,C64XP_A,"LM_setPri: tsk: 0x8746c0, func: 0x2a44a0, oldPri: 9, newPri 2",Task_LM_setPri,Unknown,,,19790,SYSBIOS System Logger,ti.sysbios.knl.Task,ti.sysbios.knl.Task,80342303539,8865472,2770080,9,2,,,,,,
,501062452911,0,C64XP_A,"LM_setPri: tsk: 0x8746c0, func: 0x2a44a0, oldPri: 2, newPri 9",Task_LM_setPri,Unknown,,,19791,SYSBIOS System Logger,ti.sysbios.knl.Task,ti.sysbios.knl.Task,80342304290,8865472,2770080,2,9,,,,,,
,501062454523,0,C64XP_A,"LM_setPri: tsk: 0x8746c0, func: 0x2a44a0, oldPri: 9, newPri 2",Task_LM_setPri,Unknown,,,19792,SYSBIOS System Logger,ti.sysbios.knl.Task,ti.sysbios.knl.Task,80342305418,8865472,2770080,9,2,,,,,,
,501062455303,0,C64XP_A,"LM_pend: sem: 0x856360, count: 0, timeout: -1",Semaphore_LM_pend,Unknown,,,19793,SYSBIOS System Logger,ti.sysbios.knl.Semaphore,ti.sysbios.knl.Semaphore,80342305966,8741728,0,4294967295,0,,,,,,
,501062455791,0,C64XP_A,"LD_block: tsk: 0x8746c0, func: 0x2a44a0",Task_LD_block,Unknown,ti_ndk_config_Global_stackThread(),,19794,SYSBIOS System Logger,ti.sysbios.knl.Task,ti.sysbios.knl.Task,80342306306,8865472,2770080,,,,,,,,
,501062456854,0,C64XP_A,"LM_switch: oldtsk: 0x8746c0, oldfunc: 0x2a44a0, newtsk: 0x874750, newfunc: 0x24cc20",CtxChg,TSK,ti_uia_sysbios_IpcMP_transferAgentFxn__E(),,19795,SYSBIOS System Logger,_ti.uia.events.UIAThreadCtx,ti.sysbios.knl.Task,80342307052,8865472,2770080,8865616,2411552,,,,,,
,501062458131,0,C64XP_A,"LM_pend: event: 0x8745a8, currEvents: 0x0, andMask: 0x0, orMask: 0x7, timeout: -1",Event_LM_pend,Unknown,,,19796,SYSBIOS System Logger,ti.sysbios.knl.Event,ti.sysbios.knl.Event,80342307948,8865192,0,0,7,4294967295,0,0,0,,
,501062458791,0,C64XP_A,"LD_block: tsk: 0x874750, func: 0x24cc20",Task_LD_block,Unknown,ti_uia_sysbios_IpcMP_transferAgentFxn__E(),,19797,SYSBIOS System Logger,ti.sysbios.knl.Task,ti.sysbios.knl.Task,80342308411,8865616,2411552,,,,,,,,
,501062459803,0,C64XP_A,"LM_switch: oldtsk: 0x874750, oldfunc: 0x24cc20, newtsk: 0x874708, newfunc: 0x2ab720",CtxChg,TSK,TSK_idle,,19798,SYSBIOS System Logger,_ti.uia.events.UIAThreadCtx,ti.sysbios.knl.Task,80342309114,8865616,2411552,8865544,2799392,,,,,,
,501066201514,0,C64XP_C,"LM_post: event: 0x8745a8, currEvents: 0x0, eventId: 0x1",Event_LM_post,Unknown,,,18766,SYSBIOS System Logger,ti.sysbios.knl.Event,ti.sysbios.knl.Event,80134182559,8865192,0,1,0,,,,,,
,501066202071,0,C64XP_C,"LD_ready: tsk: 0x874750, func: 0x24cc20, pri: 1",Task_LD_ready,Unknown,ti_uia_sysbios_IpcMP_transferAgentFxn__E(),,18767,SYSBIOS System Logger,ti.sysbios.knl.Task,ti.sysbios.knl.Task,80134182952,8865616,2411552,1,0,,,,,,
,501066203306,0,C64XP_C,"LM_switch: oldtsk: 0x874708, oldfunc: 0x2ab720, newtsk: 0x874750, newfunc: 0x24cc20",CtxChg,TSK,ti_uia_sysbios_IpcMP_transferAgentFxn__E(),,18768,SYSBIOS System Logger,_ti.uia.events.UIAThreadCtx,ti.sysbios.knl.Task,80134183811,8865544,2799392,8865616,2411552,,,,,,
,501066204420,0,C64XP_C,"LM_pend: event: 0x8745a8, currEvents: 0x0, andMask: 0x0, orMask: 0x7, timeout: -1",Event_LM_pend,Unknown,,,18769,SYSBIOS System Logger,ti.sysbios.knl.Event,ti.sysbios.knl.Event,80134184591,8865192,0,0,7,4294967295,0,0,0,,
,501066205088,0,C64XP_C,"LD_block: tsk: 0x874750, func: 0x24cc20",Task_LD_block,Unknown,ti_uia_sysbios_IpcMP_transferAgentFxn__E(),,18770,SYSBIOS System Logger,ti.sysbios.knl.Task,ti.sysbios.knl.Task,80134185064,8865616,2411552,,,,,,,,
,501066206100,0,C64XP_C,"LM_switch: oldtsk: 0x874750, oldfunc: 0x24cc20, newtsk: 0x874708, newfunc: 0x2ab720",CtxChg,TSK,TSK_idle,,18771,SYSBIOS System Logger,_ti.uia.events.UIAThreadCtx,ti.sysbios.knl.Task,80134185767,8865616,2411552,8865544,2799392,,,,,,
,501068445574,0,C64XP_A,"LD_ready: tsk: 0x855260, func: 0x24820c, pri: 1",Task_LD_ready,Unknown,tsk0_func(),,19799,SYSBIOS System Logger,ti.sysbios.knl.Task,ti.sysbios.knl.Task,80346499154,8737376,2392588,1,0,,,,,,
,501068446697,0,C64XP_A,"LM_switch: oldtsk: 0x874708, oldfunc: 0x2ab720, newtsk: 0x855260, newfunc: 0x24820c",CtxChg,TSK,tsk0_func(),,19800,SYSBIOS System Logger,_ti.uia.events.UIAThreadCtx,ti.sysbios.knl.Task,80346499942,8865544,2799392,8737376,2392588,,,,,,
6,501068447666,0,C64XP_A,Start: tsk0_loop ,Start,,tsk0_loop,,3033,Main Logger,ti.uia.events.UIABenchmark,xdc.runtime.Main,80346500619,8963631,1513,,,,,,,,
,501068456580,0,C64XP_A,"LM_pend: sem: 0x8588f0, count: 0, timeout: -1",Semaphore_LM_pend,Unknown,,,19801,SYSBIOS System Logger,ti.sysbios.knl.Semaphore,ti.sysbios.knl.Semaphore,80346506858,8751344,0,4294967295,0,,,,,,
,501068457060,0,C64XP_A,"LD_block: tsk: 0x855260, func: 0x24820c",Task_LD_block,Unknown,tsk0_func(),,19802,SYSBIOS System Logger,ti.sysbios.knl.Task,ti.sysbios.knl.Task,80346507195,8737376,2392588,,,,,,,,
,501068458106,0,C64XP_A,"LM_switch: oldtsk: 0x855260, oldfunc: 0x24820c, newtsk: 0x874708, newfunc: 0x2ab720",CtxChg,TSK,TSK_idle,,19803,SYSBIOS System Logger,_ti.uia.events.UIAThreadCtx,ti.sysbios.knl.Task,80346507930,8737376,2392588,8865544,2799392,,,,,,
,501068463874,0,C64XP_B,"LM_post: sem: 0x855b18, count: 0",Semaphore_LM_post,Unknown,,,18961,SYSBIOS System Logger,ti.sysbios.knl.Semaphore,ti.sysbios.knl.Semaphore,81059226880,8739608,0,,,,,,,,
,501068464414,0,C64XP_B,"LD_ready: tsk: 0x854950, func: 0x248544, pri: 1",Task_LD_ready,Unknown,tsk1_func(),,18962,SYSBIOS System Logger,ti.sysbios.knl.Task,ti.sysbios.knl.Task,81059227255,8735056,2393412,1,0,,,,,,
,501068467860,0,C64XP_B,"LM_switch: oldtsk: 0x874708, oldfunc: 0x2ab720, newtsk: 0x854950, newfunc: 0x248544",CtxChg,TSK,tsk1_func(),,18963,SYSBIOS System Logger,_ti.uia.events.UIAThreadCtx,ti.sysbios.knl.Task,81059229667,8865544,2799392,8735056,2393412,,,,,,
6,501068468846,0,C64XP_B,Start: Math Oprns: ,Start,,Math Oprns:,,11076,Main Logger,ti.uia.events.UIABenchmark,xdc.runtime.Main,81059230357,8964178,,,,,,,,,
6,501068469291,0,C64XP_B,"StartInstanceWithAdrs: task=0x854950, fnAdrs=0x24ae00:",Start,FUNC,matmult().854950,matmult(),11077,Main Logger,ti.uia.events.UIABenchmark,xdc.runtime.Main,81059230669,8963548,8735056,2403840,0,,,,,,
,501073674317,0,C64XP_F,"LM_post: event: 0x8745a8, currEvents: 0x0, eventId: 0x1",Event_LM_post,Unknown,,,19173,SYSBIOS System Logger,ti.sysbios.knl.Event,ti.sysbios.knl.Event,77630783696,8865192,0,1,0,,,,,,
,501073674874,0,C64XP_F,"LD_ready: tsk: 0x874750, func: 0x24cc20, pri: 1",Task_LD_ready,Unknown,ti_uia_sysbios_IpcMP_transferAgentFxn__E(),,19174,SYSBIOS System Logger,ti.sysbios.knl.Task,ti.sysbios.knl.Task,77630784089,8865616,2411552,1,0,,,,,,
,501073676100,0,C64XP_F,"LM_switch: oldtsk: 0x874708, oldfunc: 0x2ab720, newtsk: 0x874750, newfunc: 0x24cc20",CtxChg,TSK,ti_uia_sysbios_IpcMP_transferAgentFxn__E(),,19175,SYSBIOS System Logger,_ti.uia.events.UIAThreadCtx,ti.sysbios.knl.Task,77630784948,8865544,2799392,8865616,2411552,,,,,,
,501073677214,0,C64XP_F,"LM_pend: event: 0x8745a8, currEvents: 0x0, andMask: 0x0, orMask: 0x7, timeout: -1",Event_LM_pend,Unknown,,,19176,SYSBIOS System Logger,ti.sysbios.knl.Event,ti.sysbios.knl.Event,77630785726,8865192,0,0,7,4294967295,0,0,0,,
,501073677891,0,C64XP_F,"LD_block: tsk: 0x874750, func: 0x24cc20",Task_LD_block,Unknown,ti_uia_sysbios_IpcMP_transferAgentFxn__E(),,19177,SYSBIOS System Logger,ti.sysbios.knl.Task,ti.sysbios.knl.Task,77630786199,8865616,2411552,,,,,,,,
,501073678894,0,C64XP_F,"LM_switch: oldtsk: 0x874750, oldfunc: 0x24cc20, newtsk: 0x874708, newfunc: 0x2ab720",CtxChg,TSK,TSK_idle,,19178,SYSBIOS System Logger,_ti.uia.events.UIAThreadCtx,ti.sysbios.knl.Task,77630786900,8865616,2411552,8865544,2799392,,,,,,
6,501083815303,0,C64XP_B,"StopInstanceWithAdrs: task=0x854950, fnAdrs=0x24ae00:",Stop,FUNC,matmult().854950,matmult(),11078,Main Logger,ti.uia.events.UIABenchmark,xdc.runtime.Main,81069972876,8963548,8735056,2403840,0,,,,,,
6,501083815749,0,C64XP_B,"StartInstanceWithAdrs: task=0x854950, fnAdrs=0x24ab0c:",Start,FUNC,exponentialFunction().854950,exponentialFunction(),11079,Main Logger,ti.uia.events.UIABenchmark,xdc.runtime.Main,81069973191,8963548,8735056,2403084,0,,,,,,
6,501083816126,0,C64XP_B,"VALUE=350 (AuxData=0, 0) Key:Terms",UIAEvt_intWithKey,Unknown,Terms,350,11080,Main Logger,ti.uia.events.UIAEvt,xdc.runtime.Main,81069973455,350,0,0,8964200,,,,,,
6,501083932474,0,C64XP_B,"StopInstanceWithAdrs: task=0x854950, fnAdrs=0x24ab0c:",Stop,FUNC,exponentialFunction().854950,exponentialFunction(),11081,Main Logger,ti.uia.events.UIABenchmark,xdc.runtime.Main,81070054899,8963548,8735056,2403084,0,,,,,,
6,501083932963,0,C64XP_B,Stop: Math Oprns: ,Stop,,Math Oprns:,,11082,Main Logger,ti.uia.events.UIABenchmark,xdc.runtime.Main,81070055239,8964178,,,,,,,,,
,501083941851,0,C64XP_B,"LM_pend: sem: 0x855b18, count: 0, timeout: -1",Semaphore_LM_pend,Unknown,,,18964,SYSBIOS System Logger,ti.sysbios.knl.Semaphore,ti.sysbios.knl.Semaphore,81070061459,8739608,0,4294967295,0,,,,,,
,501083942400,0,C64XP_B,"LD_block: tsk: 0x854950, func: 0x248544",Task_LD_block,Unknown,tsk1_func(),,18965,SYSBIOS System Logger,ti.sysbios.knl.Task,ti.sysbios.knl.Task,81070061846,8735056,2393412,,,,,,,,
,501083943523,0,C64XP_B,"LM_switch: oldtsk: 0x854950, oldfunc: 0x248544, newtsk: 0x874708, newfunc: 0x2ab720",CtxChg,TSK,TSK_idle,,18966,SYSBIOS System Logger,_ti.uia.events.UIAThreadCtx,ti.sysbios.knl.Task,81070062631,8735056,2393412,8865544,2799392,,,,,,
,501083949180,0,C64XP_C,"LM_post: sem: 0x855b18, count: 0",Semaphore_LM_post,Unknown,,,18772,SYSBIOS System Logger,ti.sysbios.knl.Semaphore,ti.sysbios.knl.Semaphore,80146605928,8739608,0,,,,,,,,
,501083949694,0,C64XP_C,"LD_ready: tsk: 0x854950, func: 0x248544, pri: 1",Task_LD_ready,Unknown,tsk1_func(),,18773,SYSBIOS System Logger,ti.sysbios.knl.Task,ti.sysbios.knl.Task,80146606285,8735056,2393412,1,0,,,,,,
,501083953131,0,C64XP_C,"LM_switch: oldtsk: 0x874708, oldfunc: 0x2ab720, newtsk: 0x854950, newfunc: 0x248544",CtxChg,TSK,tsk1_func(),,18774,SYSBIOS System Logger,_ti.uia.events.UIAThreadCtx,ti.sysbios.knl.Task,80146608689,8865544,2799392,8735056,2393412,,,,,,
6,501083954134,0,C64XP_C,Start: Math Oprns: ,Start,,Math Oprns:,,11054,Main Logger,ti.uia.events.UIABenchmark,xdc.runtime.Main,80146609395,8964178,,,,,,,,,
6,501083954631,0,C64XP_C,"StartInstanceWithAdrs: task=0x854950, fnAdrs=0x24ae00:",Start,FUNC,matmult().854950,matmult(),11055,Main Logger,ti.uia.events.UIABenchmark,xdc.runtime.Main,80146609744,8963548,8735056,2403840,0,,,,,,
6,501084440751,0,C64XP_C,"StartInstanceWithAdrs: task=0x854950, fnAdrs=0x24acb0:",Start,FUNC,findDeterminent().854950,findDeterminent(),11056,Main Logger,ti.uia.events.UIABenchmark,xdc.runtime.Main,80146950028,8963548,8735056,2403504,0,,,,,,
6,501084441283,0,C64XP_C,"StopInstanceWithAdrs: task=0x854950, fnAdrs=0x24acb0:",Stop,FUNC,findDeterminent().854950,findDeterminent(),11057,Main Logger,ti.uia.events.UIABenchmark,xdc.runtime.Main,80146950396,8963548,8735056,2403504,0,,,,,,
6,501084441703,0,C64XP_C,"StopInstanceWithAdrs: task=0x854950, fnAdrs=0x24ae00:",Stop,FUNC,matmult().854950,matmult(),11058,Main Logger,ti.uia.events.UIABenchmark,xdc.runtime.Main,80146950690,8963548,8735056,2403840,0,,,,,,
6,501084442140,0,C64XP_C,"StartInstanceWithAdrs: task=0x854950, fnAdrs=0x24ab0c:",Start,FUNC,exponentialFunction().854950,exponentialFunction(),11059,Main Logger,ti.uia.events.UIABenchmark,xdc.runtime.Main,80146950995,8963548,8735056,2403084,0,,,,,,
6,501084442517,0,C64XP_C,"VALUE=350 (AuxData=0, 0) Key:Terms",UIAEvt_intWithKey,Unknown,Terms,350,11060,Main Logger,ti.uia.events.UIAEvt,xdc.runtime.Main,80146951259,350,0,0,8964200,,,,,,
6,501084558866,0,C64XP_C,"StopInstanceWithAdrs: task=0x854950, fnAdrs=0x24ab0c:",Stop,FUNC,exponentialFunction().854950,exponentialFunction(),11061,Main Logger,ti.uia.events.UIABenchmark,xdc.runtime.Main,80147032707,8963548,8735056,2403084,0,,,,,,
6,501084559354,0,C64XP_C,Stop: Math Oprns: ,Stop,,Math Oprns:,,11062,Main Logger,ti.uia.events.UIABenchmark,xdc.runtime.Main,80147033047,8964178,,,,,,,,,
,501084568191,0,C64XP_C,"LM_pend: sem: 0x855b18, count: 0, timeout: -1",Semaphore_LM_pend,Unknown,,,18775,SYSBIOS System Logger,ti.sysbios.knl.Semaphore,ti.sysbios.knl.Semaphore,80147039233,8739608,0,4294967295,0,,,,,,
,501084568723,0,C64XP_C,"LD_block: tsk: 0x854950, func: 0x248544",Task_LD_block,Unknown,tsk1_func(),,18776,SYSBIOS System Logger,ti.sysbios.knl.Task,ti.sysbios.knl.Task,80147039608,8735056,2393412,,,,,,,,
,501084569811,0,C64XP_C,"LM_switch: oldtsk: 0x854950, oldfunc: 0x248544, newtsk: 0x874708, newfunc: 0x2ab720",CtxChg,TSK,TSK_idle,,18777,SYSBIOS System Logger,_ti.uia.events.UIAThreadCtx,ti.sysbios.knl.Task,80147040365,8735056,2393412,8865544,2799392,,,,,,
,501084575486,0,C64XP_D,"LM_post: sem: 0x855b18, count: 0",Semaphore_LM_post,Unknown,,,18792,SYSBIOS System Logger,ti.sysbios.knl.Semaphore,ti.sysbios.knl.Semaphore,79230118895,8739608,0,,,,,,,,
,501084576009,0,C64XP_D,"LD_ready: tsk: 0x854950, func: 0x248544, pri: 1",Task_LD_ready,Unknown,tsk1_func(),,18793,SYSBIOS System Logger,ti.sysbios.knl.Task,ti.sysbios.knl.Task,79230119259,8735056,2393412,1,0,,,,,,
,501084579437,0,C64XP_D,"LM_switch: oldtsk: 0x874708, oldfunc: 0x2ab720, newtsk: 0x854950, newfunc: 0x248544",CtxChg,TSK,tsk1_func(),,18794,SYSBIOS System Logger,_ti.uia.events.UIAThreadCtx,ti.sysbios.knl.Task,79230121658,8865544,2799392,8735056,2393412,,,,,,
6,501084580431,0,C64XP_D,Start: Math Oprns: ,Start,,Math Oprns:,,11054,Main Logger,ti.uia.events.UIABenchmark,xdc.runtime.Main,79230122358,8964178,,,,,,,,,
6,501084580877,0,C64XP_D,"StartInstanceWithAdrs: task=0x854950, fnAdrs=0x24ae00:",Start,FUNC,matmult().854950,matmult(),11055,Main Logger,ti.uia.events.UIABenchmark,xdc.runtime.Main,79230122670,8963548,8735056,2403840,0,,,,,,
6,501085065660,0,C64XP_D,"StartInstanceWithAdrs: task=0x854950, fnAdrs=0x24acb0:",Start,FUNC,findDeterminent().854950,findDeterminent(),11056,Main Logger,ti.uia.events.UIABenchmark,xdc.runtime.Main,79230462019,8963548,8735056,2403504,0,,,,,,
6,501085066191,0,C64XP_D,"StopInstanceWithAdrs: task=0x854950, fnAdrs=0x24acb0:",Stop,FUNC,findDeterminent().854950,findDeterminent(),11057,Main Logger,ti.uia.events.UIABenchmark,xdc.runtime.Main,79230462386,8963548,8735056,2403504,0,,,,,,
6,501085066611,0,C64XP_D,"StopInstanceWithAdrs: task=0x854950, fnAdrs=0x24ae00:",Stop,FUNC,matmult().854950,matmult(),11058,Main Logger,ti.uia.events.UIABenchmark,xdc.runtime.Main,79230462680,8963548,8735056,2403840,0,,,,,,
6,501085067049,0,C64XP_D,"StartInstanceWithAdrs: task=0x854950, fnAdrs=0x24ab0c:",Start,FUNC,exponentialFunction().854950,exponentialFunction(),11059,Main Logger,ti.uia.events.UIABenchmark,xdc.runtime.Main,79230462986,8963548,8735056,2403084,0,,,,,,
6,501085067426,0,C64XP_D,"VALUE=350 (AuxData=0, 0) Key:Terms",UIAEvt_intWithKey,Unknown,Terms,350,11060,Main Logger,ti.uia.events.UIAEvt,xdc.runtime.Main,79230463250,350,0,0,8964200,,,,,,
6,501085183766,0,C64XP_D,"StopInstanceWithAdrs: task=0x854950, fnAdrs=0x24ab0c:",Stop,FUNC,exponentialFunction().854950,exponentialFunction(),11061,Main Logger,ti.uia.events.UIABenchmark,xdc.runtime.Main,79230544690,8963548,8735056,2403084,0,,,,,,
6,501085184194,0,C64XP_D,Stop: Math Oprns: ,Stop,,Math Oprns:,,11062,Main Logger,ti.uia.events.UIABenchmark,xdc.runtime.Main,79230544990,8964178,,,,,,,,,
,501085192997,0,C64XP_D,"LM_pend: sem: 0x855b18, count: 0, timeout: -1",Semaphore_LM_pend,Unknown,,,18795,SYSBIOS System Logger,ti.sysbios.knl.Semaphore,ti.sysbios.knl.Semaphore,79230551154,8739608,0,4294967295,0,,,,,,
,501085193537,0,C64XP_D,"LD_block: tsk: 0x854950, func: 0x248544",Task_LD_block,Unknown,tsk1_func(),,18796,SYSBIOS System Logger,ti.sysbios.knl.Task,ti.sysbios.knl.Task,79230551529,8735056,2393412,,,,,,,,
,501085194609,0,C64XP_D,"LM_switch: oldtsk: 0x854950, oldfunc: 0x248544, newtsk: 0x874708, newfunc: 0x2ab720",CtxChg,TSK,TSK_idle,,18797,SYSBIOS System Logger,_ti.uia.events.UIAThreadCtx,ti.sysbios.knl.Task,79230552282,8735056,2393412,8865544,2799392,,,,,,
,501085200386,0,C64XP_E,"LM_post: sem: 0x855b18, count: 0",Semaphore_LM_post,Unknown,,,18400,SYSBIOS System Logger,ti.sysbios.knl.Semaphore,ti.sysbios.knl.Semaphore,78236259873,8739608,0,,,,,,,,
,501085200926,0,C64XP_E,"LD_ready: tsk: 0x854950, func: 0x248544, pri: 1",Task_LD_ready,Unknown,tsk1_func(),,18401,SYSBIOS System Logger,ti.sysbios.knl.Task,ti.sysbios.knl.Task,78236260248,8735056,2393412,1,0,,,,,,
,501085204354,0,C64XP_E,"LM_switch: oldtsk: 0x874708, oldfunc: 0x2ab720, newtsk: 0x854950, newfunc: 0x248544",CtxChg,TSK,tsk1_func(),,18402,SYSBIOS System Logger,_ti.uia.events.UIAThreadCtx,ti.sysbios.knl.Task,78236262648,8865544,2799392,8735056,2393412,,,,,,
6,501085205374,0,C64XP_E,Start: Math Oprns: ,Start,,Math Oprns:,,11054,Main Logger,ti.uia.events.UIABenchmark,xdc.runtime.Main,78236263362,8964178,,,,,,,,,
6,501085205837,0,C64XP_E,"StartInstanceWithAdrs: task=0x854950, fnAdrs=0x24ae00:",Start,FUNC,matmult().854950,matmult(),11055,Main Logger,ti.uia.events.UIABenchmark,xdc.runtime.Main,78236263686,8963548,8735056,2403840,0,,,,,,
6,501087145483,0,C64XP_E,"StartInstanceWithAdrs: task=0x854950, fnAdrs=0x24acb0:",Start,FUNC,findDeterminent().854950,findDeterminent(),11056,Main Logger,ti.uia.events.UIABenchmark,xdc.runtime.Main,78237621441,8963548,8735056,2403504,0,,,,,,
6,501087146014,0,C64XP_E,"StopInstanceWithAdrs: task=0x854950, fnAdrs=0x24acb0:",Stop,FUNC,findDeterminent().854950,findDeterminent(),11057,Main Logger,ti.uia.events.UIABenchmark,xdc.runtime.Main,78237621808,8963548,8735056,2403504,0,,,,,,
6,501087146434,0,C64XP_E,"StopInstanceWithAdrs: task=0x854950, fnAdrs=0x24ae00:",Stop,FUNC,matmult().854950,matmult(),11058,Main Logger,ti.uia.events.UIABenchmark,xdc.runtime.Main,78237622102,8963548,8735056,2403840,0,,,,,,
6,501087146880,0,C64XP_E,"StartInstanceWithAdrs: task=0x854950, fnAdrs=0x24ab0c:",Start,FUNC,exponentialFunction().854950,exponentialFunction(),11059,Main Logger,ti.uia.events.UIABenchmark,xdc.runtime.Main,78237622416,8963548,8735056,2403084,0,,,,,,
6,501087147257,0,C64XP_E,"VALUE=350 (AuxData=0, 0) Key:Terms",UIAEvt_intWithKey,Unknown,Terms,350,11060,Main Logger,ti.uia.events.UIAEvt,xdc.runtime.Main,78237622680,350,0,0,8964200,,,,,,
6,501087263597,0,C64XP_E,"StopInstanceWithAdrs: task=0x854950, fnAdrs=0x24ab0c:",Stop,FUNC,exponentialFunction().854950,exponentialFunction(),11061,Main Logger,ti.uia.events.UIABenchmark,xdc.runtime.Main,78237704120,8963548,8735056,2403084,0,,,,,,
6,501087264086,0,C64XP_E,Stop: Math Oprns: ,Stop,,Math Oprns:,,11062,Main Logger,ti.uia.events.UIABenchmark,xdc.runtime.Main,78237704460,8964178,,,,,,,,,
,501087273000,0,C64XP_E,"LM_pend: sem: 0x855b18, count: 0, timeout: -1",Semaphore_LM_pend,Unknown,,,18403,SYSBIOS System Logger,ti.sysbios.knl.Semaphore,ti.sysbios.knl.Semaphore,78237710698,8739608,0,4294967295,0,,,,,,
,501087273531,0,C64XP_E,"LD_block: tsk: 0x854950, func: 0x248544",Task_LD_block,Unknown,tsk1_func(),,18404,SYSBIOS System Logger,ti.sysbios.knl.Task,ti.sysbios.knl.Task,78237711073,8735056,2393412,,,,,,,,
,501087274611,0,C64XP_E,"LM_switch: oldtsk: 0x854950, oldfunc: 0x248544, newtsk: 0x874708, newfunc: 0x2ab720",CtxChg,TSK,TSK_idle,,18405,SYSBIOS System Logger,_ti.uia.events.UIAThreadCtx,ti.sysbios.knl.Task,78237711830,8735056,2393412,8865544,2799392,,,,,,
,501087280389,0,C64XP_F,"LM_post: sem: 0x855b18, count: 0",Semaphore_LM_post,Unknown,,,19179,SYSBIOS System Logger,ti.sysbios.knl.Semaphore,ti.sysbios.knl.Semaphore,77640307949,8739608,0,,,,,,,,
,501087280903,0,C64XP_F,"LD_ready: tsk: 0x854950, func: 0x248544, pri: 1",Task_LD_ready,Unknown,tsk1_func(),,19180,SYSBIOS System Logger,ti.sysbios.knl.Task,ti.sysbios.knl.Task,77640308308,8735056,2393412,1,0,,,,,,
,501087284340,0,C64XP_F,"LM_switch: oldtsk: 0x874708, oldfunc: 0x2ab720, newtsk: 0x854950, newfunc: 0x248544",CtxChg,TSK,tsk1_func(),,19181,SYSBIOS System Logger,_ti.uia.events.UIAThreadCtx,ti.sysbios.knl.Task,77640310712,8865544,2799392,8735056,2393412,,,,,,
6,501087285360,0,C64XP_F,Start: Math Oprns: ,Start,,Math Oprns:,,11054,Main Logger,ti.uia.events.UIABenchmark,xdc.runtime.Main,77640311428,8964178,,,,,,,,,
6,501087285874,0,C64XP_F,"StartInstanceWithAdrs: task=0x854950, fnAdrs=0x24ae00:",Start,FUNC,matmult().854950,matmult(),11055,Main Logger,ti.uia.events.UIABenchmark,xdc.runtime.Main,77640311789,8963548,8735056,2403840,0,,,,,,
6,501087771951,0,C64XP_F,"StartInstanceWithAdrs: task=0x854950, fnAdrs=0x24acb0:",Start,FUNC,findDeterminent().854950,findDeterminent(),11056,Main Logger,ti.uia.events.UIABenchmark,xdc.runtime.Main,77640652041,8963548,8735056,2403504,0,,,,,,
6,501087772474,0,C64XP_F,"StopInstanceWithAdrs: task=0x854950, fnAdrs=0x24acb0:",Stop,FUNC,findDeterminent().854950,findDeterminent(),11057,Main Logger,ti.uia.events.UIABenchmark,xdc.runtime.Main,77640652409,8963548,8735056,2403504,0,,,,,,
6,501087772894,0,C64XP_F,"StopInstanceWithAdrs: task=0x854950, fnAdrs=0x24ae00:",Stop,FUNC,matmult().854950,matmult(),11058,Main Logger,ti.uia.events.UIABenchmark,xdc.runtime.Main,77640652703,8963548,8735056,2403840,0,,,,,,
