Program Address:uinteger:hex,Load Address:uinteger:hex,Read Data:ulong,Write Data:ulong,Delta Cycles:ulong,Cycle:long,Trace Status:string,Filename:string,Function:string,Source:string,Disassembly:string,
"0x8815B2F4","0x8815B2F4","","","1","76070","Stall timing collection on, cycle columns show stall timing and pipeline advances, PC collection off","/db/vtree/library/trees/avala/avala-q41x/src/ti/sysbios/utils/Load.c","ti_sysbios_utils_Load_idleFxn__E()","<Source file not found>","           MVK.S2        0xffffbfd8,B4",
"0x8815B2F8","0x8815B2F8","","","","76070","","/db/vtree/library/trees/avala/avala-q41x/src/ti/sysbios/utils/Load.c","ti_sysbios_utils_Load_idleFxn__E()","","||         MVK.S1        0xffffbfd4,A3",
"","","","","998","76071","","","","","",
"0x8817BE64","0x8817BE64","","","4","77069","Stall timing collection on, cycle columns show stall timing and pipeline advances, PC collection on","/db/vtree/library/trees/avala/avala-q41x/src/ti/sysbios/knl/Idle.c","ti_sysbios_knl_Idle_loop__E(unsigned int, unsigned int)","<Source file not found>","           NOP           4",
"0x8817BE68","0x8817BE68","","","1","77073","Stall timing collection on, cycle columns show stall timing and pipeline advances, PC collection off","/db/vtree/library/trees/avala/avala-q41x/src/ti/sysbios/knl/Idle.c","ti_sysbios_knl_Idle_loop__E(unsigned int, unsigned int)","<Source file not found>","           B.S2X         A3",
"","","","","995","77074","","","","","",
"0x8815B32C","0x8815B32C","","","1","78069","Stall timing collection on, cycle columns show stall timing and pipeline advances, PC collection on","/db/vtree/library/trees/avala/avala-q41x/src/ti/sysbios/utils/Load.c","ti_sysbios_utils_Load_idleFxn__E()","<Source file not found>","    [!A0]  LDHU.D1T1     *+A4[0],A5",
"0x8815B330","0x8815B330","","","1","78070","Stall timing collection on, cycle columns show stall timing and pipeline advances, PC collection off","/db/vtree/library/trees/avala/avala-q41x/src/ti/sysbios/utils/Load.c","ti_sysbios_utils_Load_idleFxn__E()","","           AND.L2        8,B4,B0",
"","","","","996","78071","","","","","",
"0x8817BB34","0x8817BB34","","","1","79067","Stall timing collection on, cycle columns show stall timing and pipeline advances, PC collection on","/db/vtree/library/trees/avala/avala-q41x/src/ti/sysbios/hal/Hwi_stack.c","ti_sysbios_hal_Hwi_checkStack()","<Source file not found>","           MVKH.S1       0x830000,A3",
"0x8817BB38","0x8817BB38","","","1","79068","Stall timing collection on, cycle columns show stall timing and pipeline advances, PC collection off","/db/vtree/library/trees/avala/avala-q41x/src/ti/sysbios/hal/Hwi_stack.c","ti_sysbios_hal_Hwi_checkStack()","<Source file not found>","           LDBU.D1T1     *+A3[0],A4",
"","","","","999","79069","","","","","",
"0x8815B3A0","0x8815B3A0","","","1","80068","Stall timing collection on, cycle columns show stall timing and pipeline advances, PC collection on","/db/vtree/library/trees/avala/avala-q41x/src/ti/sysbios/utils/Load.c","ti_sysbios_utils_Load_idleFxn__E()","<Source file not found>","           LDW.D2T2      *B15[1],B5",
"0x8815B3A2","0x8815B3A2","","","1","80069","Stall timing collection on, cycle columns show stall timing and pipeline advances, PC collection off","/db/vtree/library/trees/avala/avala-q41x/src/ti/sysbios/utils/Load.c","ti_sysbios_utils_Load_idleFxn__E()","","           MVK.L2        0,B4",
"","","","","1002","80070","","","","","",
"0x8817BE70","0x8817BE70","","","1","81072","Stall timing collection on, cycle columns show stall timing and pipeline advances, PC collection on","/db/vtree/library/trees/avala/avala-q41x/src/ti/sysbios/knl/Idle.c","ti_sysbios_knl_Idle_loop__E(unsigned int, unsigned int)","<Source file not found>","           LDW.D2T2      *+B11[0],B4",
"0x8817BE74","0x8817BE74","","","1","81073","Stall timing collection on, cycle columns show stall timing and pipeline advances, PC collection off","/db/vtree/library/trees/avala/avala-q41x/src/ti/sysbios/knl/Idle.c","ti_sysbios_knl_Idle_loop__E(unsigned int, unsigned int)","","           ADD.L1        1,A10,A10",
"","","","","996","81074","","","","","",
"0x8815B400","0x8815B400","","","1","82070","Stall timing collection on, cycle columns show stall timing and pipeline advances, PC collection on","/db/vtree/library/trees/avala/avala-q41x/src/ti/sysbios/utils/Load.c","ti_sysbios_utils_Load_idleFxn__E()","<Source file not found>","           LDW.D1T1      *+A3[0],A3",
"0x8815B404","0x8815B404","","","1","82071","Stall timing collection on, cycle columns show stall timing and pipeline advances, PC collection off","/db/vtree/library/trees/avala/avala-q41x/src/ti/sysbios/utils/Load.c","ti_sysbios_utils_Load_idleFxn__E()","<Source file not found>","           MVC.S2        CSR,B10",
"","","","","1010","82072","","","","","",
"0x8817BE68","0x8817BE68","","","1","83082","Stall timing collection on, cycle columns show stall timing and pipeline advances, PC collection on","/db/vtree/library/trees/avala/avala-q41x/src/ti/sysbios/knl/Idle.c","ti_sysbios_knl_Idle_loop__E(unsigned int, unsigned int)","<Source file not found>","           B.S2X         A3",
"0x8817BE6C","0x8817BE6C","","","1","83083","Stall timing collection on, cycle columns show stall timing and pipeline advances, PC collection off","/db/vtree/library/trees/avala/avala-q41x/src/ti/sysbios/knl/Idle.c","ti_sysbios_knl_Idle_loop__E(unsigned int, unsigned int)","","           ADDKPC.S2     0x8817be70,B3,4",
"","","","","1002","83084","","","","","",
"0x88185660","0x88185660","","","1","84086","Stall timing collection on, cycle columns show stall timing and pipeline advances, PC collection on","C:\Working\Projects\Image Processing\ipc\evmc6670l\master\Debug\configPkg\package\cfg\image_processing_evmc6670l_master_pe66.c","xdc_runtime_Timestamp_SupportProxy_get32__E()","{","           STW.D2T2      B3,*B15--[2]",
"0x88185664","0x88185664","","","1","84087","Stall timing collection on, cycle columns show stall timing and pipeline advances, PC collection off","C:\Working\Projects\Image Processing\ipc\evmc6670l\master\Debug\configPkg\package\cfg\image_processing_evmc6670l_master_pe66.c","xdc_runtime_Timestamp_SupportProxy_get32__E()","    return ti_sysbios_family_c64p_TimestampProvider_get32();","           CALLP.S2      0x881840a0,B3",
"","","","","985","84088","","","","","",
"0x8817C0A0","0x8817C0A0","","","1","85073","Stall timing collection on, cycle columns show stall timing and pipeline advances, PC collection on","/db/vtree/library/trees/avala/avala-q41x/src/ti/sysbios/knl/Task.c","ti_sysbios_knl_Task_deleteTerminatedTasksFunc__I()","<Source file not found>","           STW.D2T2      B3,*B15--[4]",
"0x8817C0A4","0x8817C0A4","","","1","85074","Stall timing collection on, cycle columns show stall timing and pipeline advances, PC collection off","/db/vtree/library/trees/avala/avala-q41x/src/ti/sysbios/knl/Task.c","ti_sysbios_knl_Task_deleteTerminatedTasksFunc__I()","<Source file not found>","           MVC.S2        CSR,B5",
"","","","","1003","85075","","","","","",
"0x881840A0","0x881840A0","","","1","86078","Stall timing collection on, cycle columns show stall timing and pipeline advances, PC collection on","/db/vtree/library/trees/avala/avala-q41x/src/ti/sysbios/family/c64p/TimestampProvider.c","ti_sysbios_family_c64p_TimestampProvider_get32__E()","<Source file not found>","           MVC.S2        TSCL,B4",
"0x881840A4","0x881840A4","","","1","86079","Stall timing collection on, cycle columns show stall timing and pipeline advances, PC collection off","/db/vtree/library/trees/avala/avala-q41x/src/ti/sysbios/family/c64p/TimestampProvider.c","ti_sysbios_family_c64p_TimestampProvider_get32__E()","","           NOP           ",
"","","","","995","86080","","","","","",
"0x8817C0CC","0x8817C0CC","","","5","87075","Stall timing collection on, cycle columns show stall timing and pipeline advances, PC collection on","/db/vtree/library/trees/avala/avala-q41x/src/ti/sysbios/knl/Queue.c","ti_sysbios_knl_Task_deleteTerminatedTasksFunc__I()","<Source file not found>","    [ B0]  BNOP.S1       0x8817c0f4,4",
"0x8817C0D0","0x8817C0D0","","","","87075","","/db/vtree/library/trees/avala/avala-q41x/src/ti/sysbios/knl/Queue.c","ti_sysbios_knl_Task_deleteTerminatedTasksFunc__I()","","||  [!B0]  LDW.D2T2      *+B4[0],B4",
"0x8817C0D4","0x8817C0D4","","","1","87080","Stall timing collection on, cycle columns show stall timing and pipeline advances, PC collection off","/db/vtree/library/trees/avala/avala-q41x/src/ti/sysbios/knl/Task.c","ti_sysbios_knl_Task_deleteTerminatedTasksFunc__I()","<Source file not found>","    [!B0]  STW.D2T2      B4,*+B15[1]",
"","","","","996","87081","","","","","",
"0x88185670","0x88185670","","","6","88077","Stall timing collection on, cycle columns show stall timing and pipeline advances, PC collection on","C:\Working\Projects\Image Processing\ipc\evmc6670l\master\Debug\configPkg\package\cfg\image_processing_evmc6670l_master_pe66.c","xdc_runtime_Timestamp_SupportProxy_get32__E()","}","           BNOP.S2       B3,5",
"0x881856A8","0x881856A8","","","1","88083","Stall timing collection on, cycle columns show stall timing and pipeline advances, PC collection off","C:\Working\Projects\Image Processing\ipc\evmc6670l\master\Debug\configPkg\package\cfg\image_processing_evmc6670l_master_pe66.c","xdc_runtime_Timestamp_get32__E()","}","           LDW.D2T2      *++B15[2],B3",
"","","","","994","88084","","","","","",
"0x8817BE70","0x8817BE70","","","1","89078","Stall timing collection on, cycle columns show stall timing and pipeline advances, PC collection on","/db/vtree/library/trees/avala/avala-q41x/src/ti/sysbios/knl/Idle.c","ti_sysbios_knl_Idle_loop__E(unsigned int, unsigned int)","<Source file not found>","           LDW.D2T2      *+B11[0],B4",
"0x8817BE74","0x8817BE74","","","1","89079","Stall timing collection on, cycle columns show stall timing and pipeline advances, PC collection off","/db/vtree/library/trees/avala/avala-q41x/src/ti/sysbios/knl/Idle.c","ti_sysbios_knl_Idle_loop__E(unsigned int, unsigned int)","","           ADD.L1        1,A10,A10",
"","","","","999","89080","","","","","",
"0x8815B428","0x8815B428","","","1","90079","Stall timing collection on, cycle columns show stall timing and pipeline advances, PC collection on","/db/vtree/library/trees/avala/avala-q41x/src/ti/sysbios/utils/Load.c","ti_sysbios_utils_Load_idleFxn__E()","<Source file not found>","           MVK.S1        0x09f8,A3",
"0x8815B42C","0x8815B42C","","","1","90080","Stall timing collection on, cycle columns show stall timing and pipeline advances, PC collection off","/db/vtree/library/trees/avala/avala-q41x/src/ti/sysbios/utils/Load.c","ti_sysbios_utils_Load_idleFxn__E()","","           MVKH.S1       0x830000,A3",
"","","","","998","90081","","","","","",
"0x8817BE68","0x8817BE68","","","1","91079","Stall timing collection on, cycle columns show stall timing and pipeline advances, PC collection on","/db/vtree/library/trees/avala/avala-q41x/src/ti/sysbios/knl/Idle.c","ti_sysbios_knl_Idle_loop__E(unsigned int, unsigned int)","<Source file not found>","           B.S2X         A3",
"0x8817BE6C","0x8817BE6C","","","1","91080","Stall timing collection on, cycle columns show stall timing and pipeline advances, PC collection off","/db/vtree/library/trees/avala/avala-q41x/src/ti/sysbios/knl/Idle.c","ti_sysbios_knl_Idle_loop__E(unsigned int, unsigned int)","","           ADDKPC.S2     0x8817be70,B3,4",
"","","","","999","91081","","","","","",
"0x8815B474","0x8815B474","","","1","92080","Stall timing collection on, cycle columns show stall timing and pipeline advances, PC collection on","/db/vtree/library/trees/avala/avala-q41x/src/ti/sysbios/utils/Load.c","ti_sysbios_utils_Load_idleFxn__E()","<Source file not found>","           LDW.D2T2      *B4[0],B4",
"0x8815B476","0x8815B476","","","1","92081","Stall timing collection on, cycle columns show stall timing and pipeline advances, PC collection off","/db/vtree/library/trees/avala/avala-q41x/src/ti/sysbios/utils/Load.c","ti_sysbios_utils_Load_idleFxn__E()","","           NOP           3",
"","","","","999","92082","","","","","",
"0x881856C4","0x881856C4","","","1","93081","Stall timing collection on, cycle columns show stall timing and pipeline advances, PC collection on","C:\Working\Projects\Image Processing\ipc\evmc6670l\master\Debug\configPkg\package\cfg\image_processing_evmc6670l_master_pe66.c","xdc_runtime_Timestamp_getFreq__E(struct xdc_runtime_Types_FreqHz *)","{","           STW.D2T1      A4,*+B15[1]",
"0x881856C8","0x881856C8","","","1","93082","Stall timing collection on, cycle columns show stall timing and pipeline advances, PC collection off","C:\Working\Projects\Image Processing\ipc\evmc6670l\master\Debug\configPkg\package\cfg\image_processing_evmc6670l_master_pe66.c","xdc_runtime_Timestamp_getFreq__E(struct xdc_runtime_Types_FreqHz *)","    xdc_runtime_Timestamp_getFreq__F(freq);","           CALLP.S2      0x88185680,B3",
"","","","","1005","93083","","","","","",
"0x8815B4A8","0x8815B4A8","","","1","94088","Stall timing collection on, cycle columns show stall timing and pipeline advances, PC collection on","/db/vtree/library/trees/avala/avala-q41x/src/ti/sysbios/utils/Load.c","ti_sysbios_utils_Load_idleFxn__E()","<Source file not found>","           LDW.D2T2      *++B15[2],B10",
"0x8815B4AC","0x8815B4AC","","","1","94089","Stall timing collection on, cycle columns show stall timing and pipeline advances, PC collection off","/db/vtree/library/trees/avala/avala-q41x/src/ti/sysbios/utils/Load.c","ti_sysbios_utils_Load_idleFxn__E()","","           BNOP.S2       B3,5",
"","","","","994","94090","","","","","",
"0x88185688","0x88185688","","","6","95084","Stall timing collection on, cycle columns show stall timing and pipeline advances, PC collection on","C:\Working\Projects\Image Processing\ipc\evmc6670l\master\Debug\configPkg\package\cfg\image_processing_evmc6670l_master_pe66.c","xdc_runtime_Timestamp_SupportProxy_getFreq__E(struct xdc_runtime_Types_FreqHz *)","    ti_sysbios_family_c64p_TimestampProvider_getFreq(freq);","           CALLP.S2      0x88183e00,B3",
"0x88183E00","0x88183E00","","","1","95090","Stall timing collection on, cycle columns show stall timing and pipeline advances, PC collection off","/db/vtree/library/trees/avala/avala-q41x/src/ti/sysbios/BIOS.c","ti_sysbios_BIOS_getCpuFreq__E(struct xdc_runtime_Types_FreqHz *)","<Source file not found>","           MVK.S1        0x0418,A3",
"","","","","994","95091","","","","","",
"0x8817BE7C","0x8817BE7C","","","1","96085","Stall timing collection on, cycle columns show stall timing and pipeline advances, PC collection on","/db/vtree/library/trees/avala/avala-q41x/src/ti/sysbios/knl/Idle.c","ti_sysbios_knl_Idle_loop__E(unsigned int, unsigned int)","<Source file not found>","           CMPGT.L2X     B4,A10,B0",
"0x8817BE80","0x8817BE80","","","1","96086","Stall timing collection on, cycle columns show stall timing and pipeline advances, PC collection off","/db/vtree/library/trees/avala/avala-q41x/src/ti/sysbios/knl/Idle.c","ti_sysbios_knl_Idle_loop__E(unsigned int, unsigned int)","","    [ B0]  BNOP.S1       0x8817be64,4",
"0x8817BE84","0x8817BE84","","","","96086","","/db/vtree/library/trees/avala/avala-q41x/src/ti/sysbios/knl/Idle.c","ti_sysbios_knl_Idle_loop__E(unsigned int, unsigned int)","","||  [ B0]  LDW.D1T1      *+A11[0],A3",
"","","","","1002","96087","","","","","",
"0x8818568C","0x8818568C","","","1","97089","Stall timing collection on, cycle columns show stall timing and pipeline advances, PC collection on","C:\Working\Projects\Image Processing\ipc\evmc6670l\master\Debug\configPkg\package\cfg\image_processing_evmc6670l_master_pe66.c","xdc_runtime_Timestamp_SupportProxy_getFreq__E(struct xdc_runtime_Types_FreqHz *)","}","           LDW.D2T2      *++B15[2],B3",
"0x88185690","0x88185690","","","1","97090","Stall timing collection on, cycle columns show stall timing and pipeline advances, PC collection off","C:\Working\Projects\Image Processing\ipc\evmc6670l\master\Debug\configPkg\package\cfg\image_processing_evmc6670l_master_pe66.c","xdc_runtime_Timestamp_SupportProxy_getFreq__E(struct xdc_runtime_Types_FreqHz *)","","           NOP           4",
"","","","","995","97091","","","","","",
"0x8817BE8C","0x8817BE8C","","","1","98086","Stall timing collection on, cycle columns show stall timing and pipeline advances, PC collection on","/db/vtree/library/trees/avala/avala-q41x/src/ti/sysbios/knl/Idle.c","ti_sysbios_knl_Idle_loop__E(unsigned int, unsigned int)","<Source file not found>","           MVC.S2        B10,CSR",
"0x8817BE90","0x8817BE90","","","1","98087","Stall timing collection on, cycle columns show stall timing and pipeline advances, PC collection off","/db/vtree/library/trees/avala/avala-q41x/src/ti/sysbios/knl/Idle.c","ti_sysbios_knl_Idle_loop__E(unsigned int, unsigned int)","<Source file not found>","           BNOP.S1       0x8817be28,5",
"","","","","1002","98088","","","","","",
"0x881856D4","0x881856D4","","","6","99090","Stall timing collection on, cycle columns show stall timing and pipeline advances, PC collection on","C:\Working\Projects\Image Processing\ipc\evmc6670l\master\Debug\configPkg\package\cfg\image_processing_evmc6670l_master_pe66.c","xdc_runtime_Timestamp_getFreq__E(struct xdc_runtime_Types_FreqHz *)","}","           BNOP.S2       B3,5",
"0x8815B2F4","0x8815B2F4","","","1","99096","Stall timing collection on, cycle columns show stall timing and pipeline advances, PC collection off","/db/vtree/library/trees/avala/avala-q41x/src/ti/sysbios/utils/Load.c","ti_sysbios_utils_Load_idleFxn__E()","<Source file not found>","           MVK.S2        0xffffbfd8,B4",
"0x8815B2F8","0x8815B2F8","","","","99096","","/db/vtree/library/trees/avala/avala-q41x/src/ti/sysbios/utils/Load.c","ti_sysbios_utils_Load_idleFxn__E()","","||         MVK.S1        0xffffbfd4,A3",
"","","","","991","99097","","","","","",
"0x8817BE4A","0x8817BE4A","","","1","100088","Stall timing collection on, cycle columns show stall timing and pipeline advances, PC collection on","/db/vtree/library/trees/avala/avala-q41x/src/ti/sysbios/knl/Idle.c","ti_sysbios_knl_Idle_loop__E(unsigned int, unsigned int)","<Source file not found>","           CMPLT.L1      0,A4,A0",
"0x8817BE4C","0x8817BE4C","","","1","100089","Stall timing collection on, cycle columns show stall timing and pipeline advances, PC collection off","/db/vtree/library/trees/avala/avala-q41x/src/ti/sysbios/knl/Idle.c","ti_sysbios_knl_Idle_loop__E(unsigned int, unsigned int)","","    [!A0]  BNOP.S1       0x8817be8c,4",
"0x8817BE50","0x8817BE50","","","","100089","","/db/vtree/library/trees/avala/avala-q41x/src/ti/sysbios/knl/Idle.c","ti_sysbios_knl_Idle_loop__E(unsigned int, unsigned int)","","||  [ A0]  MV.L2X        A3,B11",
"0x8817BE54","0x8817BE54","","","","100089","","/db/vtree/library/trees/avala/avala-q41x/src/ti/sysbios/knl/Idle.c","ti_sysbios_knl_Idle_loop__E(unsigned int, unsigned int)","","||  [ A0]  LDW.D1T1      *+A11[0],A3",
"0x8817BE58","0x8817BE58","","","","100089","","/db/vtree/library/trees/avala/avala-q41x/src/ti/sysbios/knl/Idle.c","ti_sysbios_knl_Idle_loop__E(unsigned int, unsigned int)","","||  [ A0]  MVK.L1        0,A10",
"","","","","999","100090","","","","","",
"0x8815B324","0x8815B324","","","6","101089","Stall timing collection on, cycle columns show stall timing and pipeline advances, PC collection on","/db/vtree/library/trees/avala/avala-q41x/src/ti/sysbios/utils/Load.c","ti_sysbios_utils_Load_idleFxn__E()","<Source file not found>","    [!B0]  BNOP.S1       0x8815b3e4,5",
"0x8815B328","0x8815B328","","","","101089","","/db/vtree/library/trees/avala/avala-q41x/src/ti/sysbios/utils/Load.c","ti_sysbios_utils_Load_idleFxn__E()","","||  [ B0]  LDW.D1T1      *+A4[0],A4",
"0x8815B32C","0x8815B32C","","","1","101095","Stall timing collection on, cycle columns show stall timing and pipeline advances, PC collection off","/db/vtree/library/trees/avala/avala-q41x/src/ti/sysbios/utils/Load.c","ti_sysbios_utils_Load_idleFxn__E()","<Source file not found>","    [!A0]  LDHU.D1T1     *+A4[0],A5",
"","","","","994","101096","","","","","",
"0x8817BB20","0x8817BB20","","","1","102090","Stall timing collection on, cycle columns show stall timing and pipeline advances, PC collection on","/db/vtree/library/trees/avala/avala-q41x/src/ti/sysbios/hal/Hwi_stack.c","ti_sysbios_hal_Hwi_checkStack()","<Source file not found>","           STW.D2T1      A10,*B15--[4]",
"0x8817BB24","0x8817BB24","","","1","102091","Stall timing collection on, cycle columns show stall timing and pipeline advances, PC collection off","/db/vtree/library/trees/avala/avala-q41x/src/ti/sysbios/hal/Hwi_stack.c","ti_sysbios_hal_Hwi_checkStack()","","           STW.D2T2      B3,*B15[3]",
"","","","","1002","102092","","","","","",
"0x8815B3A0","0x8815B3A0","","","1","103094","Stall timing collection on, cycle columns show stall timing and pipeline advances, PC collection on","/db/vtree/library/trees/avala/avala-q41x/src/ti/sysbios/utils/Load.c","ti_sysbios_utils_Load_idleFxn__E()","<Source file not found>","           LDW.D2T2      *B15[1],B5",
"0x8815B3A2","0x8815B3A2","","","1","103095","Stall timing collection on, cycle columns show stall timing and pipeline advances, PC collection off","/db/vtree/library/trees/avala/avala-q41x/src/ti/sysbios/utils/Load.c","ti_sysbios_utils_Load_idleFxn__E()","","           MVK.L2        0,B4",
"","","","","996","103096","","","","","",
"0x8817BB80","0x8817BB80","","","6","104092","Stall timing collection on, cycle columns show stall timing and pipeline advances, PC collection on","/db/vtree/library/trees/avala/avala-q41x/src/ti/sysbios/hal/Hwi_stack.c","ti_sysbios_hal_Hwi_checkStack()","<Source file not found>","           BNOP.S2       B3,5",
"0x8817BE70","0x8817BE70","","","1","104098","Stall timing collection on, cycle columns show stall timing and pipeline advances, PC collection off","/db/vtree/library/trees/avala/avala-q41x/src/ti/sysbios/knl/Idle.c","ti_sysbios_knl_Idle_loop__E(unsigned int, unsigned int)","<Source file not found>","           LDW.D2T2      *+B11[0],B4",
"","","","","997","104099","","","","","",
"0x8815B400","0x8815B400","","","1","105096","Stall timing collection on, cycle columns show stall timing and pipeline advances, PC collection on","/db/vtree/library/trees/avala/avala-q41x/src/ti/sysbios/utils/Load.c","ti_sysbios_utils_Load_idleFxn__E()","<Source file not found>","           LDW.D1T1      *+A3[0],A3",
"0x8815B404","0x8815B404","","","1","105097","Stall timing collection on, cycle columns show stall timing and pipeline advances, PC collection off","/db/vtree/library/trees/avala/avala-q41x/src/ti/sysbios/utils/Load.c","ti_sysbios_utils_Load_idleFxn__E()","<Source file not found>","           MVC.S2        CSR,B10",
"","","","","997","105098","","","","","",
"0x8817BE64","0x8817BE64","","","3","106095","Stall timing collection on, cycle columns show stall timing and pipeline advances, PC collection on","/db/vtree/library/trees/avala/avala-q41x/src/ti/sysbios/knl/Idle.c","ti_sysbios_knl_Idle_loop__E(unsigned int, unsigned int)","<Source file not found>","           NOP           4",
"0x8817BE64","0x8817BE64","","","9","106098","Pipeline stall","/db/vtree/library/trees/avala/avala-q41x/src/ti/sysbios/knl/Idle.c","ti_sysbios_knl_Idle_loop__E(unsigned int, unsigned int)","","           NOP           4",
"0x8817BE64","0x8817BE64","","","1","106107","Execution continued","/db/vtree/library/trees/avala/avala-q41x/src/ti/sysbios/knl/Idle.c","ti_sysbios_knl_Idle_loop__E(unsigned int, unsigned int)","","           NOP           4",
"0x8817BE68","0x8817BE68","","","1","106108","Stall timing collection on, cycle columns show stall timing and pipeline advances, PC collection off","/db/vtree/library/trees/avala/avala-q41x/src/ti/sysbios/knl/Idle.c","ti_sysbios_knl_Idle_loop__E(unsigned int, unsigned int)","<Source file not found>","           B.S2X         A3",
"","","","","987","106109","","","","","",
"0x881856A0","0x881856A0","","","1","107096","Stall timing collection on, cycle columns show stall timing and pipeline advances, PC collection on","C:\Working\Projects\Image Processing\ipc\evmc6670l\master\Debug\configPkg\package\cfg\image_processing_evmc6670l_master_pe66.c","xdc_runtime_Timestamp_get32__E()","{","           STW.D2T2      B3,*B15--[2]",
"0x881856A4","0x881856A4","","","1","107097","Stall timing collection on, cycle columns show stall timing and pipeline advances, PC collection off","C:\Working\Projects\Image Processing\ipc\evmc6670l\master\Debug\configPkg\package\cfg\image_processing_evmc6670l_master_pe66.c","xdc_runtime_Timestamp_get32__E()","    return xdc_runtime_Timestamp_get32__F();","           CALLP.S2      0x88185660,B3",
"","","","","1001","107098","","","","","",
"0x8817C0A0","0x8817C0A0","","","1","108099","Stall timing collection on, cycle columns show stall timing and pipeline advances, PC collection on","/db/vtree/library/trees/avala/avala-q41x/src/ti/sysbios/knl/Task.c","ti_sysbios_knl_Task_deleteTerminatedTasksFunc__I()","<Source file not found>","           STW.D2T2      B3,*B15--[4]",
"0x8817C0A4","0x8817C0A4","","","1","108100","Stall timing collection on, cycle columns show stall timing and pipeline advances, PC collection off","/db/vtree/library/trees/avala/avala-q41x/src/ti/sysbios/knl/Task.c","ti_sysbios_knl_Task_deleteTerminatedTasksFunc__I()","<Source file not found>","           MVC.S2        CSR,B5",
"","","","","996","108101","","","","","",
"0x88185660","0x88185660","","","1","109097","Stall timing collection on, cycle columns show stall timing and pipeline advances, PC collection on","C:\Working\Projects\Image Processing\ipc\evmc6670l\master\Debug\configPkg\package\cfg\image_processing_evmc6670l_master_pe66.c","xdc_runtime_Timestamp_SupportProxy_get32__E()","{","           STW.D2T2      B3,*B15--[2]",
"0x88185664","0x88185664","","","1","109098","Stall timing collection on, cycle columns show stall timing and pipeline advances, PC collection off","C:\Working\Projects\Image Processing\ipc\evmc6670l\master\Debug\configPkg\package\cfg\image_processing_evmc6670l_master_pe66.c","xdc_runtime_Timestamp_SupportProxy_get32__E()","    return ti_sysbios_family_c64p_TimestampProvider_get32();","           CALLP.S2      0x881840a0,B3",
"","","","","1001","109099","","","","","",
"0x8817C0C8","0x8817C0C8","","","1","110100","Stall timing collection on, cycle columns show stall timing and pipeline advances, PC collection on","/db/vtree/library/trees/avala/avala-q41x/src/ti/sysbios/knl/Queue.c","ti_sysbios_knl_Task_deleteTerminatedTasksFunc__I()","<Source file not found>","           CMPEQ.L2      B6,B4,B0",
"0x8817C0CC","0x8817C0CC","","","1","110101","Stall timing collection on, cycle columns show stall timing and pipeline advances, PC collection off","/db/vtree/library/trees/avala/avala-q41x/src/ti/sysbios/knl/Queue.c","ti_sysbios_knl_Task_deleteTerminatedTasksFunc__I()","","    [ B0]  BNOP.S1       0x8817c0f4,4",
"0x8817C0D0","0x8817C0D0","","","","110101","","/db/vtree/library/trees/avala/avala-q41x/src/ti/sysbios/knl/Queue.c","ti_sysbios_knl_Task_deleteTerminatedTasksFunc__I()","","||  [!B0]  LDW.D2T2      *+B4[0],B4",
"","","","","997","110102","","","","","",
"0x8818566C","0x8818566C","","","4","111099","Stall timing collection on, cycle columns show stall timing and pipeline advances, PC collection on","C:\Working\Projects\Image Processing\ipc\evmc6670l\master\Debug\configPkg\package\cfg\image_processing_evmc6670l_master_pe66.c","xdc_runtime_Timestamp_SupportProxy_get32__E()","}","           NOP           4",
"0x88185670","0x88185670","","","1","111103","Stall timing collection on, cycle columns show stall timing and pipeline advances, PC collection off","C:\Working\Projects\Image Processing\ipc\evmc6670l\master\Debug\configPkg\package\cfg\image_processing_evmc6670l_master_pe66.c","xdc_runtime_Timestamp_SupportProxy_get32__E()","","           BNOP.S2       B3,5",
"","","","","1000","111104","","","","","",
"0x8817BE70","0x8817BE70","","","1","112104","Stall timing collection on, cycle columns show stall timing and pipeline advances, PC collection on","/db/vtree/library/trees/avala/avala-q41x/src/ti/sysbios/knl/Idle.c","ti_sysbios_knl_Idle_loop__E(unsigned int, unsigned int)","<Source file not found>","           LDW.D2T2      *+B11[0],B4",
"0x8817BE74","0x8817BE74","","","1","112105","Stall timing collection on, cycle columns show stall timing and pipeline advances, PC collection off","/db/vtree/library/trees/avala/avala-q41x/src/ti/sysbios/knl/Idle.c","ti_sysbios_knl_Idle_loop__E(unsigned int, unsigned int)","","           ADD.L1        1,A10,A10",
"","","","","999","112106","","","","","",
"0x8815B428","0x8815B428","","","1","113105","Stall timing collection on, cycle columns show stall timing and pipeline advances, PC collection on","/db/vtree/library/trees/avala/avala-q41x/src/ti/sysbios/utils/Load.c","ti_sysbios_utils_Load_idleFxn__E()","<Source file not found>","           MVK.S1        0x09f8,A3",
"0x8815B42C","0x8815B42C","","","1","113106","Stall timing collection on, cycle columns show stall timing and pipeline advances, PC collection off","/db/vtree/library/trees/avala/avala-q41x/src/ti/sysbios/utils/Load.c","ti_sysbios_utils_Load_idleFxn__E()","","           MVKH.S1       0x830000,A3",
"","","","","998","113107","","","","","",
"0x8817BE68","0x8817BE68","","","1","114105","Stall timing collection on, cycle columns show stall timing and pipeline advances, PC collection on","/db/vtree/library/trees/avala/avala-q41x/src/ti/sysbios/knl/Idle.c","ti_sysbios_knl_Idle_loop__E(unsigned int, unsigned int)","<Source file not found>","           B.S2X         A3",
