Program Address:uinteger:hex,Load Address:uinteger:hex,Read Data:ulong,Write Data:ulong,Delta Cycles:ulong,Cycle:long,Trace Status:string,Filename:string,Function:string,Source:string,Disassembly:string,
"0x8817BE84","0x8817BE84","","","","35026","","/db/vtree/library/trees/avala/avala-q41x/src/ti/sysbios/knl/Idle.c","ti_sysbios_knl_Idle_loop__E(unsigned int, unsigned int)","","||  [ B0]  LDW.D1T1      *+A11[0],A3",
"","","","","997","35027","","","","","",
"0x8815B418","0x8815B418","","","2","36024","Stall timing collection on, cycle columns show stall timing and pipeline advances, PC collection on","/db/vtree/library/trees/avala/avala-q41x/src/ti/sysbios/utils/Load.c","ti_sysbios_utils_Load_idleFxn__E()","<Source file not found>","           NOP           2",
"0x8815B41C","0x8815B41C","","","1","36026","Stall timing collection on, cycle columns show stall timing and pipeline advances, PC collection off","/db/vtree/library/trees/avala/avala-q41x/src/ti/sysbios/utils/Load.c","ti_sysbios_utils_Load_idleFxn__E()","<Source file not found>","           DINT          ",
"","","","","1003","36027","","","","","",
"0x8817BE68","0x8817BE68","","","1","37030","Stall timing collection on, cycle columns show stall timing and pipeline advances, PC collection on","/db/vtree/library/trees/avala/avala-q41x/src/ti/sysbios/knl/Idle.c","ti_sysbios_knl_Idle_loop__E(unsigned int, unsigned int)","<Source file not found>","           B.S2X         A3",
"0x8817BE6C","0x8817BE6C","","","1","37031","Stall timing collection on, cycle columns show stall timing and pipeline advances, PC collection off","/db/vtree/library/trees/avala/avala-q41x/src/ti/sysbios/knl/Idle.c","ti_sysbios_knl_Idle_loop__E(unsigned int, unsigned int)","","           ADDKPC.S2     0x8817be70,B3,4",
"","","","","1002","37032","","","","","",
"0x88185660","0x88185660","","","1","38034","Stall timing collection on, cycle columns show stall timing and pipeline advances, PC collection on","C:\Working\Projects\Image Processing\ipc\evmc6670l\master\Debug\configPkg\package\cfg\image_processing_evmc6670l_master_pe66.c","xdc_runtime_Timestamp_SupportProxy_get32__E()","{","           STW.D2T2      B3,*B15--[2]",
"0x88185664","0x88185664","","","1","38035","Stall timing collection on, cycle columns show stall timing and pipeline advances, PC collection off","C:\Working\Projects\Image Processing\ipc\evmc6670l\master\Debug\configPkg\package\cfg\image_processing_evmc6670l_master_pe66.c","xdc_runtime_Timestamp_SupportProxy_get32__E()","    return ti_sysbios_family_c64p_TimestampProvider_get32();","           CALLP.S2      0x881840a0,B3",
"","","","","991","38036","","","","","",
"0x8817C0B8","0x8817C0B8","","","1","39027","Stall timing collection on, cycle columns show stall timing and pipeline advances, PC collection on","/db/vtree/library/trees/avala/avala-q41x/src/ti/sysbios/knl/Queue.c","ti_sysbios_knl_Task_deleteTerminatedTasksFunc__I()","<Source file not found>","           MVK.S2        0x0994,B4",
"0x8817C0BC","0x8817C0BC","","","1","39028","Stall timing collection on, cycle columns show stall timing and pipeline advances, PC collection off","/db/vtree/library/trees/avala/avala-q41x/src/ti/sysbios/knl/Queue.c","ti_sysbios_knl_Task_deleteTerminatedTasksFunc__I()","","           MVKH.S2       0x830000,B4",
"","","","","999","39029","","","","","",
"0x881840A8","0x881840A8","","","1","40028","Stall timing collection on, cycle columns show stall timing and pipeline advances, PC collection on","/db/vtree/library/trees/avala/avala-q41x/src/ti/sysbios/family/c64p/TimestampProvider.c","ti_sysbios_family_c64p_TimestampProvider_get32__E()","<Source file not found>","           MV.L1X        B4,A4",
"0x881840AC","0x881840AC","","","1","40029","Stall timing collection on, cycle columns show stall timing and pipeline advances, PC collection off","/db/vtree/library/trees/avala/avala-q41x/src/ti/sysbios/family/c64p/TimestampProvider.c","ti_sysbios_family_c64p_TimestampProvider_get32__E()","<Source file not found>","           BNOP.S2       B3,5",
"","","","","999","40030","","","","","",
"0x8817C0F4","0x8817C0F4","","","1","41029","Stall timing collection on, cycle columns show stall timing and pipeline advances, PC collection on","/db/vtree/library/trees/avala/avala-q41x/src/ti/sysbios/knl/Task.h","ti_sysbios_knl_Task_deleteTerminatedTasksFunc__I()","<Source file not found>","           MVC.S2        B5,CSR",
"0x8817C0F8","0x8817C0F8","","","1","41030","Stall timing collection on, cycle columns show stall timing and pipeline advances, PC collection off","/db/vtree/library/trees/avala/avala-q41x/src/ti/sysbios/knl/Task.c","ti_sysbios_knl_Task_deleteTerminatedTasksFunc__I()","<Source file not found>","           LDW.D2T2      *++B15[4],B3",
"","","","","1000","41031","","","","","",
"0x881856A8","0x881856A8","","","1","42031","Stall timing collection on, cycle columns show stall timing and pipeline advances, PC collection on","C:\Working\Projects\Image Processing\ipc\evmc6670l\master\Debug\configPkg\package\cfg\image_processing_evmc6670l_master_pe66.c","xdc_runtime_Timestamp_get32__E()","}","           LDW.D2T2      *++B15[2],B3",
"0x881856AC","0x881856AC","","","1","42032","Stall timing collection on, cycle columns show stall timing and pipeline advances, PC collection off","C:\Working\Projects\Image Processing\ipc\evmc6670l\master\Debug\configPkg\package\cfg\image_processing_evmc6670l_master_pe66.c","xdc_runtime_Timestamp_get32__E()","","           NOP           4",
"","","","","998","42033","","","","","",
"0x8817BE7C","0x8817BE7C","","","1","43031","Stall timing collection on, cycle columns show stall timing and pipeline advances, PC collection on","/db/vtree/library/trees/avala/avala-q41x/src/ti/sysbios/knl/Idle.c","ti_sysbios_knl_Idle_loop__E(unsigned int, unsigned int)","<Source file not found>","           CMPGT.L2X     B4,A10,B0",
"0x8817BE80","0x8817BE80","","","1","43032","Stall timing collection on, cycle columns show stall timing and pipeline advances, PC collection off","/db/vtree/library/trees/avala/avala-q41x/src/ti/sysbios/knl/Idle.c","ti_sysbios_knl_Idle_loop__E(unsigned int, unsigned int)","","    [ B0]  BNOP.S1       0x8817be64,4",
"0x8817BE84","0x8817BE84","","","","43032","","/db/vtree/library/trees/avala/avala-q41x/src/ti/sysbios/knl/Idle.c","ti_sysbios_knl_Idle_loop__E(unsigned int, unsigned int)","","||  [ B0]  LDW.D1T1      *+A11[0],A3",
"","","","","999","43033","","","","","",
"0x8815B43C","0x8815B43C","","","1","44032","Stall timing collection on, cycle columns show stall timing and pipeline advances, PC collection on","/db/vtree/library/trees/avala/avala-q41x/src/ti/sysbios/utils/Load.c","ti_sysbios_utils_Load_idleFxn__E()","<Source file not found>","           LDW.D1T1      *+A3[24],A5",
"0x8815B440","0x8815B440","","","1","44033","Stall timing collection on, cycle columns show stall timing and pipeline advances, PC collection off","/db/vtree/library/trees/avala/avala-q41x/src/ti/sysbios/utils/Load.c","ti_sysbios_utils_Load_idleFxn__E()","<Source file not found>","           STW.D1T1      A4,*+A3[26]",
"","","","","999","44034","","","","","",
"0x8815B2E0","0x8815B2E0","","","1","45033","Stall timing collection on, cycle columns show stall timing and pipeline advances, PC collection on","/db/vtree/library/trees/avala/avala-q41x/src/ti/sysbios/utils/Load.c","ti_sysbios_utils_Load_idleFxn__E()","<Source file not found>","           STW.D2T2      B10,*B15--[2]",
"0x8815B2E2","0x8815B2E2","","","1","45034","Stall timing collection on, cycle columns show stall timing and pipeline advances, PC collection off","/db/vtree/library/trees/avala/avala-q41x/src/ti/sysbios/utils/Load.c","ti_sysbios_utils_Load_idleFxn__E()","","           STW.D2T1      A10,*B15--[2]",
"","","","","999","45035","","","","","",
"0x8815B484","0x8815B484","","","1","46034","Stall timing collection on, cycle columns show stall timing and pipeline advances, PC collection on","/db/vtree/library/trees/avala/avala-q41x/src/ti/sysbios/utils/Load.c","ti_sysbios_utils_Load_idleFxn__E()","<Source file not found>","           OR.L1X        A3,B5,A0",
"0x8815B486","0x8815B486","","","1","46035","Stall timing collection on, cycle columns show stall timing and pipeline advances, PC collection off","/db/vtree/library/trees/avala/avala-q41x/src/ti/sysbios/utils/Load.c","ti_sysbios_utils_Load_idleFxn__E()","","    [ A0]  BNOP.S1       0x8815b4a4,0",
"","","","","1000","46036","","","","","",
"0x88185680","0x88185680","","","1","47036","Stall timing collection on, cycle columns show stall timing and pipeline advances, PC collection on","C:\Working\Projects\Image Processing\ipc\evmc6670l\master\Debug\configPkg\package\cfg\image_processing_evmc6670l_master_pe66.c","xdc_runtime_Timestamp_SupportProxy_getFreq__E(struct xdc_runtime_Types_FreqHz *)","{","           STW.D2T2      B3,*B15--[2]",
"0x88185684","0x88185684","","","1","47037","Stall timing collection on, cycle columns show stall timing and pipeline advances, PC collection off","C:\Working\Projects\Image Processing\ipc\evmc6670l\master\Debug\configPkg\package\cfg\image_processing_evmc6670l_master_pe66.c","xdc_runtime_Timestamp_SupportProxy_getFreq__E(struct xdc_runtime_Types_FreqHz *)","","           STW.D2T1      A4,*+B15[1]",
"","","","","998","47038","","","","","",
"0x8815B4A8","0x8815B4A8","","","1","48036","Stall timing collection on, cycle columns show stall timing and pipeline advances, PC collection on","/db/vtree/library/trees/avala/avala-q41x/src/ti/sysbios/utils/Load.c","ti_sysbios_utils_Load_idleFxn__E()","<Source file not found>","           LDW.D2T2      *++B15[2],B10",
"0x8815B4AC","0x8815B4AC","","","1","48037","Stall timing collection on, cycle columns show stall timing and pipeline advances, PC collection off","/db/vtree/library/trees/avala/avala-q41x/src/ti/sysbios/utils/Load.c","ti_sysbios_utils_Load_idleFxn__E()","","           BNOP.S2       B3,5",
"","","","","1000","48038","","","","","",
"0x88183E00","0x88183E00","","","1","49038","Stall timing collection on, cycle columns show stall timing and pipeline advances, PC collection on","/db/vtree/library/trees/avala/avala-q41x/src/ti/sysbios/BIOS.c","ti_sysbios_BIOS_getCpuFreq__E(struct xdc_runtime_Types_FreqHz *)","<Source file not found>","           MVK.S1        0x0418,A3",
"0x88183E04","0x88183E04","","","1","49039","Stall timing collection on, cycle columns show stall timing and pipeline advances, PC collection off","/db/vtree/library/trees/avala/avala-q41x/src/ti/sysbios/BIOS.c","ti_sysbios_BIOS_getCpuFreq__E(struct xdc_runtime_Types_FreqHz *)","","           MVKH.S1       0x830000,A3",
"","","","","1009","49040","","","","","",
"0x8817BE8C","0x8817BE8C","","","1","50049","Stall timing collection on, cycle columns show stall timing and pipeline advances, PC collection on","/db/vtree/library/trees/avala/avala-q41x/src/ti/sysbios/knl/Idle.c","ti_sysbios_knl_Idle_loop__E(unsigned int, unsigned int)","<Source file not found>","           MVC.S2        B10,CSR",
"0x8817BE90","0x8817BE90","","","1","50050","Stall timing collection on, cycle columns show stall timing and pipeline advances, PC collection off","/db/vtree/library/trees/avala/avala-q41x/src/ti/sysbios/knl/Idle.c","ti_sysbios_knl_Idle_loop__E(unsigned int, unsigned int)","<Source file not found>","           BNOP.S1       0x8817be28,5",
"","","","","991","50051","","","","","",
"0x88185694","0x88185694","","","6","51042","Stall timing collection on, cycle columns show stall timing and pipeline advances, PC collection on","C:\Working\Projects\Image Processing\ipc\evmc6670l\master\Debug\configPkg\package\cfg\image_processing_evmc6670l_master_pe66.c","xdc_runtime_Timestamp_SupportProxy_getFreq__E(struct xdc_runtime_Types_FreqHz *)","}","           BNOP.S2       B3,5",
"0x881856CC","0x881856CC","","","1","51048","Stall timing collection on, cycle columns show stall timing and pipeline advances, PC collection off","C:\Working\Projects\Image Processing\ipc\evmc6670l\master\Debug\configPkg\package\cfg\image_processing_evmc6670l_master_pe66.c","xdc_runtime_Timestamp_getFreq__E(struct xdc_runtime_Types_FreqHz *)","}","           LDW.D2T2      *++B15[2],B3",
"","","","","992","51049","","","","","",
"0x8817BE28","0x8817BE28","","","1","52041","Stall timing collection on, cycle columns show stall timing and pipeline advances, PC collection on","/db/vtree/library/trees/avala/avala-q41x/src/ti/sysbios/knl/Idle.c","ti_sysbios_knl_Idle_loop__E(unsigned int, unsigned int)","<Source file not found>","           MVC.S2        CSR,B10",
"0x8817BE2C","0x8817BE2C","","","1","52042","Stall timing collection on, cycle columns show stall timing and pipeline advances, PC collection off","/db/vtree/library/trees/avala/avala-q41x/src/ti/sysbios/knl/Idle.c","ti_sysbios_knl_Idle_loop__E(unsigned int, unsigned int)","","           OR.L2         1,B10,B4",
"","","","","1001","52043","","","","","",
"0x8815B2F4","0x8815B2F4","","","1","53044","Stall timing collection on, cycle columns show stall timing and pipeline advances, PC collection on","/db/vtree/library/trees/avala/avala-q41x/src/ti/sysbios/utils/Load.c","ti_sysbios_utils_Load_idleFxn__E()","<Source file not found>","           MVK.S2        0xffffbfd8,B4",
"0x8815B2F8","0x8815B2F8","","","","53044","","/db/vtree/library/trees/avala/avala-q41x/src/ti/sysbios/utils/Load.c","ti_sysbios_utils_Load_idleFxn__E()","","||         MVK.S1        0xffffbfd4,A3",
"0x8815B300","0x8815B300","","","1","53045","Stall timing collection on, cycle columns show stall timing and pipeline advances, PC collection off","/db/vtree/library/trees/avala/avala-q41x/src/ti/sysbios/utils/Load.c","ti_sysbios_utils_Load_idleFxn__E()","","           MVKH.S2       0x820000,B4",
"0x8815B304","0x8815B304","","","","53045","","/db/vtree/library/trees/avala/avala-q41x/src/ti/sysbios/utils/Load.c","ti_sysbios_utils_Load_idleFxn__E()","","||         MVKH.S1       0x820000,A3",
"","","","","997","53046","","","","","",
"0x8817BE64","0x8817BE64","","","4","54043","Stall timing collection on, cycle columns show stall timing and pipeline advances, PC collection on","/db/vtree/library/trees/avala/avala-q41x/src/ti/sysbios/knl/Idle.c","ti_sysbios_knl_Idle_loop__E(unsigned int, unsigned int)","<Source file not found>","           NOP           4",
"0x8817BE68","0x8817BE68","","","1","54047","Stall timing collection on, cycle columns show stall timing and pipeline advances, PC collection off","/db/vtree/library/trees/avala/avala-q41x/src/ti/sysbios/knl/Idle.c","ti_sysbios_knl_Idle_loop__E(unsigned int, unsigned int)","<Source file not found>","           B.S2X         A3",
"","","","","995","54048","","","","","",
"0x8815B32C","0x8815B32C","","","1","55043","Stall timing collection on, cycle columns show stall timing and pipeline advances, PC collection on","/db/vtree/library/trees/avala/avala-q41x/src/ti/sysbios/utils/Load.c","ti_sysbios_utils_Load_idleFxn__E()","<Source file not found>","    [!A0]  LDHU.D1T1     *+A4[0],A5",
"0x8815B330","0x8815B330","","","1","55044","Stall timing collection on, cycle columns show stall timing and pipeline advances, PC collection off","/db/vtree/library/trees/avala/avala-q41x/src/ti/sysbios/utils/Load.c","ti_sysbios_utils_Load_idleFxn__E()","","           AND.L2        8,B4,B0",
"","","","","999","55045","","","","","",
"0x8817BB44","0x8817BB44","","","1","56044","Stall timing collection on, cycle columns show stall timing and pipeline advances, PC collection on","/db/vtree/library/trees/avala/avala-q41x/src/ti/sysbios/hal/Hwi_stack.c","ti_sysbios_hal_Hwi_checkStack()","<Source file not found>","           MVKH.S2       0x820000,B4",
"0x8817BB48","0x8817BB48","","","1","56045","Stall timing collection on, cycle columns show stall timing and pipeline advances, PC collection off","/db/vtree/library/trees/avala/avala-q41x/src/ti/sysbios/hal/Hwi_stack.c","ti_sysbios_hal_Hwi_checkStack()","","           MVK.S1        0xffffbde8,A3",
"","","","","999","56046","","","","","",
"0x8815B3A8","0x8815B3A8","","","1","57045","Stall timing collection on, cycle columns show stall timing and pipeline advances, PC collection on","/db/vtree/library/trees/avala/avala-q41x/src/ti/sysbios/utils/Load.c","ti_sysbios_utils_Load_idleFxn__E()","<Source file not found>","           MVKH.S2       0x820000,B7",
"0x8815B3AC","0x8815B3AC","","","1","57046","Stall timing collection on, cycle columns show stall timing and pipeline advances, PC collection off","/db/vtree/library/trees/avala/avala-q41x/src/ti/sysbios/utils/Load.c","ti_sysbios_utils_Load_idleFxn__E()","","           MVK.L2        0,B6",
"","","","","999","57047","","","","","",
"0x8817BE70","0x8817BE70","","","1","58046","Stall timing collection on, cycle columns show stall timing and pipeline advances, PC collection on","/db/vtree/library/trees/avala/avala-q41x/src/ti/sysbios/knl/Idle.c","ti_sysbios_knl_Idle_loop__E(unsigned int, unsigned int)","<Source file not found>","           LDW.D2T2      *+B11[0],B4",
"0x8817BE74","0x8817BE74","","","1","58047","Stall timing collection on, cycle columns show stall timing and pipeline advances, PC collection off","/db/vtree/library/trees/avala/avala-q41x/src/ti/sysbios/knl/Idle.c","ti_sysbios_knl_Idle_loop__E(unsigned int, unsigned int)","","           ADD.L1        1,A10,A10",
"","","","","999","58048","","","","","",
"0x8815B40C","0x8815B40C","","","1","59047","Stall timing collection on, cycle columns show stall timing and pipeline advances, PC collection on","/db/vtree/library/trees/avala/avala-q41x/src/ti/sysbios/utils/Load.c","ti_sysbios_utils_Load_idleFxn__E()","<Source file not found>","           SHRU.S2       B5,0x6,B4",
"0x8815B410","0x8815B410","","","1","59048","Stall timing collection on, cycle columns show stall timing and pipeline advances, PC collection off","/db/vtree/library/trees/avala/avala-q41x/src/ti/sysbios/utils/Load.c","ti_sysbios_utils_Load_idleFxn__E()","","           NOP           ",
"","","","","1007","59049","","","","","",
"0x8817BE68","0x8817BE68","","","1","60056","Stall timing collection on, cycle columns show stall timing and pipeline advances, PC collection on","/db/vtree/library/trees/avala/avala-q41x/src/ti/sysbios/knl/Idle.c","ti_sysbios_knl_Idle_loop__E(unsigned int, unsigned int)","<Source file not found>","           B.S2X         A3",
"0x8817BE6C","0x8817BE6C","","","1","60057","Stall timing collection on, cycle columns show stall timing and pipeline advances, PC collection off","/db/vtree/library/trees/avala/avala-q41x/src/ti/sysbios/knl/Idle.c","ti_sysbios_knl_Idle_loop__E(unsigned int, unsigned int)","","           ADDKPC.S2     0x8817be70,B3,4",
"","","","","1002","60058","","","","","",
"0x88185660","0x88185660","","","1","61060","Stall timing collection on, cycle columns show stall timing and pipeline advances, PC collection on","C:\Working\Projects\Image Processing\ipc\evmc6670l\master\Debug\configPkg\package\cfg\image_processing_evmc6670l_master_pe66.c","xdc_runtime_Timestamp_SupportProxy_get32__E()","{","           STW.D2T2      B3,*B15--[2]",
"0x88185664","0x88185664","","","1","61061","Stall timing collection on, cycle columns show stall timing and pipeline advances, PC collection off","C:\Working\Projects\Image Processing\ipc\evmc6670l\master\Debug\configPkg\package\cfg\image_processing_evmc6670l_master_pe66.c","xdc_runtime_Timestamp_SupportProxy_get32__E()","    return ti_sysbios_family_c64p_TimestampProvider_get32();","           CALLP.S2      0x881840a0,B3",
"","","","","988","61062","","","","","",
"0x8817C0AC","0x8817C0AC","","","1","62050","Stall timing collection on, cycle columns show stall timing and pipeline advances, PC collection on","/db/vtree/library/trees/avala/avala-q41x/src/ti/sysbios/knl/Task.c","ti_sysbios_knl_Task_deleteTerminatedTasksFunc__I()","<Source file not found>","           MVK.S1        0xffffbf40,A3",
"0x8817C0B0","0x8817C0B0","","","1","62051","Stall timing collection on, cycle columns show stall timing and pipeline advances, PC collection off","/db/vtree/library/trees/avala/avala-q41x/src/ti/sysbios/knl/Task.c","ti_sysbios_knl_Task_deleteTerminatedTasksFunc__I()","","           MVKH.S1       0x820000,A3",
"","","","","1000","62052","","","","","",
"0x881840A0","0x881840A0","","","1","63052","Stall timing collection on, cycle columns show stall timing and pipeline advances, PC collection on","/db/vtree/library/trees/avala/avala-q41x/src/ti/sysbios/family/c64p/TimestampProvider.c","ti_sysbios_family_c64p_TimestampProvider_get32__E()","<Source file not found>","           MVC.S2        TSCL,B4",
"0x881840A4","0x881840A4","","","1","63053","Stall timing collection on, cycle columns show stall timing and pipeline advances, PC collection off","/db/vtree/library/trees/avala/avala-q41x/src/ti/sysbios/family/c64p/TimestampProvider.c","ti_sysbios_family_c64p_TimestampProvider_get32__E()","","           NOP           ",
"","","","","1001","63054","","","","","",
"0x8817C0F4","0x8817C0F4","","","1","64055","Stall timing collection on, cycle columns show stall timing and pipeline advances, PC collection on","/db/vtree/library/trees/avala/avala-q41x/src/ti/sysbios/knl/Task.h","ti_sysbios_knl_Task_deleteTerminatedTasksFunc__I()","<Source file not found>","           MVC.S2        B5,CSR",
"0x8817C0F8","0x8817C0F8","","","1","64056","Stall timing collection on, cycle columns show stall timing and pipeline advances, PC collection off","/db/vtree/library/trees/avala/avala-q41x/src/ti/sysbios/knl/Task.c","ti_sysbios_knl_Task_deleteTerminatedTasksFunc__I()","<Source file not found>","           LDW.D2T2      *++B15[4],B3",
"","","","","1000","64057","","","","","",
"0x881856A8","0x881856A8","","","1","65057","Stall timing collection on, cycle columns show stall timing and pipeline advances, PC collection on","C:\Working\Projects\Image Processing\ipc\evmc6670l\master\Debug\configPkg\package\cfg\image_processing_evmc6670l_master_pe66.c","xdc_runtime_Timestamp_get32__E()","}","           LDW.D2T2      *++B15[2],B3",
"0x881856AC","0x881856AC","","","1","65058","Stall timing collection on, cycle columns show stall timing and pipeline advances, PC collection off","C:\Working\Projects\Image Processing\ipc\evmc6670l\master\Debug\configPkg\package\cfg\image_processing_evmc6670l_master_pe66.c","xdc_runtime_Timestamp_get32__E()","","           NOP           4",
"","","","","995","65059","","","","","",
"0x8817BE78","0x8817BE78","","","3","66054","Stall timing collection on, cycle columns show stall timing and pipeline advances, PC collection on","/db/vtree/library/trees/avala/avala-q41x/src/ti/sysbios/knl/Idle.c","ti_sysbios_knl_Idle_loop__E(unsigned int, unsigned int)","<Source file not found>","           NOP           3",
"0x8817BE7C","0x8817BE7C","","","1","66057","Stall timing collection on, cycle columns show stall timing and pipeline advances, PC collection off","/db/vtree/library/trees/avala/avala-q41x/src/ti/sysbios/knl/Idle.c","ti_sysbios_knl_Idle_loop__E(unsigned int, unsigned int)","","           CMPGT.L2X     B4,A10,B0",
"","","","","997","66058","","","","","",
"0x8815B430","0x8815B430","","","1","67055","Stall timing collection on, cycle columns show stall timing and pipeline advances, PC collection on","/db/vtree/library/trees/avala/avala-q41x/src/ti/sysbios/utils/Load.c","ti_sysbios_utils_Load_idleFxn__E()","<Source file not found>","           LDW.D1T1      *+A3[27],A6",
"0x8815B434","0x8815B434","","","1","67056","Stall timing collection on, cycle columns show stall timing and pipeline advances, PC collection off","/db/vtree/library/trees/avala/avala-q41x/src/ti/sysbios/utils/Load.c","ti_sysbios_utils_Load_idleFxn__E()","<Source file not found>","           LDW.D1T1      *+A3[26],A8",
"","","","","1002","67057","","","","","",
"0x8815B2E0","0x8815B2E0","","","1","68059","Stall timing collection on, cycle columns show stall timing and pipeline advances, PC collection on","/db/vtree/library/trees/avala/avala-q41x/src/ti/sysbios/utils/Load.c","ti_sysbios_utils_Load_idleFxn__E()","<Source file not found>","           STW.D2T2      B10,*B15--[2]",
"0x8815B2E2","0x8815B2E2","","","1","68060","Stall timing collection on, cycle columns show stall timing and pipeline advances, PC collection off","/db/vtree/library/trees/avala/avala-q41x/src/ti/sysbios/utils/Load.c","ti_sysbios_utils_Load_idleFxn__E()","","           STW.D2T1      A10,*B15--[2]",
"","","","","997","68061","","","","","",
"0x8815B478","0x8815B478","","","1","69058","Stall timing collection on, cycle columns show stall timing and pipeline advances, PC collection on","/db/vtree/library/trees/avala/avala-q41x/src/ti/sysbios/utils/Load.c","ti_sysbios_utils_Load_idleFxn__E()","<Source file not found>","           CMPEQ.L2      0,B5,B5",
"0x8815B480","0x8815B480","","","1","69059","Stall timing collection on, cycle columns show stall timing and pipeline advances, PC collection off","/db/vtree/library/trees/avala/avala-q41x/src/ti/sysbios/utils/Load.c","ti_sysbios_utils_Load_idleFxn__E()","","           CMPGTU.L1X    A10,B4,A3",
"","","","","1002","69060","","","","","",
"0x88185680","0x88185680","","","1","70062","Stall timing collection on, cycle columns show stall timing and pipeline advances, PC collection on","C:\Working\Projects\Image Processing\ipc\evmc6670l\master\Debug\configPkg\package\cfg\image_processing_evmc6670l_master_pe66.c","xdc_runtime_Timestamp_SupportProxy_getFreq__E(struct xdc_runtime_Types_FreqHz *)","{","           STW.D2T2      B3,*B15--[2]",
"0x88185684","0x88185684","","","1","70063","Stall timing collection on, cycle columns show stall timing and pipeline advances, PC collection off","C:\Working\Projects\Image Processing\ipc\evmc6670l\master\Debug\configPkg\package\cfg\image_processing_evmc6670l_master_pe66.c","xdc_runtime_Timestamp_SupportProxy_getFreq__E(struct xdc_runtime_Types_FreqHz *)","","           STW.D2T1      A4,*+B15[1]",
"","","","","998","70064","","","","","",
"0x8815B4A8","0x8815B4A8","","","1","71062","Stall timing collection on, cycle columns show stall timing and pipeline advances, PC collection on","/db/vtree/library/trees/avala/avala-q41x/src/ti/sysbios/utils/Load.c","ti_sysbios_utils_Load_idleFxn__E()","<Source file not found>","           LDW.D2T2      *++B15[2],B10",
"0x8815B4AC","0x8815B4AC","","","1","71063","Stall timing collection on, cycle columns show stall timing and pipeline advances, PC collection off","/db/vtree/library/trees/avala/avala-q41x/src/ti/sysbios/utils/Load.c","ti_sysbios_utils_Load_idleFxn__E()","","           BNOP.S2       B3,5",
"","","","","1000","71064","","","","","",
"0x88183E00","0x88183E00","","","1","72064","Stall timing collection on, cycle columns show stall timing and pipeline advances, PC collection on","/db/vtree/library/trees/avala/avala-q41x/src/ti/sysbios/BIOS.c","ti_sysbios_BIOS_getCpuFreq__E(struct xdc_runtime_Types_FreqHz *)","<Source file not found>","           MVK.S1        0x0418,A3",
"0x88183E04","0x88183E04","","","1","72065","Stall timing collection on, cycle columns show stall timing and pipeline advances, PC collection off","/db/vtree/library/trees/avala/avala-q41x/src/ti/sysbios/BIOS.c","ti_sysbios_BIOS_getCpuFreq__E(struct xdc_runtime_Types_FreqHz *)","","           MVKH.S1       0x830000,A3",
"","","","","1009","72066","","","","","",
"0x8817BE8C","0x8817BE8C","","","1","73075","Stall timing collection on, cycle columns show stall timing and pipeline advances, PC collection on","/db/vtree/library/trees/avala/avala-q41x/src/ti/sysbios/knl/Idle.c","ti_sysbios_knl_Idle_loop__E(unsigned int, unsigned int)","<Source file not found>","           MVC.S2        B10,CSR",
"0x8817BE90","0x8817BE90","","","1","73076","Stall timing collection on, cycle columns show stall timing and pipeline advances, PC collection off","/db/vtree/library/trees/avala/avala-q41x/src/ti/sysbios/knl/Idle.c","ti_sysbios_knl_Idle_loop__E(unsigned int, unsigned int)","<Source file not found>","           BNOP.S1       0x8817be28,5",
"","","","","986","73077","","","","","",
"0x8818568C","0x8818568C","","","1","74063","Stall timing collection on, cycle columns show stall timing and pipeline advances, PC collection on","C:\Working\Projects\Image Processing\ipc\evmc6670l\master\Debug\configPkg\package\cfg\image_processing_evmc6670l_master_pe66.c","xdc_runtime_Timestamp_SupportProxy_getFreq__E(struct xdc_runtime_Types_FreqHz *)","}","           LDW.D2T2      *++B15[2],B3",
"0x88185690","0x88185690","","","1","74064","Stall timing collection on, cycle columns show stall timing and pipeline advances, PC collection off","C:\Working\Projects\Image Processing\ipc\evmc6670l\master\Debug\configPkg\package\cfg\image_processing_evmc6670l_master_pe66.c","xdc_runtime_Timestamp_SupportProxy_getFreq__E(struct xdc_runtime_Types_FreqHz *)","","           NOP           4",
"","","","","1002","74065","","","","","",
"0x8817BE28","0x8817BE28","","","1","75067","Stall timing collection on, cycle columns show stall timing and pipeline advances, PC collection on","/db/vtree/library/trees/avala/avala-q41x/src/ti/sysbios/knl/Idle.c","ti_sysbios_knl_Idle_loop__E(unsigned int, unsigned int)","<Source file not found>","           MVC.S2        CSR,B10",
"0x8817BE2C","0x8817BE2C","","","1","75068","Stall timing collection on, cycle columns show stall timing and pipeline advances, PC collection off","/db/vtree/library/trees/avala/avala-q41x/src/ti/sysbios/knl/Idle.c","ti_sysbios_knl_Idle_loop__E(unsigned int, unsigned int)","","           OR.L2         1,B10,B4",
"","","","","995","75069","","","","","",
"0x881856D4","0x881856D4","","","6","76064","Stall timing collection on, cycle columns show stall timing and pipeline advances, PC collection on","C:\Working\Projects\Image Processing\ipc\evmc6670l\master\Debug\configPkg\package\cfg\image_processing_evmc6670l_master_pe66.c","xdc_runtime_Timestamp_getFreq__E(struct xdc_runtime_Types_FreqHz *)","}","           BNOP.S2       B3,5",
