PC:uinteger:hex, cycle.CPU:uinteger, Inst exec count:uinteger
0x0000050f,0,0
0x00000510,0,0
0x00000511,0,0
0x00000512,0,0
0x00000513,0,0
0x00000514,0,0
0x00000515,0,0
0x00000516,0,0
0x00000517,0,0
0x00000518,0,0
0x00000519,0,0
0x0000051a,0,0
0x0000051b,0,0
0x0000051c,0,0
0x0000051d,0,0
0x0000051e,0,0
0x0000051f,0,0
0x00000520,0,0
0x00000521,0,0
0x00000522,0,0
0x00000523,0,0
0x00000524,0,0
0x00000525,0,0
0x00000526,0,0
0x00000527,0,0
0x00000528,0,0
0x00000529,0,0
0x0000052a,0,0
0x0000052b,0,0
0x0000052c,0,0
0x0000052d,0,0
0x0000052e,0,0
0x0000052f,0,0
0x00000530,0,0
0x00000531,0,0
0x00000532,0,0
0x00000533,0,0
0x00000534,0,0
0x00000535,0,0
0x00000536,0,0
0x00000537,0,0
0x00000538,0,0
0x00000539,0,0
0x0000053a,0,0
0x0000053b,0,0
0x0000053c,0,0
0x0000053d,0,0
0x0000053e,0,0
0x0000053f,0,0
0x00000540,0,0
0x00000541,0,0
0x00000542,0,0
0x00000543,0,0
0x00000544,0,0
0x00000545,0,0
0x00000546,0,0
0x00000547,0,0
0x00000548,0,0
0x00000549,0,0
0x0000054a,0,0
0x0000054b,0,0
0x0000054c,0,0
0x0000054d,0,0
0x0000054e,0,0
0x0000054f,0,0
0x00000550,0,0
0x00000551,0,0
0x00000552,0,0
0x00000553,0,0
0x00000554,0,0
0x00000555,0,0
0x00000556,0,0
0x00000557,0,0
0x00000558,0,0
0x00000559,0,0
0x0000055a,0,0
0x0000055b,0,0
0x0000055c,0,0
0x0000055d,0,0
0x0000055e,0,0
0x0000055f,0,0
0x00000560,0,0
0x00000561,0,0
0x00000562,0,0
0x00000563,0,0
0x00000564,0,0
0x00000565,0,0
0x00000566,0,0
0x00000567,0,0
0x00000568,0,0
0x00000569,0,0
0x0000056a,0,0
0x0000056b,0,0
0x0000056c,0,0
0x0000056d,0,0
0x0000056e,0,0
0x0000056f,0,0
0x00000570,0,0
0x00000571,0,0
0x00000572,0,0
0x00000573,0,0
0x00000574,0,0
0x00000575,0,0
0x00000576,0,0
0x00000577,0,0
0x00000578,0,0
0x00000579,0,0
0x0000057a,0,0
0x0000057b,0,0
0x0000057c,0,0
0x0000057d,0,0
0x0000057e,0,0
0x0000057f,0,0
0x00000580,0,0
0x00000581,0,0
0x00000582,0,0
0x00000583,0,0
0x00000584,0,0
0x00000585,0,0
0x00000586,0,0
0x00000587,0,0
0x00000588,0,0
0x00000589,0,0
0x0000058a,0,0
0x0000058b,0,0
0x0000058c,0,0
0x0000058d,0,0
0x0000058e,0,0
0x0000058f,0,0
0x00000590,0,0
0x00000591,0,0
0x00000592,0,0
0x00000593,0,0
0x00000594,0,0
0x00000595,0,0
0x00000596,0,0
0x00000597,0,0
0x00000598,0,0
0x00000599,0,0
0x0000059a,0,0
0x0000059b,0,0
0x0000059c,0,0
0x0000059d,0,0
0x0000059e,0,0
0x0000059f,0,0
0x000005a0,0,0
0x000005a1,0,0
0x000005a2,0,0
0x000005a3,0,0
0x000005a4,0,0
0x000005a5,0,0
0x000005a6,0,0
0x000005a7,0,0
0x000005a8,0,0
0x000005a9,0,0
0x000005aa,0,0
0x000005ab,0,0
0x000005ac,0,0
0x000005ad,0,0
0x000005ae,0,0
0x000005af,0,0
0x000005b0,0,0
0x000005b1,0,0
0x000005b2,0,0
0x000005b3,0,0
0x000005b4,0,0
0x000005b5,0,0
0x000005b6,0,0
0x000005b7,0,0
0x000005b8,0,0
0x000005b9,0,0
0x000005ba,0,0
0x000005bb,0,0
0x000005bc,0,0
0x000005bd,0,0
0x000005be,0,0
0x000005bf,0,0
0x000005c0,0,0
0x000005c1,0,0
0x000005c2,0,0
0x000005c3,0,0
0x000005c4,0,0
0x000005c5,0,0
0x000005c6,0,0
0x000005c7,0,0
0x000005c8,0,0
0x000005c9,0,0
0x000005ca,0,0
0x000005cb,0,0
0x000005cc,0,0
0x000005cd,0,0
0x000005ce,0,0
0x000005cf,0,0
0x000005d0,0,0
0x000005d1,0,0
0x000005d2,0,0
0x000005d3,0,0
0x000005d4,0,0
0x000005d5,0,0
0x000005d6,0,0
0x000005d7,0,0
0x000005d8,0,0
0x000005d9,0,0
0x000005da,0,0
0x000005db,0,0
0x000005dc,0,0
0x000005dd,0,0
0x000005de,0,0
0x000005df,0,0
0x000005e0,0,0
0x000005e1,0,0
0x000005e2,0,0
0x000005e3,0,0
0x000005e4,0,0
0x000005e5,0,0
0x000005e6,0,0
0x000005e7,0,0
0x000005e8,0,0
0x000005e9,0,0
0x000005ea,0,0
0x000005eb,0,0
0x000005ec,0,0
0x000005ed,0,0
0x000005ee,0,0
0x000005ef,0,0
0x000005f0,0,0
0x000005f1,0,0
0x000005f2,0,0
0x000005f3,0,0
0x000005f4,0,0
0x000005f5,0,0
0x000005f6,0,0
0x000005f7,0,0
0x000005f8,0,0
0x000005f9,0,0
0x000005fa,0,0
0x000005fb,0,0
0x000005fc,0,0
0x000005fd,0,0
0x000005fe,0,0
0x000005ff,0,0
0x00000600,0,0
0x00000601,0,0
0x00000602,0,0
0x00000603,0,0
0x00000604,0,0
0x00000605,0,0
0x00000606,0,0
0x00000607,0,0
0x00000608,0,0
0x00000609,0,0
0x0000060a,0,0
0x0000060b,0,0
0x0000060c,0,0
0x0000060d,0,0
0x0000060e,0,0
0x0000060f,0,0
0x00000610,0,0
0x00000611,0,0
0x00000612,0,0
0x00000613,0,0
0x00000614,0,0
0x00000615,0,0
0x00000616,0,0
0x00000617,0,0
0x00000618,0,0
0x00000619,0,0
0x0000061a,0,0
0x0000061b,0,0
0x0000061c,0,0
0x0000061d,0,0
0x0000061e,0,0
0x0000061f,0,0
0x00000620,0,0
0x00000621,0,0
0x00000622,0,0
0x00000623,0,0
0x00000624,0,0
0x00000625,0,0
0x00000626,0,0
0x00000627,0,0
0x00000628,0,0
0x00000629,0,0
0x0000062a,0,0
0x0000062b,0,0
0x0000062c,0,0
0x0000062d,0,0
0x0000062e,0,0
0x0000062f,0,0
0x00000630,0,0
0x00000631,0,0
0x00000632,0,0
0x00000633,0,0
0x00000634,0,0
0x00000635,0,0
0x00000636,0,0
0x00000637,0,0
0x00000638,0,0
0x00000639,0,0
0x0000063a,0,0
0x0000063b,0,0
0x0000063c,0,0
0x0000063d,0,0
0x0000063e,0,0
0x0000063f,0,0
0x00000640,0,0
0x00000641,0,0
0x00000642,0,0
0x00000643,0,0
0x00000644,0,0
0x00000645,0,0
0x00000646,0,0
0x00000647,0,0
0x00000648,0,0
0x00000649,0,0
0x0000064a,0,0
0x0000064b,0,0
0x0000064c,0,0
0x0000064d,0,0
0x0000064e,0,0
0x0000064f,0,0
0x00000650,0,0
0x00000651,0,0
0x00000652,0,0
0x00000653,0,0
0x00000654,0,0
0x00000655,0,0
0x00000656,0,0
0x00000657,0,0
0x00000658,0,0
0x00000659,0,0
0x0000065a,0,0
0x0000065b,0,0
0x0000065c,0,0
0x0000065d,0,0
0x0000065e,0,0
0x0000065f,0,0
0x00000660,0,0
0x00000661,0,0
0x00000662,0,0
0x00000663,0,0
0x00000664,0,0
0x00000665,0,0
0x00000666,0,0
0x00000667,0,0
0x00000668,0,0
0x00000669,0,0
0x0000066a,0,0
0x0000066b,0,0
0x0000066c,0,0
0x0000066d,0,0
0x0000066e,0,0
0x0000066f,0,0
0x00000670,0,0
0x00000671,0,0
0x00000672,0,0
0x00000673,0,0
0x00000674,0,0
0x00000675,0,0
0x00000676,0,0
0x00000677,0,0
0x00000678,0,0
0x00000679,0,0
0x0000067a,0,0
0x0000067b,0,0
0x0000067c,0,0
0x0000067d,0,0
0x0000067e,0,0
0x0000067f,0,0
0x00000680,0,0
0x00000681,0,0
0x00000682,0,0
0x00000683,0,0
0x00000684,0,0
0x00000685,0,0
0x00000686,0,0
0x00000687,0,0
0x00000688,0,0
0x00000689,0,0
0x0000068a,0,0
0x0000068b,0,0
0x0000068c,0,0
0x0000068d,0,0
0x0000068e,0,0
0x0000068f,0,0
0x00000690,0,0
0x00000691,0,0
0x00000692,0,0
0x00000693,0,0
0x00000694,0,0
0x00000695,0,0
0x00000696,0,0
0x00000697,0,0
0x00000698,0,0
0x00000699,0,0
0x0000069a,0,0
0x0000069b,0,0
0x0000069c,0,0
0x0000069d,0,0
0x0000069e,0,0
0x0000069f,0,0
0x000006a0,0,0
0x000006a1,0,0
0x000006a2,0,0
0x000006a3,0,0
0x000006a4,0,0
0x000006a5,0,0
0x000006a6,0,0
0x000006a7,0,0
0x000006a8,0,0
0x000006a9,0,0
0x000006aa,0,0
0x000006ab,0,0
0x000006ac,0,0
0x000006ad,0,0
0x000006ae,0,0
0x000006af,0,0
0x000006b0,0,0
0x000006b1,0,0
0x000006b2,0,0
0x000006b3,0,0
0x000006b4,0,0
0x000006b5,0,0
0x000006b6,0,0
0x000006b7,0,0
0x000006b8,0,0
0x000006b9,0,0
0x000006ba,0,0
0x000006bb,0,0
0x000006bc,0,0
0x000006bd,0,0
0x000006be,0,0
0x000006bf,0,0
0x000006c0,0,0
0x000006c1,0,0
0x000006c2,0,0
0x000006c3,0,0
0x000006c4,0,0
0x000006c5,0,0
0x000006c6,0,0
0x000006c7,0,0
0x000006c8,0,0
0x000006c9,0,0
0x000006ca,0,0
0x000006cb,0,0
0x000006cc,0,0
0x000006cd,0,0
0x000006ce,0,0
0x000006cf,0,0
0x000006d0,0,0
0x000006d1,0,0
0x000006d2,0,0
0x000006d3,0,0
0x000006d4,0,0
0x000006d5,0,0
0x000006d6,0,0
0x000006d7,0,0
0x000006d8,0,0
0x000006d9,0,0
0x000006da,0,0
0x000006db,0,0
0x000006dc,0,0
0x000006dd,0,0
0x000006de,0,0
0x000006df,0,0
0x000006e0,0,0
0x000006e1,0,0
0x000006e2,0,0
0x000006e3,0,0
0x000006e4,0,0
0x000006e5,0,0
0x000006e6,0,0
0x000006e7,0,0
0x000006e8,0,0
0x000006e9,0,0
0x000006ea,0,0
0x000006eb,0,0
0x000006ec,0,0
0x000006ed,0,0
0x000006ee,0,0
0x000006ef,0,0
0x000006f0,0,0
0x000006f1,0,0
0x000006f2,0,0
0x000006f3,0,0
0x000006f4,0,0
0x000006f5,0,0
0x000006f6,0,0
0x000006f7,0,0
0x000006f8,0,0
0x000006f9,0,0
0x000006fa,0,0
0x000006fb,0,0
0x000006fc,0,0
0x000006fd,0,0
0x000006fe,0,0
0x000006ff,0,0
0x00000700,0,0
0x00000701,0,0
0x00000702,0,0
0x00000703,0,0
0x00000704,0,0
0x00000705,0,0
0x00000706,0,0
0x00000707,0,0
0x00000708,0,0
0x00000709,0,0
0x0000070a,0,0
0x0000070b,0,0
0x0000070c,0,0
0x0000070d,0,0
0x0000070e,0,0
0x0000070f,0,0
0x00000710,0,0
0x00000711,0,0
0x00000712,0,0
0x00000713,0,0
0x00000714,0,0
0x00000715,0,0
0x00000716,0,0
0x00000717,0,0
0x00000718,0,0
0x00000719,0,0
0x0000071a,0,0
0x0000071b,0,0
0x0000071c,0,0
0x0000071d,0,0
0x0000071e,0,0
0x0000071f,0,0
0x00000720,0,0
0x00000721,0,0
0x00000722,0,0
0x00000723,0,0
0x00000724,0,0
0x00000725,0,0
0x00000726,0,0
0x00000727,0,0
0x00000728,0,0
0x00000729,0,0
0x0000072a,0,0
0x0000072b,0,0
0x0000072c,0,0
0x0000072d,0,0
0x0000072e,0,0
0x0000072f,0,0
0x00000730,0,0
0x00000731,0,0
0x00000732,0,0
0x00000733,0,0
0x00000734,0,0
0x00000735,0,0
0x00000736,0,0
0x00000737,0,0
0x00000738,0,0
0x00000739,0,0
0x0000073a,0,0
0x0000073b,0,0
0x0000073c,0,0
0x0000073d,0,0
0x0000073e,0,0
0x0000073f,0,0
0x00000740,0,0
0x00000741,0,0
0x00000742,0,0
0x00000743,0,0
0x00000744,0,0
0x00000745,0,0
0x00000746,0,0
0x00000747,0,0
0x00000748,0,0
0x00000749,0,0
0x0000074a,0,0
0x0000074b,0,0
0x0000074c,0,0
0x0000074d,0,0
0x0000074e,0,0
0x0000074f,0,0
0x00000750,0,0
0x00000751,0,0
0x00000752,0,0
0x00000753,0,0
0x00000754,0,0
0x00000755,0,0
0x00000756,0,0
0x00000757,0,0
0x00000758,0,0
0x00000759,0,0
0x0000075a,0,0
0x0000075b,0,0
0x0000075c,0,0
0x0000075d,0,0
0x0000075e,0,0
0x0000075f,0,0
0x00000760,0,0
0x00000761,0,0
0x00000762,0,0
0x00000763,0,0
0x00000764,0,0
0x00000765,0,0
0x00000766,0,0
0x00000767,0,0
0x00000768,0,0
0x00000769,0,0
0x0000076a,0,0
0x0000076b,0,0
0x0000076c,0,0
0x0000076d,0,0
0x0000076e,0,0
0x0000076f,0,0
0x00000770,0,0
0x00000771,0,0
0x00000772,0,0
0x00000773,0,0
0x00000774,0,0
0x00000775,0,0
0x00000776,0,0
0x00000777,0,0
0x00000778,0,0
0x00000779,0,0
0x0000077a,0,0
0x0000077b,0,0
0x0000077c,0,0
0x0000077d,0,0
0x0000077e,0,0
0x0000077f,0,0
0x00000780,0,0
0x00000781,0,0
0x00000782,0,0
0x00000783,0,0
0x00000784,0,0
0x00000785,0,0
0x00000786,1,1
0x00000787,1,1
0x00000788,1,1
0x00000789,1,1
0x0000078a,1,1
0x0000078b,1,1
0x0000078c,1,1
0x0000078d,1,1
0x0000078e,1,1
0x0000078f,1,1
0x00000790,1,1
0x00000791,1,1
0x00000792,1,1
0x00000793,0,0
0x00000794,0,0
0x00000795,0,0
0x00000796,0,0
0x00000797,0,0
0x00000798,0,0
0x00000799,0,0
0x0000079a,0,0
0x0000079b,0,0
0x0000079c,0,0
0x0000079d,0,0
0x0000079e,0,0
0x0000079f,0,0
0x000007a0,0,0
0x000007a1,0,0
0x000007a2,0,0
0x000007a3,0,0
0x000007a4,0,0
0x000007a5,0,0
0x000007a6,0,0
0x000007a7,0,0
0x000007a8,0,0
0x000007a9,0,0
0x000007aa,0,0
0x000007ab,0,0
0x000007ac,0,0
0x000007ad,0,0
0x000007ae,0,0
0x000007af,0,0
0x000007b0,0,0
0x000007b1,0,0
0x000007b2,0,0
0x000007b3,0,0
0x000007b4,0,0
0x000007b5,0,0
0x000007b6,0,0
0x000007b7,0,0
0x000007b8,0,0
0x000007b9,0,0
0x000007ba,0,0
0x000007bb,0,0
0x000007bc,0,0
0x000007bd,0,0
0x000007be,0,0
0x000007bf,0,0
0x000007c0,0,0
0x000007c1,0,0
0x000007c2,0,0
0x000007c3,0,0
0x000007c4,0,0
0x000007c5,0,0
0x000007c6,0,0
0x000007c7,0,0
0x000007c8,0,0
0x000007c9,0,0
0x000007ca,0,0
0x000007cb,0,0
0x000007cc,1,1
0x000007cd,1,1
0x000007ce,1,1
0x000007cf,1,1
0x000007d0,1,1
0x000007d1,1,1
0x000007d2,1,1
0x000007d3,1,1
0x000007d4,1,1
0x000007d5,1,1
0x000007d6,1,1
0x000007d7,1,1
0x000007d8,1,1
0x000007d9,0,0
0x000007da,0,0
0x000007db,0,0
0x000007dc,0,0
0x000007dd,0,0
0x000007de,0,0
0x000007df,0,0
0x000007e0,0,0
0x000007e1,0,0
0x000007e2,0,0
0x000007e3,0,0
0x000007e4,0,0
0x000007e5,0,0
0x000007e6,0,0
0x000007e7,0,0
0x000007e8,0,0
0x000007e9,0,0
0x000007ea,0,0
0x000007eb,0,0
0x000007ec,0,0
0x000007ed,0,0
0x000007ee,0,0
0x000007ef,0,0
0x000007f0,0,0
0x000007f1,0,0
0x000007f2,0,0
0x000007f3,0,0
0x000007f4,0,0
0x000007f5,0,0
0x000007f6,0,0
0x000007f7,0,0
0x000007f8,0,0
0x000007f9,0,0
0x000007fa,0,0
0x000007fb,0,0
0x000007fc,0,0
0x000007fd,0,0
0x000007fe,0,0
0x000007ff,0,0
0x00000800,0,0
0x00000801,0,0
0x00000802,0,0
0x00000803,0,0
0x00000804,0,0
0x00000805,0,0
0x00000806,0,0
0x00000807,0,0
0x00000808,0,0
0x00000809,0,0
0x0000080a,0,0
0x0000080b,0,0
0x0000080c,0,0
0x0000080d,0,0
0x0000080e,0,0
0x0000080f,0,0
0x00000810,0,0
0x00000811,0,0
0x00000812,0,0
0x00000813,0,0
0x00000814,0,0
0x00000815,0,0
0x00000816,0,0
0x00000817,0,0
0x00000818,0,0
0x00000819,0,0
0x0000081a,0,0
0x0000081b,0,0
0x0000081c,0,0
0x0000081d,0,0
0x0000081e,0,0
0x0000081f,0,0
0x00000820,0,0
0x00000821,0,0
0x00000822,0,0
0x00000823,0,0
0x00000824,0,0
0x00000825,0,0
0x00000826,0,0
0x00000827,0,0
0x00000828,0,0
0x00000829,0,0
0x0000082a,0,0
0x0000082b,0,0
0x0000082c,0,0
0x0000082d,0,0
0x0000082e,0,0
0x0000082f,0,0
0x00000830,0,0
0x00000831,0,0
0x00000832,0,0
0x00000833,0,0
0x00000834,0,0
0x00000835,0,0
0x00000836,0,0
0x00000837,0,0
0x00000838,0,0
0x00000839,0,0
0x0000083a,0,0
0x0000083b,0,0
0x0000083c,0,0
0x0000083d,0,0
0x0000083e,0,0
0x0000083f,0,0
0x00000840,0,0
0x00000841,0,0
0x00000842,0,0
0x00000843,0,0
0x00000844,0,0
0x00000845,0,0
0x00000846,0,0
0x00000847,1,1
0x00000848,1,1
0x00000849,1,1
0x0000084a,1,1
0x0000084b,0,0
0x0000084c,0,0
0x0000084d,0,0
0x0000084e,0,0
0x0000084f,0,0
0x00000850,0,0
0x00000851,0,0
0x00000852,0,0
0x00000853,0,0
0x00000854,0,0
0x00000855,0,0
0x00000856,0,0
0x00000857,0,0
0x00000858,0,0
0x00000859,0,0
0x0000085a,0,0
0x0000085b,0,0
0x0000085c,0,0
0x0000085d,0,0
0x0000085e,0,0
0x0000085f,0,0
0x00000860,0,0
0x00000861,0,0
0x00000862,0,0
0x00000863,0,0
0x00000864,0,0
0x00000865,0,0
0x00000866,0,0
0x00000867,0,0
0x00000868,0,0
0x00000869,0,0
0x0000086a,0,0
0x0000086b,0,0
0x0000086c,0,0
0x0000086d,0,0
0x0000086e,0,0
0x0000086f,0,0
0x00000870,0,0
0x00000871,0,0
0x00000872,0,0
0x00000873,0,0
0x00000874,0,0
0x00000875,0,0
0x00000876,0,0
0x00000877,0,0
0x00000878,0,0
0x00000879,0,0
0x0000087a,0,0
0x0000087b,0,0
0x0000087c,0,0
0x0000087d,0,0
0x0000087e,0,0
0x0000087f,0,0
0x00000880,0,0
0x00000881,0,0
0x00000882,0,0
0x00000883,0,0
0x00000884,0,0
0x00000885,0,0
0x00000886,0,0
0x00000887,0,0
0x00000888,0,0
0x00000889,0,0
0x0000088a,0,0
0x0000088b,0,0
0x0000088c,0,0
0x0000088d,0,0
0x0000088e,0,0
0x0000088f,0,0
0x00000890,0,0
0x00000891,0,0
0x00000892,0,0
0x00000893,0,0
0x00000894,0,0
0x00000895,0,0
0x00000896,0,0
0x00000897,0,0
0x00000898,0,0
0x00000899,0,0
0x0000089a,0,0
0x0000089b,0,0
0x0000089c,0,0
0x0000089d,1,1
0x0000089e,1,1
0x0000089f,1,1
0x000008a0,1,1
0x000008a1,1,1
0x000008a2,1,1
0x000008a3,1,1
0x000008a4,1,1
0x000008a5,1,1
0x000008a6,0,0
0x000008a7,0,0
0x000008a8,0,0
0x000008a9,0,0
0x000008aa,1,1
0x000008ab,1,1
0x000008ac,0,0
0x000008ad,0,0
0x000008ae,0,0
0x000008af,0,0
0x000008b0,0,0
0x000008b1,0,0
0x000008b2,0,0
0x000008b3,0,0
0x000008b4,0,0
0x000008b5,0,0
0x000008b6,0,0
0x000008b7,0,0
0x000008b8,0,0
0x000008b9,0,0
0x000008ba,0,0
0x000008bb,0,0
0x000008bc,0,0
0x000008bd,0,0
0x000008be,0,0
0x000008bf,0,0
0x000008c0,0,0
0x000008c1,0,0
0x000008c2,0,0
0x000008c3,0,0
0x000008c4,0,0
0x000008c5,0,0
0x000008c6,0,0
0x000008c7,0,0
0x000008c8,0,0
0x000008c9,0,0
0x000008ca,0,0
0x000008cb,0,0
0x000008cc,0,0
0x000008cd,0,0
0x000008ce,0,0
0x000008cf,0,0
0x000008d0,1,1
0x000008d1,1,1
0x000008d2,1,1
0x000008d3,1,1
0x000008d4,1,1
0x000008d5,0,0
0x000008d6,0,0
0x000008d7,0,0
0x000008d8,0,0
0x000008d9,0,0
0x000008da,0,0
0x000008db,0,0
0x000008dc,0,0
0x000008dd,0,0
0x000008de,0,0
0x000008df,0,0
0x000008e0,0,0
0x000008e1,0,0
0x000008e2,0,0
0x000008e3,0,0
0x000008e4,0,0
0x000008e5,0,0
0x000008e6,0,0
0x000008e7,0,0
0x000008e8,0,0
0x000008e9,0,0
0x000008ea,0,0
0x000008eb,0,0
0x000008ec,0,0
0x000008ed,0,0
0x000008ee,0,0
0x000008ef,0,0
0x000008f0,0,0
0x000008f1,0,0
0x000008f2,0,0
0x000008f3,0,0
0x000008f4,0,0
0x000008f5,0,0
0x000008f6,0,0
0x000008f7,0,0
0x000008f8,0,0
0x000008f9,0,0
0x000008fa,0,0
0x000008fb,0,0
0x000008fc,0,0
0x000008fd,0,0
0x000008fe,0,0
0x000008ff,0,0
0x00000900,0,0
0x00000901,0,0
0x00000902,0,0
0x00000903,0,0
0x00000904,0,0
0x00000905,0,0
0x00000906,0,0
0x00000907,0,0
0x00000908,0,0
0x00000909,0,0
0x0000090a,0,0
0x0000090b,0,0
0x0000090c,0,0
0x0000090d,0,0
0x0000090e,0,0
0x0000090f,0,0
0x00000910,0,0
0x00000911,0,0
0x00000912,0,0
0x00000913,0,0
0x00000914,0,0
0x00000915,0,0
0x00000916,0,0
0x00000917,0,0
0x00000918,0,0
0x00000919,0,0
0x0000091a,0,0
0x0000091b,0,0
0x0000091c,0,0
0x0000091d,0,0
0x0000091e,0,0
0x0000091f,0,0
0x00000920,1,1
0x00000921,1,1
0x00000922,1,1
0x00000923,1,1
0x00000924,1,1
0x00000925,1,1
0x00000926,1,1
0x00000927,0,0
0x00000928,0,0
0x00000929,0,0
0x0000092a,0,0
0x0000092b,0,0
0x0000092c,0,0
0x0000092d,0,0
0x0000092e,0,0
0x0000092f,1,1
0x00000930,1,1
0x00000931,1,1
0x00000932,1,1
0x00000933,1,1
0x00000934,1,1
0x00000935,1,1
0x00000936,1,1
0x00000937,1,1
0x00000938,1,1
0x00000939,1,1
0x0000093a,1,1
0x0000093b,1,1
0x0000093c,1,1
0x0000093d,1,1
0x0000093e,1,1
0x0000093f,1,1
0x00000940,1,1
0x00000941,1,1
0x00000942,1,1
0x00000943,1,1
0x00000944,0,0
0x00000945,0,0
0x00000946,0,0
0x00000947,0,0
0x00000948,0,0
0x00000949,0,0
0x0000094a,0,0
0x0000094b,0,0
0x0000094c,0,0
0x0000094d,0,0
0x0000094e,0,0
0x0000094f,0,0
0x00000950,0,0
0x00000951,0,0
0x00000952,0,0
0x00000953,0,0
0x00000954,0,0
0x00000955,0,0
0x00000956,0,0
0x00000957,0,0
0x00000958,0,0
0x00000959,0,0
0x0000095a,0,0
0x0000095b,0,0
0x0000095c,0,0
0x0000095d,0,0
0x0000095e,0,0
0x0000095f,0,0
0x00000960,0,0
0x00000961,0,0
0x00000962,0,0
0x00000963,0,0
0x00000964,0,0
0x00000965,0,0
0x00000966,0,0
0x00000967,0,0
0x00000968,0,0
0x00000969,0,0
0x0000096a,0,0
0x0000096b,0,0
0x0000096c,0,0
0x0000096d,0,0
0x0000096e,0,0
0x0000096f,0,0
0x00000970,0,0
0x00000971,0,0
0x00000972,0,0
0x00000973,0,0
0x00000974,0,0
0x00000975,0,0
0x00000976,0,0
0x00000977,0,0
0x00000978,0,0
0x00000979,0,0
0x0000097a,0,0
0x0000097b,0,0
0x0000097c,0,0
0x0000097d,0,0
0x0000097e,0,0
0x0000097f,0,0
0x00000980,0,0
0x00000981,0,0
0x00000982,0,0
0x00000983,0,0
0x00000984,0,0
0x00000985,0,0
0x00000986,0,0
0x00000987,0,0
0x00000988,0,0
0x00000989,0,0
0x0000098a,0,0
0x0000098b,0,0
0x0000098c,0,0
0x0000098d,0,0
0x0000098e,0,0
0x0000098f,0,0
0x00000990,0,0
0x00000991,0,0
0x00000992,0,0
0x00000993,0,0
0x00000994,0,0
0x00000995,0,0
0x00000996,0,0
0x00000997,0,0
0x00000998,0,0
0x00000999,0,0
0x0000099a,0,0
0x0000099b,0,0
0x0000099c,0,0
0x0000099d,0,0
0x0000099e,0,0
0x0000099f,0,0
0x000009a0,0,0
0x000009a1,0,0
0x000009a2,0,0
0x000009a3,0,0
0x000009a4,0,0
0x000009a5,0,0
0x000009a6,0,0
0x000009a7,0,0
0x000009a8,0,0
0x000009a9,0,0
0x000009aa,0,0
0x000009ab,0,0
0x000009ac,0,0
0x000009ad,0,0
0x000009ae,0,0
0x000009af,0,0
0x000009b0,0,0
0x000009b1,0,0
0x000009b2,0,0
0x000009b3,0,0
0x000009b4,0,0
0x000009b5,0,0
0x000009b6,0,0
0x000009b7,0,0
0x000009b8,0,0
0x000009b9,0,0
0x000009ba,0,0
0x000009bb,0,0
0x000009bc,0,0
0x000009bd,0,0
0x000009be,1,1
0x000009bf,1,1
0x000009c0,1,1
0x000009c1,1,1
0x000009c2,1,1
0x000009c3,1,1
0x000009c4,1,1
0x000009c5,1,1
0x000009c6,1,1
0x000009c7,1,1
0x000009c8,1,1
0x000009c9,1,1
0x000009ca,1,1
0x000009cb,0,0
0x000009cc,1,1
0x000009cd,1,1
0x000009ce,1,1
0x000009cf,1,1
0x000009d0,1,1
0x000009d1,1,1
0x000009d2,1,1
0x000009d3,1,1
0x000009d4,1,1
0x000009d5,0,0
0x000009d6,0,0
0x000009d7,0,0
0x000009d8,5028,5028
0x000009d9,5028,5028
0x000009da,5028,5028
0x000009db,5028,5028
0x000009dc,5028,5028
0x000009dd,5028,5028
0x000009de,5028,5028
0x000009df,5028,5028
0x000009e0,5028,5028
0x000009e1,5028,5028
0x000009e2,5028,5028
0x000009e3,5028,5028
0x000009e4,5028,5028
0x000009e5,5028,5028
0x000009e6,5028,5028
0x000009e7,5028,5028
0x000009e8,5028,5028
0x000009e9,5028,5028
0x000009ea,5028,5028
0x000009eb,5028,5028
0x000009ec,5028,5028
0x000009ed,5028,5028
0x000009ee,5028,5028
0x000009ef,5028,5028
0x000009f0,5028,5028
0x000009f1,5028,5028
0x000009f2,5028,5028
0x000009f3,5028,5028
0x000009f4,5028,5028
0x000009f5,5028,5028
0x000009f6,5028,5028
0x000009f7,5028,5028
0x000009f8,5028,5028
0x000009f9,5028,5028
0x000009fa,1005,1005
0x000009fb,1005,1005
0x000009fc,1005,1005
0x000009fd,1005,1005
0x000009fe,1005,1005
0x000009ff,1005,1005
0x00000a00,1005,1005
0x00000a01,1005,1005
0x00000a02,1005,1005
0x00000a03,1005,1005
0x00000a04,1005,1005
0x00000a05,1005,1005
0x00000a06,0,0
0x00000a07,0,0
0x00000a08,0,0
0x00000a09,0,0
0x00000a0a,1005,1005
0x00000a0b,1005,1005
0x00000a0c,1005,1005
0x00000a0d,1005,1005
0x00000a0e,1005,1005
0x00000a0f,1005,1005
0x00000a10,0,0
0x00000a11,0,0
0x00000a12,0,0
0x00000a13,0,0
0x00000a14,0,0
0x00000a15,0,0
0x00000a16,1005,1005
0x00000a17,1005,1005
0x00000a18,1005,1005
0x00000a19,1005,1005
0x00000a1a,1005,1005
0x00000a1b,1005,1005
0x00000a1c,1005,1005
0x00000a1d,1005,1005
0x00000a1e,1005,1005
0x00000a1f,1005,1005
0x00000a20,1005,1005
0x00000a21,1005,1005
0x00000a22,4023,4023
0x00000a23,4023,4023
0x00000a24,4023,4023
0x00000a25,4023,4023
