Type:uinteger,Time:ulong,Error:uinteger,Master:string,Message:string,Event:string,EventClass:string,Data1:string,Data2:string,SeqNo:ulong,Logger:string,Module:string,Domain:string,Local Time:ulong,Arg1:uinteger,Arg2:uinteger,Arg3:uinteger,Arg4:uinteger,Arg5:uinteger,Arg6:uinteger,Arg7:uinteger,Arg8:uinteger,Block Arg:string,
,52298773267,0,C64XP_B,LM_tick: tick: 44212,Clock_LM_tick,Unknown,,,61402,SYSBIOS System Logger,ti.sysbios.knl.Clock,ti.sysbios.knl.Clock,35034483895,44212,,,,,,,,,
,52298773618,0,C64XP_B,"LM_post: swi: 0x8745e8, func: 0x294980, pri: 15",Swi_LM_post,Unknown,,,61403,SYSBIOS System Logger,ti.sysbios.knl.Swi,ti.sysbios.knl.Swi,35034484143,8865256,2705792,15,0,,,,,,
,52298773995,0,C64XP_B,LD_end: hwi: 0x8743c0,Stop,HWI,ti_sysbios_knl_Clock_doTick__I(),,61404,SYSBIOS System Logger,_ti.uia.events.UIAHWICtx,ti.sysbios.family.c64p.Hwi,35034484402,8864704,,,,,,,,,
,52298774407,0,C64XP_B,"LM_begin: swi: 0x8745e8, func: 0x294980, preThread: 0",Start,SWI,ti_sysbios_knl_Clock_workFunc__E(),,61405,SYSBIOS System Logger,_ti.uia.events.UIASWICtx,ti.sysbios.knl.Swi,35034484693,8865256,2705792,0,0,,,,,,
,52298774981,0,C64XP_B,LD_end: swi: 0x8745e8,Stop,SWI,ti_sysbios_knl_Clock_workFunc__E(),,61406,SYSBIOS System Logger,_ti.uia.events.UIASWICtx,ti.sysbios.knl.Swi,35034485093,8865256,,,,,,,,,
,52299772807,0,C64XP_B,"LM_begin: hwi: 0x8743c0, func: 0x2a9820, preThread: 2, intNum: 14, irp: 0x2aa8b0",Start,HWI,ti_sysbios_knl_Clock_doTick__I(),,61407,SYSBIOS System Logger,_ti.uia.events.UIAHWICtx,ti.sysbios.family.c64p.Hwi,35035183572,8864704,2791456,2,14,2795696,0,0,0,,
,52299773210,0,C64XP_B,LM_tick: tick: 44213,Clock_LM_tick,Unknown,,,61408,SYSBIOS System Logger,ti.sysbios.knl.Clock,ti.sysbios.knl.Clock,35035183855,44213,,,,,,,,,
,52299773561,0,C64XP_B,"LM_post: swi: 0x8745e8, func: 0x294980, pri: 15",Swi_LM_post,Unknown,,,61409,SYSBIOS System Logger,ti.sysbios.knl.Swi,ti.sysbios.knl.Swi,35035184103,8865256,2705792,15,0,,,,,,
,52299773938,0,C64XP_B,LD_end: hwi: 0x8743c0,Stop,HWI,ti_sysbios_knl_Clock_doTick__I(),,61410,SYSBIOS System Logger,_ti.uia.events.UIAHWICtx,ti.sysbios.family.c64p.Hwi,35035184362,8864704,,,,,,,,,
,52299774350,0,C64XP_B,"LM_begin: swi: 0x8745e8, func: 0x294980, preThread: 0",Start,SWI,ti_sysbios_knl_Clock_workFunc__E(),,61411,SYSBIOS System Logger,_ti.uia.events.UIASWICtx,ti.sysbios.knl.Swi,35035184653,8865256,2705792,0,0,,,,,,
,52299774924,0,C64XP_B,LD_end: swi: 0x8745e8,Stop,SWI,ti_sysbios_knl_Clock_workFunc__E(),,61412,SYSBIOS System Logger,_ti.uia.events.UIASWICtx,ti.sysbios.knl.Swi,35035185053,8865256,,,,,,,,,
,52300322510,0,C64XP_B,"LM_begin: hwi: 0x8532d8, func: 0x2a81a0, preThread: 2, intNum: 5, irp: 0x29dde6",Start,HWI,ti_sdo_ipc_family_c647x_Interrupt_intShmStub__I(),,61413,SYSBIOS System Logger,_ti.uia.events.UIAHWICtx,ti.sysbios.family.c64p.Hwi,35035568362,8729304,2785696,2,5,2743782,0,0,0,,
,52300324327,0,C64XP_B,"LM_post: swi: 0x853644, func: 0x2a9fe0, pri: 15",Swi_LM_post,Unknown,,,61414,SYSBIOS System Logger,ti.sysbios.knl.Swi,ti.sysbios.knl.Swi,35035569638,8730180,2793440,15,0,,,,,,
,52300326427,0,C64XP_B,LD_end: hwi: 0x8532d8,Stop,HWI,ti_sdo_ipc_family_c647x_Interrupt_intShmStub__I(),,61415,SYSBIOS System Logger,_ti.uia.events.UIAHWICtx,ti.sysbios.family.c64p.Hwi,35035571108,8729304,,,,,,,,,
,52300326847,0,C64XP_B,"LM_begin: swi: 0x853644, func: 0x2a9fe0, preThread: 0",Start,SWI,ti_sdo_ipc_transports_TransportShm_swiFxn__I(),,61416,SYSBIOS System Logger,_ti.uia.events.UIASWICtx,ti.sysbios.knl.Swi,35035571401,8730180,2793440,0,0,,,,,,
,52300331827,0,C64XP_B,"LM_post: sem: 0x855b18, count: 0",Semaphore_LM_post,Unknown,,,61417,SYSBIOS System Logger,ti.sysbios.knl.Semaphore,ti.sysbios.knl.Semaphore,35035574887,8739608,0,,,,,,,,
,52300332410,0,C64XP_B,"LD_ready: tsk: 0x854950, func: 0x252244, pri: 1",Task_LD_ready,Unknown,tsk1_func(),,61418,SYSBIOS System Logger,ti.sysbios.knl.Task,ti.sysbios.knl.Task,35035575295,8735056,2433604,1,0,,,,,,
,52300335067,0,C64XP_B,LD_end: swi: 0x853644,Stop,SWI,ti_sdo_ipc_transports_TransportShm_swiFxn__I(),,61419,SYSBIOS System Logger,_ti.uia.events.UIASWICtx,ti.sysbios.knl.Swi,35035577157,8730180,,,,,,,,,
,52300336053,0,C64XP_B,"LM_switch: oldtsk: 0x874708, oldfunc: 0x2aa860, newtsk: 0x854950, newfunc: 0x252244",CtxChg,TSK,tsk1_func(),,61420,SYSBIOS System Logger,_ti.uia.events.UIAThreadCtx,ti.sysbios.knl.Task,35035577845,8865544,2795616,8735056,2433604,,,,,,
6,52300336970,0,C64XP_B,Start: Math Oprns:,Start,,Math Oprns:,,759,Main Logger,ti.uia.events.UIABenchmark,xdc.runtime.Main,35035578487,8964862,,,,,,,,,
6,52300337484,0,C64XP_B,"StartInstanceWithAdrs: task=0x854950, fnAdrs=0x252cb0:",Start,FUNC,matmult().854950,matmult(),760,Main Logger,ti.uia.events.UIABenchmark,xdc.runtime.Main,35035578846,8964532,8735056,2436272,0,,,,,,
,52300772861,0,C64XP_B,"LM_begin: hwi: 0x8743c0, func: 0x2a9820, preThread: 2, intNum: 14, irp: 0x252de2",Start,HWI,ti_sysbios_knl_Clock_doTick__I(),,61421,SYSBIOS System Logger,_ti.uia.events.UIAHWICtx,ti.sysbios.family.c64p.Hwi,35035883610,8864704,2791456,2,14,2436578,0,0,0,,
,52300773281,0,C64XP_B,LM_tick: tick: 44214,Clock_LM_tick,Unknown,,,61422,SYSBIOS System Logger,ti.sysbios.knl.Clock,ti.sysbios.knl.Clock,35035883907,44214,,,,,,,,,
,52300773736,0,C64XP_B,"LM_post: swi: 0x8745e8, func: 0x294980, pri: 15",Swi_LM_post,Unknown,,,61423,SYSBIOS System Logger,ti.sysbios.knl.Swi,ti.sysbios.knl.Swi,35035884220,8865256,2705792,15,0,,,,,,
,52300774121,0,C64XP_B,LD_end: hwi: 0x8743c0,Stop,HWI,ti_sysbios_knl_Clock_doTick__I(),,61424,SYSBIOS System Logger,_ti.uia.events.UIAHWICtx,ti.sysbios.family.c64p.Hwi,35035884491,8864704,,,,,,,,,
,52300774516,0,C64XP_B,"LM_begin: swi: 0x8745e8, func: 0x294980, preThread: 0",Start,SWI,ti_sysbios_knl_Clock_workFunc__E(),,61425,SYSBIOS System Logger,_ti.uia.events.UIASWICtx,ti.sysbios.knl.Swi,35035884767,8865256,2705792,0,0,,,,,,
,52300775141,0,C64XP_B,LD_end: swi: 0x8745e8,Stop,SWI,ti_sysbios_knl_Clock_workFunc__E(),,61426,SYSBIOS System Logger,_ti.uia.events.UIASWICtx,ti.sysbios.knl.Swi,35035885205,8865256,,,,,,,,,
6,52301197978,0,C64XP_B,"StopInstanceWithAdrs: task=0x854950, fnAdrs=0x252cb0:",Stop,FUNC,matmult().854950,matmult(),761,Main Logger,ti.uia.events.UIABenchmark,xdc.runtime.Main,35036181193,8964532,8735056,2436272,0,,,,,,
6,52301198433,0,C64XP_B,"StartInstanceWithAdrs: task=0x854950, fnAdrs=0x2529c4:",Start,FUNC,exponentialFunction().854950,exponentialFunction(),762,Main Logger,ti.uia.events.UIABenchmark,xdc.runtime.Main,35036181510,8964532,8735056,2435524,0,,,,,,
6,52301198810,0,C64XP_B,"VALUE=700 (AuxData=0, 0) Key:Terms",UIAEvt_intWithKey,Unknown,Terms,700,763,Main Logger,ti.uia.events.UIAEvt,xdc.runtime.Main,35036181774,700,0,0,8964884,,,,,,
6,52301467010,0,C64XP_B,"StopInstanceWithAdrs: task=0x854950, fnAdrs=0x2529c4:",Stop,FUNC,exponentialFunction().854950,exponentialFunction(),764,Main Logger,ti.uia.events.UIABenchmark,xdc.runtime.Main,35036369517,8964532,8735056,2435524,0,,,,,,
6,52301467430,0,C64XP_B,Stop: Math Oprns:,Stop,,Math Oprns:,,765,Main Logger,ti.uia.events.UIABenchmark,xdc.runtime.Main,35036369811,8964862,,,,,,,,,
,52301476353,0,C64XP_B,"LM_pend: sem: 0x855b18, count: 0, timeout: -1",Semaphore_LM_pend,Unknown,,,61427,SYSBIOS System Logger,ti.sysbios.knl.Semaphore,ti.sysbios.knl.Semaphore,35036376057,8739608,0,4294967295,0,,,,,,
,52301476936,0,C64XP_B,"LD_block: tsk: 0x854950, func: 0x252244",Task_LD_block,Unknown,tsk1_func(),,61428,SYSBIOS System Logger,ti.sysbios.knl.Task,ti.sysbios.knl.Task,35036376465,8735056,2433604,,,,,,,,
,52301477861,0,C64XP_B,"LM_switch: oldtsk: 0x854950, oldfunc: 0x252244, newtsk: 0x874708, newfunc: 0x2aa860",CtxChg,TSK,TSK_idle,,61429,SYSBIOS System Logger,_ti.uia.events.UIAThreadCtx,ti.sysbios.knl.Task,35036377108,8735056,2433604,8865544,2795616,,,,,,
,52301772941,0,C64XP_B,"LM_begin: hwi: 0x8743c0, func: 0x2a9820, preThread: 2, intNum: 14, irp: 0x29dde6",Start,HWI,ti_sysbios_knl_Clock_doTick__I(),,61430,SYSBIOS System Logger,_ti.uia.events.UIAHWICtx,ti.sysbios.family.c64p.Hwi,35036583667,8864704,2791456,2,14,2743782,0,0,0,,
,52301773396,0,C64XP_B,LM_tick: tick: 44215,Clock_LM_tick,Unknown,,,61431,SYSBIOS System Logger,ti.sysbios.knl.Clock,ti.sysbios.knl.Clock,35036583984,44215,,,,,,,,,
,52301773807,0,C64XP_B,"LM_post: swi: 0x8745e8, func: 0x294980, pri: 15",Swi_LM_post,Unknown,,,61432,SYSBIOS System Logger,ti.sysbios.knl.Swi,ti.sysbios.knl.Swi,35036584271,8865256,2705792,15,0,,,,,,
,52301774193,0,C64XP_B,LD_end: hwi: 0x8743c0,Stop,HWI,ti_sysbios_knl_Clock_doTick__I(),,61433,SYSBIOS System Logger,_ti.uia.events.UIAHWICtx,ti.sysbios.family.c64p.Hwi,35036584543,8864704,,,,,,,,,
,52301774613,0,C64XP_B,"LM_begin: swi: 0x8745e8, func: 0x294980, preThread: 0",Start,SWI,ti_sysbios_knl_Clock_workFunc__E(),,61434,SYSBIOS System Logger,_ti.uia.events.UIASWICtx,ti.sysbios.knl.Swi,35036584835,8865256,2705792,0,0,,,,,,
,52301775238,0,C64XP_B,LD_end: swi: 0x8745e8,Stop,SWI,ti_sysbios_knl_Clock_workFunc__E(),,61435,SYSBIOS System Logger,_ti.uia.events.UIASWICtx,ti.sysbios.knl.Swi,35036585275,8865256,,,,,,,,,
,52302772807,0,C64XP_B,"LM_begin: hwi: 0x8743c0, func: 0x2a9820, preThread: 2, intNum: 14, irp: 0x2b0130",Start,HWI,ti_sysbios_knl_Clock_doTick__I(),,61436,SYSBIOS System Logger,_ti.uia.events.UIAHWICtx,ti.sysbios.family.c64p.Hwi,35037283574,8864704,2791456,2,14,2818352,0,0,0,,
,52302773210,0,C64XP_B,LM_tick: tick: 44216,Clock_LM_tick,Unknown,,,61437,SYSBIOS System Logger,ti.sysbios.knl.Clock,ti.sysbios.knl.Clock,35037283857,44216,,,,,,,,,
,52302773570,0,C64XP_B,"LM_post: swi: 0x8745e8, func: 0x294980, pri: 15",Swi_LM_post,Unknown,,,61438,SYSBIOS System Logger,ti.sysbios.knl.Swi,ti.sysbios.knl.Swi,35037284105,8865256,2705792,15,0,,,,,,
,52302773938,0,C64XP_B,LD_end: hwi: 0x8743c0,Stop,HWI,ti_sysbios_knl_Clock_doTick__I(),,61439,SYSBIOS System Logger,_ti.uia.events.UIAHWICtx,ti.sysbios.family.c64p.Hwi,35037284364,8864704,,,,,,,,,
,52302774350,0,C64XP_B,"LM_begin: swi: 0x8745e8, func: 0x294980, preThread: 0",Start,SWI,ti_sysbios_knl_Clock_workFunc__E(),,61440,SYSBIOS System Logger,_ti.uia.events.UIASWICtx,ti.sysbios.knl.Swi,35037284655,8865256,2705792,0,0,,,,,,
,52302774924,0,C64XP_B,LD_end: swi: 0x8745e8,Stop,SWI,ti_sysbios_knl_Clock_workFunc__E(),,61441,SYSBIOS System Logger,_ti.uia.events.UIASWICtx,ti.sysbios.knl.Swi,35037285055,8865256,,,,,,,,,
,52303772853,0,C64XP_B,"LM_begin: hwi: 0x8743c0, func: 0x2a9820, preThread: 2, intNum: 14, irp: 0x29dd84",Start,HWI,ti_sysbios_knl_Clock_doTick__I(),,61442,SYSBIOS System Logger,_ti.uia.events.UIAHWICtx,ti.sysbios.family.c64p.Hwi,35037983602,8864704,2791456,2,14,2743684,0,0,0,,
,52303773256,0,C64XP_B,LM_tick: tick: 44217,Clock_LM_tick,Unknown,,,61443,SYSBIOS System Logger,ti.sysbios.knl.Clock,ti.sysbios.knl.Clock,35037983885,44217,,,,,,,,,
,52303773607,0,C64XP_B,"LM_post: swi: 0x8745e8, func: 0x294980, pri: 15",Swi_LM_post,Unknown,,,61444,SYSBIOS System Logger,ti.sysbios.knl.Swi,ti.sysbios.knl.Swi,35037984133,8865256,2705792,15,0,,,,,,
,52303773976,0,C64XP_B,LD_end: hwi: 0x8743c0,Stop,HWI,ti_sysbios_knl_Clock_doTick__I(),,61445,SYSBIOS System Logger,_ti.uia.events.UIAHWICtx,ti.sysbios.family.c64p.Hwi,35037984392,8864704,,,,,,,,,
,52303774396,0,C64XP_B,"LM_begin: swi: 0x8745e8, func: 0x294980, preThread: 0",Start,SWI,ti_sysbios_knl_Clock_workFunc__E(),,61446,SYSBIOS System Logger,_ti.uia.events.UIASWICtx,ti.sysbios.knl.Swi,35037984683,8865256,2705792,0,0,,,,,,
,52303774961,0,C64XP_B,LD_end: swi: 0x8745e8,Stop,SWI,ti_sysbios_knl_Clock_workFunc__E(),,61447,SYSBIOS System Logger,_ti.uia.events.UIASWICtx,ti.sysbios.knl.Swi,35037985083,8865256,,,,,,,,,
,52304772847,0,C64XP_B,"LM_begin: hwi: 0x8743c0, func: 0x2a9820, preThread: 2, intNum: 14, irp: 0x29dde6",Start,HWI,ti_sysbios_knl_Clock_doTick__I(),,61448,SYSBIOS System Logger,_ti.uia.events.UIAHWICtx,ti.sysbios.family.c64p.Hwi,35038683600,8864704,2791456,2,14,2743782,0,0,0,,
,52304773250,0,C64XP_B,LM_tick: tick: 44218,Clock_LM_tick,Unknown,,,61449,SYSBIOS System Logger,ti.sysbios.knl.Clock,ti.sysbios.knl.Clock,35038683883,44218,,,,,,,,,
,52304773601,0,C64XP_B,"LM_post: swi: 0x8745e8, func: 0x294980, pri: 15",Swi_LM_post,Unknown,,,61450,SYSBIOS System Logger,ti.sysbios.knl.Swi,ti.sysbios.knl.Swi,35038684131,8865256,2705792,15,0,,,,,,
,52304773978,0,C64XP_B,LD_end: hwi: 0x8743c0,Stop,HWI,ti_sysbios_knl_Clock_doTick__I(),,61451,SYSBIOS System Logger,_ti.uia.events.UIAHWICtx,ti.sysbios.family.c64p.Hwi,35038684390,8864704,,,,,,,,,
,52304774390,0,C64XP_B,"LM_begin: swi: 0x8745e8, func: 0x294980, preThread: 0",Start,SWI,ti_sysbios_knl_Clock_workFunc__E(),,61452,SYSBIOS System Logger,_ti.uia.events.UIASWICtx,ti.sysbios.knl.Swi,35038684681,8865256,2705792,0,0,,,,,,
,52304774964,0,C64XP_B,LD_end: swi: 0x8745e8,Stop,SWI,ti_sysbios_knl_Clock_workFunc__E(),,61453,SYSBIOS System Logger,_ti.uia.events.UIASWICtx,ti.sysbios.knl.Swi,35038685081,8865256,,,,,,,,,
,52305772816,0,C64XP_B,"LM_begin: hwi: 0x8743c0, func: 0x2a9820, preThread: 2, intNum: 14, irp: 0x2aa86c",Start,HWI,ti_sysbios_knl_Clock_doTick__I(),,61454,SYSBIOS System Logger,_ti.uia.events.UIAHWICtx,ti.sysbios.family.c64p.Hwi,35039383580,8864704,2791456,2,14,2795628,0,0,0,,
,52305773218,0,C64XP_B,LM_tick: tick: 44219,Clock_LM_tick,Unknown,,,61455,SYSBIOS System Logger,ti.sysbios.knl.Clock,ti.sysbios.knl.Clock,35039383863,44219,,,,,,,,,
,52305773578,0,C64XP_B,"LM_post: swi: 0x8745e8, func: 0x294980, pri: 15",Swi_LM_post,Unknown,,,61456,SYSBIOS System Logger,ti.sysbios.knl.Swi,ti.sysbios.knl.Swi,35039384111,8865256,2705792,15,0,,,,,,
,52305773947,0,C64XP_B,LD_end: hwi: 0x8743c0,Stop,HWI,ti_sysbios_knl_Clock_doTick__I(),,61457,SYSBIOS System Logger,_ti.uia.events.UIAHWICtx,ti.sysbios.family.c64p.Hwi,35039384370,8864704,,,,,,,,,
,52305774358,0,C64XP_B,"LM_begin: swi: 0x8745e8, func: 0x294980, preThread: 0",Start,SWI,ti_sysbios_knl_Clock_workFunc__E(),,61458,SYSBIOS System Logger,_ti.uia.events.UIASWICtx,ti.sysbios.knl.Swi,35039384661,8865256,2705792,0,0,,,,,,
,52305774933,0,C64XP_B,LD_end: swi: 0x8745e8,Stop,SWI,ti_sysbios_knl_Clock_workFunc__E(),,61459,SYSBIOS System Logger,_ti.uia.events.UIASWICtx,ti.sysbios.knl.Swi,35039385063,8865256,,,,,,,,,
,52306772818,0,C64XP_B,"LM_begin: hwi: 0x8743c0, func: 0x2a9820, preThread: 2, intNum: 14, irp: 0x2aa8a8",Start,HWI,ti_sysbios_knl_Clock_doTick__I(),,61460,SYSBIOS System Logger,_ti.uia.events.UIAHWICtx,ti.sysbios.family.c64p.Hwi,35040083582,8864704,2791456,2,14,2795688,0,0,0,,
,52306773221,0,C64XP_B,LM_tick: tick: 44220,Clock_LM_tick,Unknown,,,61461,SYSBIOS System Logger,ti.sysbios.knl.Clock,ti.sysbios.knl.Clock,35040083865,44220,,,,,,,,,
,52306773581,0,C64XP_B,"LM_post: swi: 0x8745e8, func: 0x294980, pri: 15",Swi_LM_post,Unknown,,,61462,SYSBIOS System Logger,ti.sysbios.knl.Swi,ti.sysbios.knl.Swi,35040084113,8865256,2705792,15,0,,,,,,
,52306773950,0,C64XP_B,LD_end: hwi: 0x8743c0,Stop,HWI,ti_sysbios_knl_Clock_doTick__I(),,61463,SYSBIOS System Logger,_ti.uia.events.UIAHWICtx,ti.sysbios.family.c64p.Hwi,35040084372,8864704,,,,,,,,,
,52306774361,0,C64XP_B,"LM_begin: swi: 0x8745e8, func: 0x294980, preThread: 0",Start,SWI,ti_sysbios_knl_Clock_workFunc__E(),,61464,SYSBIOS System Logger,_ti.uia.events.UIASWICtx,ti.sysbios.knl.Swi,35040084663,8865256,2705792,0,0,,,,,,
,52306774936,0,C64XP_B,LD_end: swi: 0x8745e8,Stop,SWI,ti_sysbios_knl_Clock_workFunc__E(),,61465,SYSBIOS System Logger,_ti.uia.events.UIASWICtx,ti.sysbios.knl.Swi,35040085063,8865256,,,,,,,,,
,52307772830,0,C64XP_B,"LM_begin: hwi: 0x8743c0, func: 0x2a9820, preThread: 2, intNum: 14, irp: 0x29dccc",Start,HWI,ti_sysbios_knl_Clock_doTick__I(),,61466,SYSBIOS System Logger,_ti.uia.events.UIAHWICtx,ti.sysbios.family.c64p.Hwi,35040783586,8864704,2791456,2,14,2743500,0,0,0,,
,52307773233,0,C64XP_B,LM_tick: tick: 44221,Clock_LM_tick,Unknown,,,61467,SYSBIOS System Logger,ti.sysbios.knl.Clock,ti.sysbios.knl.Clock,35040783869,44221,,,,,,,,,
,52307773584,0,C64XP_B,"LM_post: swi: 0x8745e8, func: 0x294980, pri: 15",Swi_LM_post,Unknown,,,61468,SYSBIOS System Logger,ti.sysbios.knl.Swi,ti.sysbios.knl.Swi,35040784117,8865256,2705792,15,0,,,,,,
,52307773953,0,C64XP_B,LD_end: hwi: 0x8743c0,Stop,HWI,ti_sysbios_knl_Clock_doTick__I(),,61469,SYSBIOS System Logger,_ti.uia.events.UIAHWICtx,ti.sysbios.family.c64p.Hwi,35040784376,8864704,,,,,,,,,
,52307774373,0,C64XP_B,"LM_begin: swi: 0x8745e8, func: 0x294980, preThread: 0",Start,SWI,ti_sysbios_knl_Clock_workFunc__E(),,61470,SYSBIOS System Logger,_ti.uia.events.UIASWICtx,ti.sysbios.knl.Swi,35040784667,8865256,2705792,0,0,,,,,,
,52307774938,0,C64XP_B,LD_end: swi: 0x8745e8,Stop,SWI,ti_sysbios_knl_Clock_workFunc__E(),,61471,SYSBIOS System Logger,_ti.uia.events.UIASWICtx,ti.sysbios.knl.Swi,35040785067,8865256,,,,,,,,,
,52308772841,0,C64XP_B,"LM_begin: hwi: 0x8743c0, func: 0x2a9820, preThread: 2, intNum: 14, irp: 0x29dd84",Start,HWI,ti_sysbios_knl_Clock_doTick__I(),,61472,SYSBIOS System Logger,_ti.uia.events.UIAHWICtx,ti.sysbios.family.c64p.Hwi,35041483594,8864704,2791456,2,14,2743684,0,0,0,,
,52308773244,0,C64XP_B,LM_tick: tick: 44222,Clock_LM_tick,Unknown,,,61473,SYSBIOS System Logger,ti.sysbios.knl.Clock,ti.sysbios.knl.Clock,35041483877,44222,,,,,,,,,
,52308773596,0,C64XP_B,"LM_post: swi: 0x8745e8, func: 0x294980, pri: 15",Swi_LM_post,Unknown,,,61474,SYSBIOS System Logger,ti.sysbios.knl.Swi,ti.sysbios.knl.Swi,35041484125,8865256,2705792,15,0,,,,,,
,52308773964,0,C64XP_B,LD_end: hwi: 0x8743c0,Stop,HWI,ti_sysbios_knl_Clock_doTick__I(),,61475,SYSBIOS System Logger,_ti.uia.events.UIAHWICtx,ti.sysbios.family.c64p.Hwi,35041484384,8864704,,,,,,,,,
,52308774384,0,C64XP_B,"LM_begin: swi: 0x8745e8, func: 0x294980, preThread: 0",Start,SWI,ti_sysbios_knl_Clock_workFunc__E(),,61476,SYSBIOS System Logger,_ti.uia.events.UIASWICtx,ti.sysbios.knl.Swi,35041484675,8865256,2705792,0,0,,,,,,
,52308774950,0,C64XP_B,LD_end: swi: 0x8745e8,Stop,SWI,ti_sysbios_knl_Clock_workFunc__E(),,61477,SYSBIOS System Logger,_ti.uia.events.UIASWICtx,ti.sysbios.knl.Swi,35041485075,8865256,,,,,,,,,
,52309772836,0,C64XP_B,"LM_begin: hwi: 0x8743c0, func: 0x2a9820, preThread: 2, intNum: 14, irp: 0x29dde6",Start,HWI,ti_sysbios_knl_Clock_doTick__I(),,61478,SYSBIOS System Logger,_ti.uia.events.UIAHWICtx,ti.sysbios.family.c64p.Hwi,35042183592,8864704,2791456,2,14,2743782,0,0,0,,
,52309773238,0,C64XP_B,LM_tick: tick: 44223,Clock_LM_tick,Unknown,,,61479,SYSBIOS System Logger,ti.sysbios.knl.Clock,ti.sysbios.knl.Clock,35042183875,44223,,,,,,,,,
,52309773590,0,C64XP_B,"LM_post: swi: 0x8745e8, func: 0x294980, pri: 15",Swi_LM_post,Unknown,,,61480,SYSBIOS System Logger,ti.sysbios.knl.Swi,ti.sysbios.knl.Swi,35042184123,8865256,2705792,15,0,,,,,,
,52309773967,0,C64XP_B,LD_end: hwi: 0x8743c0,Stop,HWI,ti_sysbios_knl_Clock_doTick__I(),,61481,SYSBIOS System Logger,_ti.uia.events.UIAHWICtx,ti.sysbios.family.c64p.Hwi,35042184382,8864704,,,,,,,,,
,52309774378,0,C64XP_B,"LM_begin: swi: 0x8745e8, func: 0x294980, preThread: 0",Start,SWI,ti_sysbios_knl_Clock_workFunc__E(),,61482,SYSBIOS System Logger,_ti.uia.events.UIASWICtx,ti.sysbios.knl.Swi,35042184673,8865256,2705792,0,0,,,,,,
,52309774953,0,C64XP_B,LD_end: swi: 0x8745e8,Stop,SWI,ti_sysbios_knl_Clock_workFunc__E(),,61483,SYSBIOS System Logger,_ti.uia.events.UIASWICtx,ti.sysbios.knl.Swi,35042185073,8865256,,,,,,,,,
,52310772830,0,C64XP_B,"LM_begin: hwi: 0x8743c0, func: 0x2a9820, preThread: 2, intNum: 14, irp: 0x2aa8a8",Start,HWI,ti_sysbios_knl_Clock_doTick__I(),,61484,SYSBIOS System Logger,_ti.uia.events.UIAHWICtx,ti.sysbios.family.c64p.Hwi,35042883590,8864704,2791456,2,14,2795688,0,0,0,,
,52310773233,0,C64XP_B,LM_tick: tick: 44224,Clock_LM_tick,Unknown,,,61485,SYSBIOS System Logger,ti.sysbios.knl.Clock,ti.sysbios.knl.Clock,35042883873,44224,,,,,,,,,
,52310773593,0,C64XP_B,"LM_post: swi: 0x8745e8, func: 0x294980, pri: 15",Swi_LM_post,Unknown,,,61486,SYSBIOS System Logger,ti.sysbios.knl.Swi,ti.sysbios.knl.Swi,35042884121,8865256,2705792,15,0,,,,,,
,52310773961,0,C64XP_B,LD_end: hwi: 0x8743c0,Stop,HWI,ti_sysbios_knl_Clock_doTick__I(),,61487,SYSBIOS System Logger,_ti.uia.events.UIAHWICtx,ti.sysbios.family.c64p.Hwi,35042884380,8864704,,,,,,,,,
,52310774373,0,C64XP_B,"LM_begin: swi: 0x8745e8, func: 0x294980, preThread: 0",Start,SWI,ti_sysbios_knl_Clock_workFunc__E(),,61488,SYSBIOS System Logger,_ti.uia.events.UIASWICtx,ti.sysbios.knl.Swi,35042884671,8865256,2705792,0,0,,,,,,
,52310774947,0,C64XP_B,LD_end: swi: 0x8745e8,Stop,SWI,ti_sysbios_knl_Clock_workFunc__E(),,61489,SYSBIOS System Logger,_ti.uia.events.UIASWICtx,ti.sysbios.knl.Swi,35042885071,8865256,,,,,,,,,
,52311772841,0,C64XP_B,"LM_begin: hwi: 0x8743c0, func: 0x2a9820, preThread: 2, intNum: 14, irp: 0x2b00c0",Start,HWI,ti_sysbios_knl_Clock_doTick__I(),,61490,SYSBIOS System Logger,_ti.uia.events.UIAHWICtx,ti.sysbios.family.c64p.Hwi,35043583594,8864704,2791456,2,14,2818240,0,0,0,,
,52311773244,0,C64XP_B,LM_tick: tick: 44225,Clock_LM_tick,Unknown,,,61491,SYSBIOS System Logger,ti.sysbios.knl.Clock,ti.sysbios.knl.Clock,35043583877,44225,,,,,,,,,
,52311773596,0,C64XP_B,"LM_post: swi: 0x8745e8, func: 0x294980, pri: 15",Swi_LM_post,Unknown,,,61492,SYSBIOS System Logger,ti.sysbios.knl.Swi,ti.sysbios.knl.Swi,35043584125,8865256,2705792,15,0,,,,,,
,52311773964,0,C64XP_B,LD_end: hwi: 0x8743c0,Stop,HWI,ti_sysbios_knl_Clock_doTick__I(),,61493,SYSBIOS System Logger,_ti.uia.events.UIAHWICtx,ti.sysbios.family.c64p.Hwi,35043584384,8864704,,,,,,,,,
,52311774384,0,C64XP_B,"LM_begin: swi: 0x8745e8, func: 0x294980, preThread: 0",Start,SWI,ti_sysbios_knl_Clock_workFunc__E(),,61494,SYSBIOS System Logger,_ti.uia.events.UIASWICtx,ti.sysbios.knl.Swi,35043584675,8865256,2705792,0,0,,,,,,
