Type:uinteger,Time:ulong,Error:uinteger,Master:string,Message:string,Event:string,EventClass:string,Data1:string,Data2:string,SeqNo:ulong,Logger:string,Module:string,Domain:string,Local Time:ulong,Arg1:uinteger,Arg2:uinteger,Arg3:uinteger,Arg4:uinteger,Arg5:uinteger,Arg6:uinteger,Arg7:uinteger,Arg8:uinteger,Block Arg:string,
,52000773074,0,C64XP_B,LD_end: hwi: 0x8743c0,Stop,HWI,ti_sysbios_knl_Clock_doTick__I(),,58977,SYSBIOS System Logger,_ti.uia.events.UIAHWICtx,ti.sysbios.family.c64p.Hwi,34825883760,8864704,,,,,,,,,
,52000773494,0,C64XP_B,"LM_begin: swi: 0x8745e8, func: 0x294980, preThread: 0",Start,SWI,ti_sysbios_knl_Clock_workFunc__E(),,58978,SYSBIOS System Logger,_ti.uia.events.UIASWICtx,ti.sysbios.knl.Swi,34825884051,8865256,2705792,0,0,,,,,,
,52000774060,0,C64XP_B,LD_end: swi: 0x8745e8,Stop,SWI,ti_sysbios_knl_Clock_workFunc__E(),,58979,SYSBIOS System Logger,_ti.uia.events.UIASWICtx,ti.sysbios.knl.Swi,34825884451,8865256,,,,,,,,,
,52001771954,0,C64XP_B,"LM_begin: hwi: 0x8743c0, func: 0x2a9820, preThread: 2, intNum: 14, irp: 0x2acdc0",Start,HWI,ti_sysbios_knl_Clock_doTick__I(),,58980,SYSBIOS System Logger,_ti.uia.events.UIAHWICtx,ti.sysbios.family.c64p.Hwi,34826582974,8864704,2791456,2,14,2805184,0,0,0,,
,52001772357,0,C64XP_B,LM_tick: tick: 43915,Clock_LM_tick,Unknown,,,58981,SYSBIOS System Logger,ti.sysbios.knl.Clock,ti.sysbios.knl.Clock,34826583257,43915,,,,,,,,,
,52001772708,0,C64XP_B,"LM_post: swi: 0x8745e8, func: 0x294980, pri: 15",Swi_LM_post,Unknown,,,58982,SYSBIOS System Logger,ti.sysbios.knl.Swi,ti.sysbios.knl.Swi,34826583505,8865256,2705792,15,0,,,,,,
,52001773077,0,C64XP_B,LD_end: hwi: 0x8743c0,Stop,HWI,ti_sysbios_knl_Clock_doTick__I(),,58983,SYSBIOS System Logger,_ti.uia.events.UIAHWICtx,ti.sysbios.family.c64p.Hwi,34826583764,8864704,,,,,,,,,
,52001773497,0,C64XP_B,"LM_begin: swi: 0x8745e8, func: 0x294980, preThread: 0",Start,SWI,ti_sysbios_knl_Clock_workFunc__E(),,58984,SYSBIOS System Logger,_ti.uia.events.UIASWICtx,ti.sysbios.knl.Swi,34826584055,8865256,2705792,0,0,,,,,,
,52001774071,0,C64XP_B,LD_end: swi: 0x8745e8,Stop,SWI,ti_sysbios_knl_Clock_workFunc__E(),,58985,SYSBIOS System Logger,_ti.uia.events.UIASWICtx,ti.sysbios.knl.Swi,34826584455,8865256,,,,,,,,,
,52002771957,0,C64XP_B,"LM_begin: hwi: 0x8743c0, func: 0x2a9820, preThread: 2, intNum: 14, irp: 0x2aea60",Start,HWI,ti_sysbios_knl_Clock_doTick__I(),,58986,SYSBIOS System Logger,_ti.uia.events.UIAHWICtx,ti.sysbios.family.c64p.Hwi,34827282978,8864704,2791456,2,14,2812512,0,0,0,,
,52002772360,0,C64XP_B,LM_tick: tick: 43916,Clock_LM_tick,Unknown,,,58987,SYSBIOS System Logger,ti.sysbios.knl.Clock,ti.sysbios.knl.Clock,34827283261,43916,,,,,,,,,
,52002772720,0,C64XP_B,"LM_post: swi: 0x8745e8, func: 0x294980, pri: 15",Swi_LM_post,Unknown,,,58988,SYSBIOS System Logger,ti.sysbios.knl.Swi,ti.sysbios.knl.Swi,34827283509,8865256,2705792,15,0,,,,,,
,52002773088,0,C64XP_B,LD_end: hwi: 0x8743c0,Stop,HWI,ti_sysbios_knl_Clock_doTick__I(),,58989,SYSBIOS System Logger,_ti.uia.events.UIAHWICtx,ti.sysbios.family.c64p.Hwi,34827283768,8864704,,,,,,,,,
,52002773500,0,C64XP_B,"LM_begin: swi: 0x8745e8, func: 0x294980, preThread: 0",Start,SWI,ti_sysbios_knl_Clock_workFunc__E(),,58990,SYSBIOS System Logger,_ti.uia.events.UIASWICtx,ti.sysbios.knl.Swi,34827284059,8865256,2705792,0,0,,,,,,
,52002774074,0,C64XP_B,LD_end: swi: 0x8745e8,Stop,SWI,ti_sysbios_knl_Clock_workFunc__E(),,58991,SYSBIOS System Logger,_ti.uia.events.UIASWICtx,ti.sysbios.knl.Swi,34827284459,8865256,,,,,,,,,
,52003771968,0,C64XP_B,"LM_begin: hwi: 0x8743c0, func: 0x2a9820, preThread: 2, intNum: 14, irp: 0x2a7c60",Start,HWI,ti_sysbios_knl_Clock_doTick__I(),,58992,SYSBIOS System Logger,_ti.uia.events.UIAHWICtx,ti.sysbios.family.c64p.Hwi,34827982986,8864704,2791456,2,14,2784352,0,0,0,,
,52003772371,0,C64XP_B,LM_tick: tick: 43917,Clock_LM_tick,Unknown,,,58993,SYSBIOS System Logger,ti.sysbios.knl.Clock,ti.sysbios.knl.Clock,34827983269,43917,,,,,,,,,
,52003772731,0,C64XP_B,"LM_post: swi: 0x8745e8, func: 0x294980, pri: 15",Swi_LM_post,Unknown,,,58994,SYSBIOS System Logger,ti.sysbios.knl.Swi,ti.sysbios.knl.Swi,34827983517,8865256,2705792,15,0,,,,,,
,52003773100,0,C64XP_B,LD_end: hwi: 0x8743c0,Stop,HWI,ti_sysbios_knl_Clock_doTick__I(),,58995,SYSBIOS System Logger,_ti.uia.events.UIAHWICtx,ti.sysbios.family.c64p.Hwi,34827983776,8864704,,,,,,,,,
,52003773511,0,C64XP_B,"LM_begin: swi: 0x8745e8, func: 0x294980, preThread: 0",Start,SWI,ti_sysbios_knl_Clock_workFunc__E(),,58996,SYSBIOS System Logger,_ti.uia.events.UIASWICtx,ti.sysbios.knl.Swi,34827984067,8865256,2705792,0,0,,,,,,
,52003774085,0,C64XP_B,LD_end: swi: 0x8745e8,Stop,SWI,ti_sysbios_knl_Clock_workFunc__E(),,58997,SYSBIOS System Logger,_ti.uia.events.UIASWICtx,ti.sysbios.knl.Swi,34827984467,8865256,,,,,,,,,
,52004772022,0,C64XP_B,"LM_begin: hwi: 0x8743c0, func: 0x2a9820, preThread: 2, intNum: 14, irp: 0x29dde6",Start,HWI,ti_sysbios_knl_Clock_doTick__I(),,58998,SYSBIOS System Logger,_ti.uia.events.UIAHWICtx,ti.sysbios.family.c64p.Hwi,34828683024,8864704,2791456,2,14,2743782,0,0,0,,
,52004772425,0,C64XP_B,LM_tick: tick: 43918,Clock_LM_tick,Unknown,,,58999,SYSBIOS System Logger,ti.sysbios.knl.Clock,ti.sysbios.knl.Clock,34828683307,43918,,,,,,,,,
,52004772785,0,C64XP_B,"LM_post: swi: 0x8745e8, func: 0x294980, pri: 15",Swi_LM_post,Unknown,,,59000,SYSBIOS System Logger,ti.sysbios.knl.Swi,ti.sysbios.knl.Swi,34828683555,8865256,2705792,15,0,,,,,,
,52004773154,0,C64XP_B,LD_end: hwi: 0x8743c0,Stop,HWI,ti_sysbios_knl_Clock_doTick__I(),,59001,SYSBIOS System Logger,_ti.uia.events.UIAHWICtx,ti.sysbios.family.c64p.Hwi,34828683814,8864704,,,,,,,,,
,52004773565,0,C64XP_B,"LM_begin: swi: 0x8745e8, func: 0x294980, preThread: 0",Start,SWI,ti_sysbios_knl_Clock_workFunc__E(),,59002,SYSBIOS System Logger,_ti.uia.events.UIASWICtx,ti.sysbios.knl.Swi,34828684105,8865256,2705792,0,0,,,,,,
,52004774140,0,C64XP_B,LD_end: swi: 0x8745e8,Stop,SWI,ti_sysbios_knl_Clock_workFunc__E(),,59003,SYSBIOS System Logger,_ti.uia.events.UIASWICtx,ti.sysbios.knl.Swi,34828684505,8865256,,,,,,,,,
,52005771965,0,C64XP_B,"LM_begin: hwi: 0x8743c0, func: 0x2a9820, preThread: 2, intNum: 14, irp: 0x2aa8b0",Start,HWI,ti_sysbios_knl_Clock_doTick__I(),,59004,SYSBIOS System Logger,_ti.uia.events.UIAHWICtx,ti.sysbios.family.c64p.Hwi,34829382984,8864704,2791456,2,14,2795696,0,0,0,,
,52005772368,0,C64XP_B,LM_tick: tick: 43919,Clock_LM_tick,Unknown,,,59005,SYSBIOS System Logger,ti.sysbios.knl.Clock,ti.sysbios.knl.Clock,34829383267,43919,,,,,,,,,
,52005772728,0,C64XP_B,"LM_post: swi: 0x8745e8, func: 0x294980, pri: 15",Swi_LM_post,Unknown,,,59006,SYSBIOS System Logger,ti.sysbios.knl.Swi,ti.sysbios.knl.Swi,34829383515,8865256,2705792,15,0,,,,,,
,52005773097,0,C64XP_B,LD_end: hwi: 0x8743c0,Stop,HWI,ti_sysbios_knl_Clock_doTick__I(),,59007,SYSBIOS System Logger,_ti.uia.events.UIAHWICtx,ti.sysbios.family.c64p.Hwi,34829383774,8864704,,,,,,,,,
,52005773508,0,C64XP_B,"LM_begin: swi: 0x8745e8, func: 0x294980, preThread: 0",Start,SWI,ti_sysbios_knl_Clock_workFunc__E(),,59008,SYSBIOS System Logger,_ti.uia.events.UIASWICtx,ti.sysbios.knl.Swi,34829384065,8865256,2705792,0,0,,,,,,
,52005774082,0,C64XP_B,LD_end: swi: 0x8745e8,Stop,SWI,ti_sysbios_knl_Clock_workFunc__E(),,59009,SYSBIOS System Logger,_ti.uia.events.UIASWICtx,ti.sysbios.knl.Swi,34829384465,8865256,,,,,,,,,
,52006771977,0,C64XP_B,"LM_begin: hwi: 0x8743c0, func: 0x2a9820, preThread: 2, intNum: 14, irp: 0x2ace16",Start,HWI,ti_sysbios_knl_Clock_doTick__I(),,59010,SYSBIOS System Logger,_ti.uia.events.UIAHWICtx,ti.sysbios.family.c64p.Hwi,34830082992,8864704,2791456,2,14,2805270,0,0,0,,
,52006772380,0,C64XP_B,LM_tick: tick: 43920,Clock_LM_tick,Unknown,,,59011,SYSBIOS System Logger,ti.sysbios.knl.Clock,ti.sysbios.knl.Clock,34830083275,43920,,,,,,,,,
,52006772740,0,C64XP_B,"LM_post: swi: 0x8745e8, func: 0x294980, pri: 15",Swi_LM_post,Unknown,,,59012,SYSBIOS System Logger,ti.sysbios.knl.Swi,ti.sysbios.knl.Swi,34830083523,8865256,2705792,15,0,,,,,,
,52006773108,0,C64XP_B,LD_end: hwi: 0x8743c0,Stop,HWI,ti_sysbios_knl_Clock_doTick__I(),,59013,SYSBIOS System Logger,_ti.uia.events.UIAHWICtx,ti.sysbios.family.c64p.Hwi,34830083782,8864704,,,,,,,,,
,52006773520,0,C64XP_B,"LM_begin: swi: 0x8745e8, func: 0x294980, preThread: 0",Start,SWI,ti_sysbios_knl_Clock_workFunc__E(),,59014,SYSBIOS System Logger,_ti.uia.events.UIASWICtx,ti.sysbios.knl.Swi,34830084073,8865256,2705792,0,0,,,,,,
,52006774094,0,C64XP_B,LD_end: swi: 0x8745e8,Stop,SWI,ti_sysbios_knl_Clock_workFunc__E(),,59015,SYSBIOS System Logger,_ti.uia.events.UIASWICtx,ti.sysbios.knl.Swi,34830084473,8865256,,,,,,,,,
,52007771971,0,C64XP_B,"LM_begin: hwi: 0x8743c0, func: 0x2a9820, preThread: 2, intNum: 14, irp: 0x2aea60",Start,HWI,ti_sysbios_knl_Clock_doTick__I(),,59016,SYSBIOS System Logger,_ti.uia.events.UIAHWICtx,ti.sysbios.family.c64p.Hwi,34830782988,8864704,2791456,2,14,2812512,0,0,0,,
,52007772374,0,C64XP_B,LM_tick: tick: 43921,Clock_LM_tick,Unknown,,,59017,SYSBIOS System Logger,ti.sysbios.knl.Clock,ti.sysbios.knl.Clock,34830783271,43921,,,,,,,,,
,52007772734,0,C64XP_B,"LM_post: swi: 0x8745e8, func: 0x294980, pri: 15",Swi_LM_post,Unknown,,,59018,SYSBIOS System Logger,ti.sysbios.knl.Swi,ti.sysbios.knl.Swi,34830783519,8865256,2705792,15,0,,,,,,
,52007773102,0,C64XP_B,LD_end: hwi: 0x8743c0,Stop,HWI,ti_sysbios_knl_Clock_doTick__I(),,59019,SYSBIOS System Logger,_ti.uia.events.UIAHWICtx,ti.sysbios.family.c64p.Hwi,34830783778,8864704,,,,,,,,,
,52007773514,0,C64XP_B,"LM_begin: swi: 0x8745e8, func: 0x294980, preThread: 0",Start,SWI,ti_sysbios_knl_Clock_workFunc__E(),,59020,SYSBIOS System Logger,_ti.uia.events.UIASWICtx,ti.sysbios.knl.Swi,34830784069,8865256,2705792,0,0,,,,,,
,52007774088,0,C64XP_B,LD_end: swi: 0x8745e8,Stop,SWI,ti_sysbios_knl_Clock_workFunc__E(),,59021,SYSBIOS System Logger,_ti.uia.events.UIASWICtx,ti.sysbios.knl.Swi,34830784469,8865256,,,,,,,,,
,52008771982,0,C64XP_B,"LM_begin: hwi: 0x8743c0, func: 0x2a9820, preThread: 2, intNum: 14, irp: 0x2a7c60",Start,HWI,ti_sysbios_knl_Clock_doTick__I(),,59022,SYSBIOS System Logger,_ti.uia.events.UIAHWICtx,ti.sysbios.family.c64p.Hwi,34831482996,8864704,2791456,2,14,2784352,0,0,0,,
,52008772385,0,C64XP_B,LM_tick: tick: 43922,Clock_LM_tick,Unknown,,,59023,SYSBIOS System Logger,ti.sysbios.knl.Clock,ti.sysbios.knl.Clock,34831483279,43922,,,,,,,,,
,52008772745,0,C64XP_B,"LM_post: swi: 0x8745e8, func: 0x294980, pri: 15",Swi_LM_post,Unknown,,,59024,SYSBIOS System Logger,ti.sysbios.knl.Swi,ti.sysbios.knl.Swi,34831483527,8865256,2705792,15,0,,,,,,
,52008773114,0,C64XP_B,LD_end: hwi: 0x8743c0,Stop,HWI,ti_sysbios_knl_Clock_doTick__I(),,59025,SYSBIOS System Logger,_ti.uia.events.UIAHWICtx,ti.sysbios.family.c64p.Hwi,34831483786,8864704,,,,,,,,,
,52008773525,0,C64XP_B,"LM_begin: swi: 0x8745e8, func: 0x294980, preThread: 0",Start,SWI,ti_sysbios_knl_Clock_workFunc__E(),,59026,SYSBIOS System Logger,_ti.uia.events.UIASWICtx,ti.sysbios.knl.Swi,34831484077,8865256,2705792,0,0,,,,,,
,52008774100,0,C64XP_B,LD_end: swi: 0x8745e8,Stop,SWI,ti_sysbios_knl_Clock_workFunc__E(),,59027,SYSBIOS System Logger,_ti.uia.events.UIASWICtx,ti.sysbios.knl.Swi,34831484477,8865256,,,,,,,,,
,52009772037,0,C64XP_B,"LM_begin: hwi: 0x8743c0, func: 0x2a9820, preThread: 2, intNum: 14, irp: 0x29dde6",Start,HWI,ti_sysbios_knl_Clock_doTick__I(),,59028,SYSBIOS System Logger,_ti.uia.events.UIAHWICtx,ti.sysbios.family.c64p.Hwi,34832183034,8864704,2791456,2,14,2743782,0,0,0,,
,52009772440,0,C64XP_B,LM_tick: tick: 43923,Clock_LM_tick,Unknown,,,59029,SYSBIOS System Logger,ti.sysbios.knl.Clock,ti.sysbios.knl.Clock,34832183317,43923,,,,,,,,,
,52009772800,0,C64XP_B,"LM_post: swi: 0x8745e8, func: 0x294980, pri: 15",Swi_LM_post,Unknown,,,59030,SYSBIOS System Logger,ti.sysbios.knl.Swi,ti.sysbios.knl.Swi,34832183565,8865256,2705792,15,0,,,,,,
,52009773168,0,C64XP_B,LD_end: hwi: 0x8743c0,Stop,HWI,ti_sysbios_knl_Clock_doTick__I(),,59031,SYSBIOS System Logger,_ti.uia.events.UIAHWICtx,ti.sysbios.family.c64p.Hwi,34832183824,8864704,,,,,,,,,
,52009773580,0,C64XP_B,"LM_begin: swi: 0x8745e8, func: 0x294980, preThread: 0",Start,SWI,ti_sysbios_knl_Clock_workFunc__E(),,59032,SYSBIOS System Logger,_ti.uia.events.UIASWICtx,ti.sysbios.knl.Swi,34832184115,8865256,2705792,0,0,,,,,,
,52009774154,0,C64XP_B,LD_end: swi: 0x8745e8,Stop,SWI,ti_sysbios_knl_Clock_workFunc__E(),,59033,SYSBIOS System Logger,_ti.uia.events.UIASWICtx,ti.sysbios.knl.Swi,34832184515,8865256,,,,,,,,,
,52010771980,0,C64XP_B,"LM_begin: hwi: 0x8743c0, func: 0x2a9820, preThread: 2, intNum: 14, irp: 0x2aa8b0",Start,HWI,ti_sysbios_knl_Clock_doTick__I(),,59034,SYSBIOS System Logger,_ti.uia.events.UIAHWICtx,ti.sysbios.family.c64p.Hwi,34832882994,8864704,2791456,2,14,2795696,0,0,0,,
,52010772382,0,C64XP_B,LM_tick: tick: 43924,Clock_LM_tick,Unknown,,,59035,SYSBIOS System Logger,ti.sysbios.knl.Clock,ti.sysbios.knl.Clock,34832883277,43924,,,,,,,,,
,52010772742,0,C64XP_B,"LM_post: swi: 0x8745e8, func: 0x294980, pri: 15",Swi_LM_post,Unknown,,,59036,SYSBIOS System Logger,ti.sysbios.knl.Swi,ti.sysbios.knl.Swi,34832883525,8865256,2705792,15,0,,,,,,
,52010773111,0,C64XP_B,LD_end: hwi: 0x8743c0,Stop,HWI,ti_sysbios_knl_Clock_doTick__I(),,59037,SYSBIOS System Logger,_ti.uia.events.UIAHWICtx,ti.sysbios.family.c64p.Hwi,34832883784,8864704,,,,,,,,,
,52010773522,0,C64XP_B,"LM_begin: swi: 0x8745e8, func: 0x294980, preThread: 0",Start,SWI,ti_sysbios_knl_Clock_workFunc__E(),,59038,SYSBIOS System Logger,_ti.uia.events.UIASWICtx,ti.sysbios.knl.Swi,34832884075,8865256,2705792,0,0,,,,,,
,52010774097,0,C64XP_B,LD_end: swi: 0x8745e8,Stop,SWI,ti_sysbios_knl_Clock_workFunc__E(),,59039,SYSBIOS System Logger,_ti.uia.events.UIASWICtx,ti.sysbios.knl.Swi,34832884475,8865256,,,,,,,,,
,52011771974,0,C64XP_B,"LM_begin: hwi: 0x8743c0, func: 0x2a9820, preThread: 2, intNum: 14, irp: 0x2ace16",Start,HWI,ti_sysbios_knl_Clock_doTick__I(),,59040,SYSBIOS System Logger,_ti.uia.events.UIAHWICtx,ti.sysbios.family.c64p.Hwi,34833582992,8864704,2791456,2,14,2805270,0,0,0,,
,52011772385,0,C64XP_B,LM_tick: tick: 43925,Clock_LM_tick,Unknown,,,59041,SYSBIOS System Logger,ti.sysbios.knl.Clock,ti.sysbios.knl.Clock,34833583275,43925,,,,,,,,,
,52011772737,0,C64XP_B,"LM_post: swi: 0x8745e8, func: 0x294980, pri: 15",Swi_LM_post,Unknown,,,59042,SYSBIOS System Logger,ti.sysbios.knl.Swi,ti.sysbios.knl.Swi,34833583523,8865256,2705792,15,0,,,,,,
,52011773105,0,C64XP_B,LD_end: hwi: 0x8743c0,Stop,HWI,ti_sysbios_knl_Clock_doTick__I(),,59043,SYSBIOS System Logger,_ti.uia.events.UIAHWICtx,ti.sysbios.family.c64p.Hwi,34833583782,8864704,,,,,,,,,
,52011773525,0,C64XP_B,"LM_begin: swi: 0x8745e8, func: 0x294980, preThread: 0",Start,SWI,ti_sysbios_knl_Clock_workFunc__E(),,59044,SYSBIOS System Logger,_ti.uia.events.UIASWICtx,ti.sysbios.knl.Swi,34833584073,8865256,2705792,0,0,,,,,,
,52011774091,0,C64XP_B,LD_end: swi: 0x8745e8,Stop,SWI,ti_sysbios_knl_Clock_workFunc__E(),,59045,SYSBIOS System Logger,_ti.uia.events.UIASWICtx,ti.sysbios.knl.Swi,34833584473,8865256,,,,,,,,,
,52012771977,0,C64XP_B,"LM_begin: hwi: 0x8743c0, func: 0x2a9820, preThread: 2, intNum: 14, irp: 0x2aea70",Start,HWI,ti_sysbios_knl_Clock_doTick__I(),,59046,SYSBIOS System Logger,_ti.uia.events.UIAHWICtx,ti.sysbios.family.c64p.Hwi,34834282994,8864704,2791456,2,14,2812528,0,0,0,,
,52012772388,0,C64XP_B,LM_tick: tick: 43926,Clock_LM_tick,Unknown,,,59047,SYSBIOS System Logger,ti.sysbios.knl.Clock,ti.sysbios.knl.Clock,34834283277,43926,,,,,,,,,
,52012772740,0,C64XP_B,"LM_post: swi: 0x8745e8, func: 0x294980, pri: 15",Swi_LM_post,Unknown,,,59048,SYSBIOS System Logger,ti.sysbios.knl.Swi,ti.sysbios.knl.Swi,34834283525,8865256,2705792,15,0,,,,,,
,52012773108,0,C64XP_B,LD_end: hwi: 0x8743c0,Stop,HWI,ti_sysbios_knl_Clock_doTick__I(),,59049,SYSBIOS System Logger,_ti.uia.events.UIAHWICtx,ti.sysbios.family.c64p.Hwi,34834283784,8864704,,,,,,,,,
,52012773528,0,C64XP_B,"LM_begin: swi: 0x8745e8, func: 0x294980, preThread: 0",Start,SWI,ti_sysbios_knl_Clock_workFunc__E(),,59050,SYSBIOS System Logger,_ti.uia.events.UIASWICtx,ti.sysbios.knl.Swi,34834284075,8865256,2705792,0,0,,,,,,
,52012774102,0,C64XP_B,LD_end: swi: 0x8745e8,Stop,SWI,ti_sysbios_knl_Clock_workFunc__E(),,59051,SYSBIOS System Logger,_ti.uia.events.UIASWICtx,ti.sysbios.knl.Swi,34834284477,8865256,,,,,,,,,
,52013771988,0,C64XP_B,"LM_begin: hwi: 0x8743c0, func: 0x2a9820, preThread: 2, intNum: 14, irp: 0x2a7c60",Start,HWI,ti_sysbios_knl_Clock_doTick__I(),,59052,SYSBIOS System Logger,_ti.uia.events.UIAHWICtx,ti.sysbios.family.c64p.Hwi,34834982998,8864704,2791456,2,14,2784352,0,0,0,,
,52013772391,0,C64XP_B,LM_tick: tick: 43927,Clock_LM_tick,Unknown,,,59053,SYSBIOS System Logger,ti.sysbios.knl.Clock,ti.sysbios.knl.Clock,34834983281,43927,,,,,,,,,
,52013772742,0,C64XP_B,"LM_post: swi: 0x8745e8, func: 0x294980, pri: 15",Swi_LM_post,Unknown,,,59054,SYSBIOS System Logger,ti.sysbios.knl.Swi,ti.sysbios.knl.Swi,34834983529,8865256,2705792,15,0,,,,,,
,52013773111,0,C64XP_B,LD_end: hwi: 0x8743c0,Stop,HWI,ti_sysbios_knl_Clock_doTick__I(),,59055,SYSBIOS System Logger,_ti.uia.events.UIAHWICtx,ti.sysbios.family.c64p.Hwi,34834983788,8864704,,,,,,,,,
,52013773531,0,C64XP_B,"LM_begin: swi: 0x8745e8, func: 0x294980, preThread: 0",Start,SWI,ti_sysbios_knl_Clock_workFunc__E(),,59056,SYSBIOS System Logger,_ti.uia.events.UIASWICtx,ti.sysbios.knl.Swi,34834984079,8865256,2705792,0,0,,,,,,
,52013774105,0,C64XP_B,LD_end: swi: 0x8745e8,Stop,SWI,ti_sysbios_knl_Clock_workFunc__E(),,59057,SYSBIOS System Logger,_ti.uia.events.UIASWICtx,ti.sysbios.knl.Swi,34834984479,8865256,,,,,,,,,
,52014772042,0,C64XP_B,"LM_begin: hwi: 0x8743c0, func: 0x2a9820, preThread: 2, intNum: 14, irp: 0x29dde6",Start,HWI,ti_sysbios_knl_Clock_doTick__I(),,59058,SYSBIOS System Logger,_ti.uia.events.UIAHWICtx,ti.sysbios.family.c64p.Hwi,34835683036,8864704,2791456,2,14,2743782,0,0,0,,
,52014772445,0,C64XP_B,LM_tick: tick: 43928,Clock_LM_tick,Unknown,,,59059,SYSBIOS System Logger,ti.sysbios.knl.Clock,ti.sysbios.knl.Clock,34835683319,43928,,,,,,,,,
,52014772797,0,C64XP_B,"LM_post: swi: 0x8745e8, func: 0x294980, pri: 15",Swi_LM_post,Unknown,,,59060,SYSBIOS System Logger,ti.sysbios.knl.Swi,ti.sysbios.knl.Swi,34835683567,8865256,2705792,15,0,,,,,,
,52014773165,0,C64XP_B,LD_end: hwi: 0x8743c0,Stop,HWI,ti_sysbios_knl_Clock_doTick__I(),,59061,SYSBIOS System Logger,_ti.uia.events.UIAHWICtx,ti.sysbios.family.c64p.Hwi,34835683826,8864704,,,,,,,,,
,52014773585,0,C64XP_B,"LM_begin: swi: 0x8745e8, func: 0x294980, preThread: 0",Start,SWI,ti_sysbios_knl_Clock_workFunc__E(),,59062,SYSBIOS System Logger,_ti.uia.events.UIASWICtx,ti.sysbios.knl.Swi,34835684117,8865256,2705792,0,0,,,,,,
,52014774160,0,C64XP_B,LD_end: swi: 0x8745e8,Stop,SWI,ti_sysbios_knl_Clock_workFunc__E(),,59063,SYSBIOS System Logger,_ti.uia.events.UIASWICtx,ti.sysbios.knl.Swi,34835684517,8865256,,,,,,,,,
,52015771985,0,C64XP_B,"LM_begin: hwi: 0x8743c0, func: 0x2a9820, preThread: 2, intNum: 14, irp: 0x2aa8bc",Start,HWI,ti_sysbios_knl_Clock_doTick__I(),,59064,SYSBIOS System Logger,_ti.uia.events.UIAHWICtx,ti.sysbios.family.c64p.Hwi,34836383000,8864704,2791456,2,14,2795708,0,0,0,,
,52015772397,0,C64XP_B,LM_tick: tick: 43929,Clock_LM_tick,Unknown,,,59065,SYSBIOS System Logger,ti.sysbios.knl.Clock,ti.sysbios.knl.Clock,34836383283,43929,,,,,,,,,
,52015772748,0,C64XP_B,"LM_post: swi: 0x8745e8, func: 0x294980, pri: 15",Swi_LM_post,Unknown,,,59066,SYSBIOS System Logger,ti.sysbios.knl.Swi,ti.sysbios.knl.Swi,34836383531,8865256,2705792,15,0,,,,,,
,52015773117,0,C64XP_B,LD_end: hwi: 0x8743c0,Stop,HWI,ti_sysbios_knl_Clock_doTick__I(),,59067,SYSBIOS System Logger,_ti.uia.events.UIAHWICtx,ti.sysbios.family.c64p.Hwi,34836383790,8864704,,,,,,,,,
,52015773537,0,C64XP_B,"LM_begin: swi: 0x8745e8, func: 0x294980, preThread: 0",Start,SWI,ti_sysbios_knl_Clock_workFunc__E(),,59068,SYSBIOS System Logger,_ti.uia.events.UIASWICtx,ti.sysbios.knl.Swi,34836384081,8865256,2705792,0,0,,,,,,
,52015774102,0,C64XP_B,LD_end: swi: 0x8745e8,Stop,SWI,ti_sysbios_knl_Clock_workFunc__E(),,59069,SYSBIOS System Logger,_ti.uia.events.UIASWICtx,ti.sysbios.knl.Swi,34836384481,8865256,,,,,,,,,
,52016771988,0,C64XP_B,"LM_begin: hwi: 0x8743c0, func: 0x2a9820, preThread: 2, intNum: 14, irp: 0x2aa8b4",Start,HWI,ti_sysbios_knl_Clock_doTick__I(),,59070,SYSBIOS System Logger,_ti.uia.events.UIAHWICtx,ti.sysbios.family.c64p.Hwi,34837083002,8864704,2791456,2,14,2795700,0,0,0,,
,52016772400,0,C64XP_B,LM_tick: tick: 43930,Clock_LM_tick,Unknown,,,59071,SYSBIOS System Logger,ti.sysbios.knl.Clock,ti.sysbios.knl.Clock,34837083285,43930,,,,,,,,,
,52016772751,0,C64XP_B,"LM_post: swi: 0x8745e8, func: 0x294980, pri: 15",Swi_LM_post,Unknown,,,59072,SYSBIOS System Logger,ti.sysbios.knl.Swi,ti.sysbios.knl.Swi,34837083533,8865256,2705792,15,0,,,,,,
,52016773120,0,C64XP_B,LD_end: hwi: 0x8743c0,Stop,HWI,ti_sysbios_knl_Clock_doTick__I(),,59073,SYSBIOS System Logger,_ti.uia.events.UIAHWICtx,ti.sysbios.family.c64p.Hwi,34837083792,8864704,,,,,,,,,
,52016773540,0,C64XP_B,"LM_begin: swi: 0x8745e8, func: 0x294980, preThread: 0",Start,SWI,ti_sysbios_knl_Clock_workFunc__E(),,59074,SYSBIOS System Logger,_ti.uia.events.UIASWICtx,ti.sysbios.knl.Swi,34837084083,8865256,2705792,0,0,,,,,,
,52016774105,0,C64XP_B,LD_end: swi: 0x8745e8,Stop,SWI,ti_sysbios_knl_Clock_workFunc__E(),,59075,SYSBIOS System Logger,_ti.uia.events.UIASWICtx,ti.sysbios.knl.Swi,34837084483,8865256,,,,,,,,,
